,district,incumbent,party,dem_20,rep_20,tot_20,dem_pct_20,rep_pct_20,dem_16,rep_16,tot_16,2p_tot_16,dem_2p_16,rep_2p_16,lean_16,2p_tot_20,dem_2p_20,rep_2p_20,lean_20
141,IL-05,Mike Quigley,(D),275679,117237,400256,68.9,29.3,235988,98390,360070,334378,70.5752172690787,29.424782730921294,19.46192833836583,392916,70.16232477170693,29.83767522829307,17.892489847500464
142,IL-06,Sean Casten,(D),216368,173185,396914,54.5,43.6,180640,151235,356452,331875,54.430131826742,45.569868173258,3.3168428960291223,389553,55.54263476343399,44.45736523656601,3.272799839227517
143,IL-07,Danny Davis,(D),274896,41082,321060,85.6,12.8,272562,31019,317580,303581,89.78229862870207,10.217701371297942,38.66900969798919,315978,86.99846191823481,13.001538081765185,34.72862699402834
144,IL-08,Raja Krishnamoorthi,(D),189430,138017,333628,56.8,41.4,158507,113058,290368,271565,58.367978200430834,41.632021799569166,7.254689269717957,327447,57.85058345320005,42.14941654679994,5.580748528993581
145,IL-09,Jan Schakowsky,(D),267524,108596,382482,69.9,28.4,233480,88297,342357,321777,72.55956765088865,27.440432349111344,21.446278720175776,376120,71.12729979793683,28.87270020206317,18.857464873730358
146,IL-10,Brad Schneider,(D),220357,128416,355522,62.0,36.1,186067,112732,322655,298799,62.271627415085064,37.72837258491494,11.158338484372187,348773,63.180636115754375,36.819363884245625,10.910801191547904
147,IL-11,Bill Foster,(D),215328,157129,380478,56.6,41.3,171819,136492,332333,308311,55.72911767663171,44.27088232336829,4.615828745918833,372457,57.812848194556686,42.187151805443314,5.543013270350215
148,IL-12,Mike Bost,(R),106204,270198,383257,27.7,70.5,95310,251552,366997,346862,27.477786554883497,72.5222134451165,-23.63550237582938,376402,28.21557802562154,71.78442197437846,-24.05425689858493
149,IL-13,Nikki Budzinski,(D),195393,155142,358904,54.4,43.2,176530,147579,348727,324109,54.46624438074845,45.53375561925155,3.352955450035573,350535,55.741366767940434,44.258633232059566,3.4715318437339633
150,IL-14,Lauren Underwood,(D),191028,151016,348998,54.7,43.3,157151,130645,310095,287796,54.60499798468359,45.39500201531641,3.491709053970716,342044,55.848955105191145,44.151044894808855,3.579120180984674
151,IL-15,Mary Miller,(R),117057,270236,395434,29.6,68.3,102580,244940,370924,347520,29.517725598526706,70.4822744014733,-21.59556333218617,387293,30.224403746001087,69.77559625399891,-22.045431178205384
152,IL-16,Darin LaHood,(R),152633,238789,400519,38.1,59.6,125721,213029,367027,338750,37.11321033210332,62.88678966789668,-14.000078598609555,391422,38.99448676875597,61.005513231244024,-13.275348155450502
153,IL-17,Eric Sorensen,(D),174821,148985,331627,52.7,44.9,158506,137320,319863,295826,53.58082115838364,46.41917884161636,2.467532227670766,323806,53.98942576728041,46.01057423271959,1.719590843073938
154,IN-01,Frank Mrvan,(D),181832,153364,340700,53.4,45.0,165956,128967,313114,294923,56.27095886044832,43.729041139551676,5.157669929735441,335196,54.24647072160765,45.75352927839234,1.9766357974011797
155,IN-02,Rudy Yakym,(R),117687,187968,311424,37.8,60.4,99794,172718,290652,272512,36.62003875058713,63.37996124941287,-14.493250180125749,305655,38.50321440840163,61.49678559159837,-13.766620515804838
156,IN-03,Jim Banks,(R),111650,209890,328584,34.0,63.9,87898,187915,293561,275813,31.868693643881908,68.13130635611809,-19.244595286830968,321540,34.723518069291536,65.27648193070846,-17.546316854914934
157,IN-04,Jim Baird,(R),118417,219029,345309,34.3,63.4,89720,192817,303286,282537,31.755132956037617,68.24486704396239,-19.35815597467526,337446,35.09213325984009,64.9078667401599,-17.17770166436638
158,IN-05,Victoria Spartz,(R),151397,210212,369022,41.0,57.0,113722,189864,325741,303586,37.459566646683314,62.54043335331669,-13.653722284029563,361609,41.867597321969306,58.132402678030694,-10.402237602237165
159,IN-06,Greg Pence,(R),109391,215307,331748,33.0,64.9,83828,194382,297501,278210,30.131195859243014,69.86880414075698,-20.982093071469862,324698,33.69007508515605,66.30992491484395,-18.579759839050418
160,IN-07,André Carson,(D),213498,84813,303734,70.3,27.9,187181,84036,289346,271217,69.01521659777964,30.984783402220362,17.901927667066765,298311,71.56893309331537,28.43106690668463,19.299098169108895
161,IN-08,Larry Bucshon,(R),112346,225275,343948,32.7,65.5,96921,206009,320574,302930,31.994520186181624,68.00547981381837,-19.118768744531252,337621,33.27577372260612,66.72422627739388,-18.994061201600353
162,IN-09,Erin Houchin,(R),126197,223661,356696,35.4,62.7,108135,200532,326753,308667,35.03289953250591,64.9671004674941,-16.080389398206968,349858,36.07092020191049,63.929079798089504,-16.19891472229598
163,KS-01,Tracey Mann,(R),110422,206364,323819,34.1,63.7,85010,182300,287317,267310,31.802027608394745,68.19797239160525,-19.31126132231813,316786,34.85696968931708,65.14303031068293,-17.412865234889388
164,KS-02,Jake LaTurner,(R),130954,183352,321754,40.7,57.0,105015,158407,284752,263422,39.86569079272043,60.13430920727958,-11.247598137992448,314306,41.664492564570835,58.335507435429165,-10.605342359635635
165,KS-03,Sharice Davids,(D),205621,187731,401921,51.2,46.7,146168,164241,340884,310409,47.08884085190829,52.91115914809171,-4.024448078804589,393352,52.27404462161118,47.725955378388825,0.004209697404711221
166,KS-04,Ron Estes,(R),123326,193958,324810,38.0,59.7,90812,166070,280732,256882,35.35164005263117,64.64835994736883,-15.761648878081708,317284,38.869277996999536,61.13072200300047,-13.400556927206935
167,KY-01,James Comer,(R),98100,248460,351824,27.9,70.6,84440,228580,325717,313020,26.97591208229506,73.02408791770493,-24.137376848417816,346560,28.306786703601105,71.6932132963989,-23.963048220605366
168,KY-02,Brett Guthrie,(R),108502,237998,352498,30.8,67.5,86587,210823,312050,297410,29.113681449850375,70.88631855014962,-21.9996074808625,346500,31.313708513708516,68.68629148629148,-20.956126410497955
169,KY-03,Morgan McGarvey,(D),220429,138649,365965,60.2,37.9,185507,133555,336720,319062,58.14136437432224,41.85863562567777,7.02807544360936,359078,61.387497980940076,38.612502019059924,9.117663056733605
170,KY-04,Thomas Massie,(R),122980,244777,374537,32.8,65.4,94420,214576,327274,308996,30.557029864464262,69.44297013553573,-20.556259066248614,367757,33.44055993495705,66.55944006504295,-18.82927498924942
171,KY-05,Hal Rogers,(R),64435,258817,327397,19.7,79.1,55923,237010,302043,292933,19.090713576141987,80.90928642385802,-32.02257535457089,323252,19.93336468142502,80.06663531857498,-32.33647024278145
172,KY-06,Andy Barr,(R),158028,197944,363215,43.5,54.5,121970,178413,319571,300383,40.604827836462114,59.39517216353788,-10.508461094250762,355972,44.39337925454811,55.606620745451885,-7.8764556696583625
173,LA-01,Steve Scalise,(R),111741,258790,377529,29.6,68.5,89391,237765,343132,327156,27.323662106151193,72.67633789384881,-23.789626824561683,370531,30.156990913041014,69.84300908695899,-22.112844011165457
174,LA-02,Troy Carter,(D),260653,79318,345722,75.4,22.9,247624,73825,331926,321449,77.03368185933071,22.96631814066928,25.920392928617837,339971,76.66918648943586,23.330813510564134,24.399351565229388
175,LA-03,Clay Higgins,(R),106759,239366,352216,30.3,68.0,99497,227860,339064,327357,30.39403464718946,69.60596535281054,-20.719254283523416,346125,30.844059227157818,69.15594077284219,-21.425775697048653
176,LA-04,Mike Johnson,(R),130910,215850,352106,37.2,61.3,126163,205736,341236,331899,38.012467648290595,61.987532351709405,-13.100821282422281,346760,37.75233590956281,62.24766409043719,-14.517499014643661
177,LA-05,Julia Letlow,(R),120707,224650,350510,34.4,64.1,116424,214143,338926,330567,35.21948651861801,64.78051348138199,-15.893802412094864,345357,34.95136916292416,65.04863083707583,-17.31846576128231
178,LA-06,Garret Graves,(R),125263,237802,369979,33.9,64.3,101055,219309,334748,320364,31.543806420197022,68.45619357980297,-19.569482510515854,363065,34.501535537713636,65.49846446228636,-17.768299386492835
179,MA-01,Richard Neal,(D),235190,150037,393141,59.8,38.2,201248,137157,366617,338405,59.46957048506967,40.53042951493033,8.35628155435679,385227,61.052314609308276,38.947685390691724,8.782479685101805
180,MA-02,Jim McGovern,(D),254528,132546,395665,64.3,33.5,209107,123066,363362,332173,62.951233242918605,37.0487667570814,11.837944312205728,387074,65.75693536636406,34.243064633635946,13.48710044215759
181,MA-03,Lori Trahan,(D),233536,131375,372676,62.7,35.3,195231,121845,344439,317076,61.572304431745074,38.427695568254926,10.459015501032198,364911,63.99807076245989,36.00192923754012,11.728235838253418
182,MA-04,Jake Auchincloss,(D),263669,145121,416487,63.3,34.8,217826,132524,378162,350350,62.17382617382617,37.82617382617383,11.060537243113295,408790,64.4998654565914,35.5001345434086,12.230030532384923
183,MA-05,Katherine Clark,(D),298842,94405,399703,74.8,23.6,255386,92837,372341,348223,73.33978513768476,26.66021486231524,22.22649620697188,393247,75.9934595813827,24.006540418617305,23.723624657176224
184,MA-06,Seth Moulton,(D),283226,158963,450070,62.9,35.3,227630,152986,410546,380616,59.8056834184585,40.1943165815415,8.692394487745624,442189,64.05089226552447,35.949107734475525,11.781057341317997
185,MA-07,Ayanna Pressley,(D),269381,41245,314904,85.5,13.1,247479,34540,297480,282019,87.75259822919732,12.247401770802677,36.63930929848444,310626,86.7219743356963,13.278025664303698,34.45213941148983
186,MA-08,Stephen Lynch,(D),277534,130407,414844,66.9,31.4,228502,124147,377770,352649,64.7958735172934,35.2041264827066,13.682584586580525,407941,68.03287730333552,31.967122696664468,15.763042379129054
187,MA-09,Bill Keating,(D),266296,183101,457586,58.2,40.0,212641,171656,414034,384297,55.33246421387624,44.66753578612375,4.219175283163366,449397,59.25629232059849,40.74370767940151,6.986457396392019
188,MD-01,Andy Harris,(R),171268,230930,410539,41.7,56.3,133884,220643,376493,354527,37.76411951699024,62.23588048300975,-13.349169413722635,402198,42.58300637994222,57.41699362005779,-9.686828544264252
189,MD-02,Dutch Ruppersberger,(D),232384,150927,391029,59.4,38.6,193450,152487,369798,345937,55.9205866964216,44.0794133035784,4.807297765708725,383311,60.62544513462959,39.37455486537041,8.355610210423116
190,MD-03,John Sarbanes,(D),255249,149743,413425,61.7,36.2,197828,147068,371892,344896,57.35874002597885,42.64125997402115,6.24545109526597,404992,63.02568939633375,36.97431060366625,10.755854472127282
191,MD-04,Glenn Ivey,(D),271589,26247,302947,89.6,8.7,270118,22449,302958,292567,92.32688580735353,7.673114192646471,41.21359687664066,297836,91.18743200956231,8.81256799043769,38.917597085355844
192,MD-05,Steny Hoyer,(D),280898,128846,416761,67.4,30.9,205347,122588,346917,327935,62.61820177779133,37.381798222208666,11.504912847078451,409744,68.55451208559491,31.445487914405092,16.284677161388437
193,MD-06,David Trone,(D),200375,163848,371676,53.9,44.1,160786,156713,339332,317499,50.64141934305305,49.35858065694695,-0.4718695876598247,364223,55.014373062656674,44.98562693734333,2.744538138450203
194,MD-07,Kweisi Mfume,(D),251751,54327,310936,81.0,17.5,240979,54435,310142,295414,81.5733174460249,18.4266825539751,30.460028515312025,306078,82.25060278752476,17.74939721247525,29.980767863318285
195,MD-08,Jamie Raskin,(D),321508,71547,399296,80.5,17.9,275536,66786,363914,342322,80.49029860774358,19.509701392256414,29.377009677030706,393055,81.79720395364515,18.202796046354834,29.52736902943868
196,ME-01,Chellie Pingree,(D),258001,159932,430096,60.0,37.2,205601,150452,382326,356053,57.7444930951291,42.255506904870906,6.631204164416225,417933,61.73262221456549,38.26737778543451,9.462787290359017
197,ME-02,Jared Golden,(D),177070,200803,389278,45.5,51.6,152134,185141,365609,337275,45.10681194870654,54.89318805129345,-6.006476982006333,377873,46.85965919766694,53.140340802333064,-5.410175726539528
198,MI-01,Jack Bergman,(R),182977,274971,465104,39.3,59.1,142954,236371,401079,379325,37.686416661174455,62.31358333882554,-13.426872269538421,457948,39.955846515324886,60.044153484675114,-12.313988408881585
199,MI-02,John Moolenaar,(R),145196,262155,414538,35.0,63.2,114523,212052,347334,326575,35.06790170711169,64.93209829288831,-16.04538722360119,407351,35.643953249163495,64.3560467508365,-16.625881675042976
200,MI-03,Hillary Scholten,(D),222098,186701,416906,53.3,44.8,166808,166206,355420,333014,50.09038659035356,49.90961340964644,-1.022902340359316,408799,54.329389259758464,45.670610740241536,2.0595543355519936
201,MI-04,Bill Huizenga,(R),196696,213155,417516,47.1,51.1,152485,186625,360411,339110,44.966235144938224,55.03376485506178,-6.147053785774652,409851,47.99207516878085,52.00792483121916,-4.27775975542562
202,MI-05,Tim Walberg,(R),150368,248430,405836,37.1,61.2,120334,208566,347875,328900,36.58680449984798,63.41319550015202,-14.526484430864897,398798,37.705304439841726,62.294695560158274,-14.564530484364745
203,MI-06,Debbie Dingell,(D),286146,164381,456503,62.7,36.0,227231,145719,391114,372950,60.928006435178986,39.07199356482102,9.81471750446611,450527,63.513618495672844,36.486381504327156,11.243783571466373
204,MI-07,Elissa Slotkin,(D),219465,217141,444296,49.4,48.9,174627,189235,386370,363862,47.99264556342789,52.00735443657211,-3.120643367284984,436606,50.266143845938906,49.7338561540611,-2.0036910782675648
205,MI-08,Dan Kildee,(D),215710,207003,429213,50.3,48.2,183253,179216,381587,362469,50.55687520863853,49.44312479136147,-0.5564137220743461,422713,51.02989498785227,48.97010501214773,-1.2399399363541974
206,MI-09,Lisa McClain,(R),160590,297475,464737,34.6,64.0,120932,249882,390276,370814,32.61257665568182,67.38742334431818,-18.500712275031056,458065,35.058343248228965,64.94165675177103,-17.211491675977506
207,MI-10,John James,(R),209969,214177,429829,48.8,49.8,166889,186837,370004,353726,47.18030339867581,52.81969660132418,-3.9329855320370655,424146,49.50394439650498,50.49605560349503,-2.765890527701494
208,MI-11,Haley Stevens,(D),273915,182229,462280,59.3,39.4,218132,162525,399697,380657,57.30408215269915,42.695917847300855,6.190793221986276,456144,60.05011575292013,39.94988424707987,7.780280828713657
209,MI-12,Rashida Tlaib,(D),285642,97508,387609,73.7,25.2,250125,85669,348166,335794,74.48763229837341,25.512367701626594,23.374343367660536,383150,74.55095915437818,25.449040845621816,22.281124230171706
210,MI-13,Shri Thanedar,(D),252697,83907,340610,74.2,24.6,230545,70638,310993,301183,76.54648502737538,23.453514972624617,25.433196096662506,336604,75.07248874047843,24.927511259521573,22.802653816271963
211,MN-01,Brad Finstad,(R),172285,208058,388718,44.3,53.5,137508,186985,357115,324493,42.37626081302216,57.62373918697784,-8.73702811769072,380343,45.29727114735909,54.7027288526409,-6.97256377684738
212,MN-02,Angie Craig,(D),221003,190819,420650,52.5,45.4,165768,169685,368772,335453,49.416162621887416,50.583837378112584,-1.6971263088254602,411822,53.66469008455109,46.33530991544891,1.394855160344619
213,MN-03,Dean Phillips,(D),258543,167402,434448,59.5,38.5,197818,155180,387267,352998,56.03941098816424,43.96058901183576,4.926122057451366,425945,60.69868175468663,39.30131824531336,8.428846830480161
214,MN-04,Betty McCollum,(D),268967,119722,396499,67.8,30.2,221276,108507,361958,329783,67.09745499313185,32.90254500686815,15.984166062418971,388689,69.19851089174122,30.80148910825879,16.92867596753475
215,MN-05,Ilhan Omar,(D),319407,69135,396493,80.6,17.4,266202,65575,363290,331777,80.23521823393423,19.764781766065763,29.121929303221357,388542,82.20655682011211,17.793443179887888,29.93672189590564
216,MN-06,Tom Emmer,(R),165862,238872,413782,40.1,57.7,122297,207900,361787,330197,37.03758665281635,62.962413347183656,-14.075702277896525,404734,40.98049583183029,59.01950416816971,-11.289339092376181
217,MN-07,Michelle Fischbach,(R),128550,260007,395801,32.5,65.7,106539,230288,364232,336827,31.63018404106559,68.36981595893441,-19.483104889647286,388557,33.08394907310897,66.91605092689103,-19.185885851097503
218,MN-08,Pete Stauber,(R),182461,230050,420814,43.4,54.7,150308,198831,380392,349139,43.05104843629615,56.94895156370385,-8.062240494416727,412511,44.23179018256483,55.768209817435164,-8.038044741641642
219,MO-01,Cori Bush,(D),278269,71037,355000,78.4,20.0,262735,73222,350919,335957,78.20494884762039,21.795051152379617,27.09165991690751,349306,79.66338969270497,20.336610307295036,27.393554768498497
220,MO-02,Ann Wagner,(R),198823,232845,438960,45.3,53.0,158720,225231,403950,383951,41.338608311998144,58.66139168800185,-9.774680618714733,431668,46.05923997145955,53.94076002854046,-6.2105949527469235
221,MO-03,Blaine Luetkemeyer,(R),142584,247108,397210,35.9,62.2,117882,231516,368332,349398,33.73860182370821,66.26139817629179,-17.374687107004668,389692,36.588895845950134,63.411104154049866,-15.680939078256337
222,MO-04,Mark Alford,(R),109920,257315,374598,29.3,68.7,89546,229813,336769,319359,28.039291205195404,71.96070879480459,-23.073997725517472,367235,29.931787547483218,70.06821245251678,-22.338047376723253
223,MO-05,Emanuel Cleaver,(D),217895,125686,350584,62.2,35.9,183997,118741,320101,302738,60.777636107789576,39.222363892210424,9.6643471770767,343581,63.41881535940579,36.58118464059421,11.14898043519932
224,MO-06,Sam Graves,(R),115548,255727,377863,30.6,67.7,98150,231163,347070,329313,29.80447173357869,70.1955282664213,-21.308817197134186,371275,31.121944650191907,68.8780553498081,-21.147890274014564
225,MO-07,Eric Burlison,(R),103423,254241,364374,28.4,69.8,82189,232326,330930,314515,26.131980986598414,73.8680190134016,-24.981307944114462,357664,28.916245414690884,71.08375458530912,-23.353589509515587
226,MO-08,Jason Smith,(R),86552,274779,366570,23.6,75.0,77849,252499,343378,330348,23.56575490089239,76.43424509910761,-27.547534029820486,361331,23.953660217363026,76.04633978263698,-28.316174706843444
227,MS-01,Trent Kelly,(R),111535,217291,333728,33.4,65.1,96616,198299,301502,294915,32.76062594306835,67.23937405693165,-18.35266298764453,328826,33.9191548113592,66.08084518864081,-18.35068011284727
228,MS-02,Bennie Thompson,(D),208159,121206,333247,62.5,36.4,201803,117922,324055,319725,63.11767925561029,36.88232074438971,12.004390324897415,329365,63.20009715664992,36.79990284335008,10.930262232443447
229,MS-03,Michael Guest,(R),128386,212321,345011,37.2,61.5,111864,199550,317517,311414,35.92131374954241,64.0786862504576,-15.191975181170463,340707,37.68223136008359,62.3177686399164,-14.58760356412288
230,MS-04,Mike Ezell,(R),91318,205946,301772,30.3,68.2,74848,184943,266283,259791,28.81085180010085,71.18914819989915,-22.302437130612027,297264,30.719495128908985,69.28050487109103,-21.550339795297486
