,district,incumbent,party,dem_20,rep_20,tot_20,dem_pct_20,rep_pct_20,dem_16,rep_16,tot_16,dem_pct_16,rep_pct_16,dem_12,rep_12,tot_12,dem_pct_12,rep_pct_12,2p_tot_20,dem_2p_20,rep_2p_20,2p_tot_16,dem_2p_16,rep_2p_16,2p_tot_12,dem_2p_12,rep_2p_12,lean_16,lean_20,lean_12
177,LA-04,Mike Johnson,(R),121500,201823,328304,37.0,61.5,116599,192977,318462,36.6,60.6,128612,191416,324250,39.7,59.0,323323,37.578520550656776,62.42147944934323,309576,37.664095407912754,62.335904592087246,320028,40.187733573312336,59.812266426687664,-13.449193522800122,-14.691314373549694,-11.776128678697425
178,LA-05,Julia Letlow,(R),113682,215064,333589,34.1,64.5,110259,205258,323409,34.1,63.5,124102,201058,329531,37.7,61.0,328746,34.5804967969192,65.4195032030808,315517,34.9455021441,65.0544978559,325160,38.166441136671175,61.83355886332882,-16.16778678661288,-17.68933812728727,-13.797421115338587
179,LA-06,Garret Graves,(R),134547,249652,391463,34.4,63.8,110395,230700,355951,31.0,64.8,110416,228528,345482,32.0,66.1,384199,35.020132795764695,64.9798672042353,341095,32.3648836834313,67.6351163165687,338944,32.57647280966767,67.42352719033232,-18.748405247281575,-17.249702128441776,-19.38738944234209
180,MA-01,Richard Neal,(D),224939,135655,367953,61.1,36.9,194036,123953,339326,57.2,36.5,213423,114339,333678,64.0,34.3,360594,62.38012834378831,37.61987165621169,317989,61.019720807952474,38.980279192047526,327762,65.11523605543047,34.884763944569535,9.906431877239598,10.110293419581836,13.15137380342071
181,MA-02,Jim McGovern,(D),240547,140377,389490,61.8,36.0,197492,129437,351423,56.2,36.8,199549,133195,339921,58.7,39.2,380924,63.14829204775756,36.85170795224244,326929,60.40822319219158,39.59177680780842,332744,59.97072824754165,40.02927175245834,9.294934261478701,10.878457123551087,8.00686599553189
182,MA-03,Lori Trahan,(D),243303,132757,383965,63.4,34.6,202952,123347,348563,58.2,35.4,189461,137869,332925,56.9,41.4,376060,64.69792054459394,35.30207945540605,326299,62.19816793799552,37.80183206200448,327330,57.88073198301409,42.11926801698592,11.084879007282645,12.42808562038747,5.916869731004326
183,MA-04,Jake Auchincloss,(D),276820,144654,429320,64.5,33.7,225976,133705,381767,59.2,35.0,211895,152845,370160,57.2,41.3,421474,65.6790217190147,34.3209782809853,359681,62.82678262126717,37.17321737873282,364740,58.09480725996601,41.905192740033996,11.713493690554294,13.409186794808228,6.1309450079562495
184,MA-05,Katherine Clark,(D),304072,97562,408381,74.5,23.9,258908,95922,373498,69.3,25.7,235984,119934,362013,65.2,33.1,401634,75.70872983860927,24.291270161390717,354830,72.96677282078741,27.03322717921258,355918,66.30291246860232,33.69708753139768,21.853483890074536,23.438894914402802,14.339050216592554
185,MA-06,Seth Moulton,(D),279782,159252,446903,62.6,35.6,224858,153244,401046,56.1,38.2,212003,169966,387259,54.7,43.9,439034,63.72672731496877,36.27327268503123,378102,59.47019587307128,40.52980412692872,381969,55.50267168278054,44.497328317219456,8.356906942358407,11.456892390762299,3.538809430770776
186,MA-07,Ayanna Pressley,(D),276091,43074,323587,85.3,13.3,254037,36018,301939,84.1,11.9,233382,44275,283031,82.5,15.6,319165,86.50415929064904,13.495840709350961,290055,87.58235507059005,12.417644929409938,277657,84.05406670820472,15.945933291795273,36.46906613987718,34.23432436644257,32.090204456194954
187,MA-08,Stephen Lynch,(D),283426,137738,428337,66.2,32.2,231356,131624,382917,60.4,34.4,213364,150825,369239,57.8,40.8,421164,67.29587524099875,32.704124759001246,362980,63.73794699432476,36.26205300567524,364189,58.586063829495124,41.413936170504876,12.624658063611882,15.026040316792283,6.622201577485363
188,MA-09,Bill Keating,(D),253222,176133,437139,57.9,40.3,205581,163643,391289,52.5,41.8,212701,165212,382989,55.5,43.1,429355,58.9773031640484,41.0226968359516,369224,55.67920828548524,44.32079171451477,377913,56.283059857692116,43.716940142307884,4.565919354772362,6.70746823984193,4.319197605682355
189,MD-01,Andy Harris,(R),157430,236906,402745,39.1,58.8,122338,226963,366231,33.4,62.0,134072,214704,355614,37.7,60.4,394336,39.92280694636046,60.07719305363953,349301,35.02366154119227,64.97633845880773,348776,38.44071839805491,61.559281601945095,-16.089627389520608,-12.347027977846011,-13.52314385395485
190,MD-02,Dutch Ruppersberger,(D),225433,110901,342575,65.8,32.4,189471,112551,315467,60.1,35.7,195114,108261,309437,63.1,35.0,336334,67.02652720212646,32.97347279787354,302022,62.73417168285754,37.26582831714246,303375,64.31446229913473,35.68553770086527,11.620882752144666,14.756692277919988,12.35060004712497
191,MD-03,John Sarbanes,(D),263027,112328,382649,68.7,29.4,215542,110772,343410,62.8,32.3,203772,124541,335690,60.7,37.1,375355,70.07419642738208,29.92580357261792,326314,66.05355577756394,33.94644422243606,328313,62.06638177592724,37.93361822407276,14.940266846851067,17.804361503175606,10.10251952391748
192,MD-04,Anthony Brown,(D),286724,69533,362454,79.1,19.2,250929,64074,325081,77.2,19.7,255707,68196,327230,78.1,20.8,356257,80.48234841701355,19.51765158298644,315003,79.65924134055867,20.340758659441338,323903,78.94554851298074,21.054451487019264,28.54595240984579,28.212513492807084,26.981686260970974
193,MD-05,Steny Hoyer,(D),276896,119771,403689,68.6,29.7,233109,116816,363617,64.1,32.1,234908,115052,355303,66.1,32.4,396667,69.80565562549947,30.194344374500524,349925,66.61684646710009,33.383153532899904,349960,67.12424277060235,32.87575722939764,15.503557536387213,17.535820701292998,15.16038051859259
194,MD-06,David Trone,(D),227214,140735,375037,60.6,37.5,186289,135683,337138,55.3,40.2,178613,138675,323675,55.2,42.8,367949,61.75149273404739,38.24850726595262,321972,57.85875790441405,42.14124209558595,317288,56.29365119386803,43.70634880613197,6.745468973701172,9.481657809840918,4.3297889418582685
195,MD-07,Kweisi Mfume,(D),261237,66703,333295,78.4,20.0,243433,64926,321292,75.8,20.2,256965,75289,337313,76.2,22.3,327940,79.65999878026469,20.340001219735317,308359,78.94467163273976,21.05532836726024,332254,77.33992668259825,22.660073317401746,27.83138270202688,27.390163856058216,25.376064430588485
196,MD-08,Jamie Raskin,(D),287062,119537,414164,69.3,28.9,236817,111385,364411,65.0,30.6,218691,127151,352756,62.0,36.0,406599,70.60076389759935,29.399236102400643,348202,68.0113841965296,31.9886158034704,345842,63.234367138751225,36.765632861248775,16.89809526581673,18.33092897339288,11.270504886741463
197,ME-01,Chellie Pingree,(D),266376,164045,443067,60.1,37.0,212773,154425,393343,54.1,39.3,223103,142993,374522,59.6,38.2,430421,61.887314977661404,38.112685022338596,367198,57.94503238035066,42.05496761964935,366096,60.941119269262714,39.05888073073729,6.831743449637784,9.617480053454933,8.977257017252953
198,ME-02,Jared Golden,(D),168696,196692,376307,44.8,52.3,144962,181168,352341,41.1,51.4,178203,149283,336531,53.0,44.4,365388,46.169003908174325,53.830996091825675,326130,44.449146046055255,55.550853953944745,327486,54.41545592788699,45.58454407211301,-6.664142884657622,-6.100831016032146,2.451593675877227
199,MI-01,Jack Bergman,(R),171402,244455,422411,40.6,57.9,133237,210822,364131,36.6,57.9,160199,189406,353694,45.3,53.6,415857,41.21657204279356,58.78342795720645,344059,38.725044251131344,61.274955748868656,349605,45.82285722458203,54.17714277541798,-12.388244679581533,-11.053262881412913,-6.141005027427731
200,MI-02,Bill Huizenga,(R),177044,225408,409870,43.2,55.0,132462,193198,346505,38.2,55.8,142080,184755,329985,43.1,56.0,402452,43.99133312792581,56.00866687207419,325660,40.674937050912,59.325062949088,326835,43.471476433062556,56.52852356693745,-10.438351879800877,-8.278501796280658,-8.492385818947206
201,MI-03,Peter Meijer,(R),194575,207762,410219,47.4,50.6,147330,180344,349490,42.2,51.6,153069,177742,334438,45.8,53.1,402337,48.36119969080646,51.638800309193535,327674,44.96237113716682,55.037628862833174,330811,46.27083138106048,53.72916861893952,-6.150917793546057,-3.9086352334000125,-5.693030870949279
202,MI-04,John Moolenaar,(R),141708,234124,382259,37.1,61.2,113817,195302,328240,34.7,59.5,146088,171864,321415,45.5,53.5,375832,37.70514485195513,62.29485514804487,309119,36.81980078869303,63.18019921130698,317952,45.94655797101449,54.05344202898551,-14.293488142019847,-14.564690072251338,-6.017304280995269
203,MI-05,Dan Kildee,(D),189227,173212,367855,51.4,47.1,162962,148972,327573,49.7,45.5,205800,129903,338966,60.7,38.3,362439,52.20933729537936,47.79066270462064,311934,52.24246154635276,47.75753845364725,335703,61.30418852378442,38.69581147621559,1.129172615639881,-0.06049762882710752,9.340326271774657
204,MI-06,Fred Upton,(R),180142,197508,384755,46.8,51.3,142305,170314,331986,42.9,51.3,158950,163309,325500,48.8,50.2,377650,47.70078114656428,52.299218853435725,312619,45.52026588275185,54.47973411724815,322259,49.3236806419681,50.6763193580319,-5.593023047961026,-4.569053777642189,-2.640181610041658
205,MI-07,Tim Walberg,(R),163293,224274,394301,41.4,56.9,131566,189655,340358,38.7,55.7,159012,169268,331820,47.9,51.0,387567,42.132844127596,57.867155872404,321221,40.958094271545136,59.04190572845487,328280,48.4379188497624,51.5620811502376,-10.15519465916774,-10.136990796610469,-3.525943402247364
206,MI-08,Elissa Slotkin,(D),212085,215649,434738,48.8,49.6,164436,189891,374968,43.9,50.6,172131,183512,358795,48.0,51.1,427734,49.58338593611918,50.41661406388083,354327,46.407979070180936,53.592020929819064,355643,48.399940389660415,51.60005961033958,-4.705309860531941,-2.6864489880872924,-3.5639218623493463
207,MI-09,Andy Levin,(D),229258,175081,410103,55.9,42.7,183085,155597,355751,51.5,43.7,199625,146185,349021,57.2,41.9,404339,56.699452686978006,43.300547313021994,338682,54.05808398438653,45.941916015613465,345810,57.72678638558746,42.27321361441254,2.9447950536736514,4.429617762771535,5.762924133577698
208,MI-10,Lisa McClain,(R),146887,273877,426468,34.4,64.2,113065,228171,357785,31.6,63.8,148429,187653,339318,43.7,55.3,420764,34.90959302601934,65.09040697398066,341236,33.13396007455251,66.8660399254475,336082,44.1645193732482,55.83548062675181,-17.979328856160365,-17.360241898187134,-7.799342878761564
209,MI-11,Haley Stevens,(D),237696,216799,460743,51.6,47.1,177143,194245,390926,45.3,49.7,178768,199308,380884,46.9,52.3,454495,52.29892518069506,47.70107481930494,371388,47.69755619459971,52.30244380540028,378076,47.283614934563424,52.716385065436576,-3.4157327361131635,0.029090256488586874,-4.680247317446337
210,MI-12,Debbie Dingell,(D),251770,134892,392079,64.2,34.4,205939,116741,338523,60.8,34.5,217492,107675,328498,66.2,32.8,386662,65.1137168896866,34.8862831103134,322680,63.82143299863642,36.17856700136358,325167,66.88624614428893,33.11375385571107,12.708144067923541,12.84388196548013,14.922383892279171
211,MI-13,Rashida Tlaib,(D),229535,58162,291132,78.8,20.0,209105,48111,265343,78.8,18.1,249656,41881,293164,85.2,14.3,287697,79.78359176494715,20.216408235052853,257216,81.29548706145808,18.704512938541924,291537,85.63441347067439,14.365586529325608,30.1821981307452,27.513756840740676,33.67055121866463
212,MI-14,Brenda Lawrence,(D),276847,68031,348045,79.5,19.5,252387,58179,318751,79.2,18.3,273270,62794,337491,81.0,18.6,344878,80.27389395670353,19.726106043296472,310566,81.2667838720272,18.7332161279728,336064,81.31486859645781,18.685131403542183,30.153494941314328,28.00405903249706,29.351006344448052
213,MN-01,Brad Finstad,(R),164139,202121,374203,43.9,54.0,130831,181647,340831,38.4,53.3,170377,165720,343764,49.6,48.2,366260,44.81488560039316,55.18511439960684,312478,41.868867568276805,58.131132431723195,336097,50.69280594590252,49.30719405409747,-9.244421362436071,-7.4549493238133095,-1.2710563061072406
214,MN-02,Angie Craig,(D),226589,197005,432792,52.4,45.5,171287,175807,377887,45.3,46.5,184802,184576,376586,49.1,49.0,423594,53.4920230220447,46.50797697795531,347094,49.34887955424179,50.65112044575821,369378,50.030591968119374,49.96940803188062,-1.764409376471086,1.2221880978382273,-1.933270283890387
215,MN-03,Dean Phillips,(D),265552,178221,452512,58.7,39.4,201833,164259,397008,50.8,41.4,199093,195802,401332,49.6,48.8,443773,59.839602679748424,40.16039732025157,366092,55.131770156135616,44.868229843864384,394895,50.41669304498664,49.583306955013356,4.0184812254227396,7.569767755541953,-1.5471692070231242
216,MN-04,Betty McCollum,(D),273197,123295,404458,67.5,30.5,223803,111163,363650,61.5,30.6,231511,131521,370514,62.5,35.5,396492,68.90353399311965,31.09646600688034,334966,66.81364675817845,33.18635324182156,363032,63.77151325502985,36.22848674497014,15.700357827465574,16.63369906891318,11.80765100302009
217,MN-05,Ilhan Omar,(D),328766,72323,409330,80.3,17.7,273402,68535,370869,73.7,18.5,274635,89643,373638,73.5,24.0,401089,81.96834119110721,18.03165880889279,341937,79.95683415365988,20.043165846340116,364278,75.39159652792648,24.608403472073526,28.843545222947007,29.698506266900743,23.42773427591672
218,MN-06,Tom Emmer,(R),165370,251056,425737,38.8,59.0,123329,218546,370947,33.2,58.9,151238,205652,364072,41.5,56.5,416426,39.711737499579755,60.288262500420245,341875,36.07429616087751,63.925703839122484,356890,42.37664266300541,57.623357336994594,-15.038992769835367,-12.558097424626716,-9.587219589004349
219,MN-07,Michelle Fischbach,(R),126528,234753,368161,34.4,63.8,104566,208215,337005,31.0,61.8,147750,180334,334777,44.1,53.9,361281,35.02204655102261,64.97795344897739,312781,33.43105879193429,66.56894120806571,328084,45.03419855890564,54.96580144109436,-17.682230138778586,-17.24778837318386,-6.929663693104118
220,MN-08,Pete Stauber,(R),166936,225291,400013,41.7,56.3,138665,194779,359353,38.6,54.2,186761,166977,361237,51.7,46.2,392227,42.56106795299661,57.43893204700339,333444,41.585693549741485,58.414306450258515,353738,52.79641994922796,47.20358005077204,-9.527595380971391,-9.708766971209862,0.8325576972181992
221,MO-01,Cori Bush,(D),257909,58280,321328,80.3,18.1,246107,60136,319606,77.0,18.8,280194,66286,350829,79.9,18.9,316189,81.56798623608032,18.43201376391968,306243,80.36330626332683,19.636693736673163,346480,80.86873701223736,19.131262987762643,29.250017332613957,29.298151311873845,28.9048747602276
222,MO-02,Ann Wagner,(R),222349,222464,452325,49.2,49.2,177647,220842,420072,42.3,52.6,170727,235428,411992,41.4,57.1,444813,49.987073219532704,50.012926780467296,398489,44.58015152237578,55.41984847762422,406155,42.03493740074602,57.96506259925398,-6.533137408337097,-2.282761704673767,-9.928924851263744
223,MO-03,Blaine Luetkemeyer,(R),130857,279373,417914,31.3,66.8,106365,254183,378846,28.1,67.1,127443,219156,353496,36.1,62.0,410230,31.898447212539306,68.10155278746069,360548,29.500926367640368,70.49907363235963,346599,36.76958098551929,63.23041901448071,-21.61236256307251,-20.371387711667165,-15.19428126649047
224,MO-04,Vicky Hartzler,(R),117975,243844,369447,31.9,66.0,99844,222162,340290,29.3,65.3,119908,201672,329292,36.4,61.2,361819,32.60608204654814,67.39391795345186,322006,31.00687564827985,68.99312435172016,321580,37.287144722930535,62.712855277069465,-20.106413282433028,-19.663752877658332,-14.676717529079227
225,MO-05,Emanuel Cleaver,(D),208696,141661,357416,58.4,39.6,177772,133458,328803,54.1,40.6,199298,133185,338346,58.9,39.4,350357,59.566670567449776,40.433329432550224,311230,57.11917231629342,42.880827683706585,332483,59.94231284005498,40.05768715994502,6.005883385580546,7.2968356432433055,7.97845058804522
226,MO-06,Sam Graves,(R),137268,248374,392499,35.0,63.3,112056,223375,354014,31.7,63.1,129610,205283,341953,37.9,60.0,385642,35.59467070495433,64.40532929504566,335431,33.40657243963736,66.59342756036264,334893,38.70191374558441,61.29808625441559,-17.706716491075518,-16.67516421925214,-13.261948506425348
227,MO-07,Billy Long,(R),105855,263623,376465,28.1,70.0,84419,240690,342069,24.7,70.4,98916,220216,325978,30.3,67.6,369478,28.64987901850719,71.35012098149281,325109,25.966368202664334,74.03363179733566,319132,30.995324818570374,69.00467518142963,-25.146920728048542,-23.619955905699282,-20.968537433439387
228,MO-08,Jason Smith,(R),72104,261118,337764,21.3,77.3,66858,239666,317749,21.0,75.4,97700,201214,305437,32.0,65.9,333222,21.63842723469639,78.3615727653036,306524,21.81166890683927,78.18833109316074,298914,32.684986317134694,67.31501368286531,-29.301620023873607,-30.63140768951008,-19.278875934875067
229,MS-01,Trent Kelly,(R),115883,222359,343231,33.8,64.8,100770,203144,310622,32.4,65.4,118438,197984,319986,37.0,61.9,338242,34.26038162026005,65.73961837973995,303914,33.15740637153932,66.84259362846068,316422,37.430393588309286,62.569606411690714,-17.95588255917356,-18.009453303946422,-14.533468663700475
230,MS-02,Bennie Thompson,(D),191329,105700,300527,63.7,35.2,185208,102392,291427,63.6,35.1,219416,109228,330543,66.4,33.0,297029,64.4142491137229,35.5857508862771,287600,64.39777468706536,35.602225312934635,328644,66.76403646498947,33.23596353501053,13.284485756352488,12.144414189516432,14.800174212979712
231,MS-03,Michael Guest,(R),135455,210649,350527,38.6,60.1,119108,198527,323853,36.8,61.3,132968,204180,340146,39.1,60.0,346104,39.13708018399094,60.86291981600907,317635,37.49838651282132,62.50161348717867,337148,39.43905940417858,60.56094059582142,-13.614902417891557,-13.132754740215532,-12.524802847831182
232,MS-04,Steven Palazzo,(R),96731,218056,319474,30.3,68.3,80045,196652,283455,28.2,69.4,92127,199354,294909,31.2,67.6,314787,30.72903264747274,69.27096735252726,276697,28.928756003859817,71.07124399614018,291481,31.60651980746601,68.393480192534,-22.18453292685306,-21.540802276733732,-20.35734244454375
233,MT-AL,Matt Rosendale,(R),244786,343602,603640,40.6,56.9,177709,279240,494526,35.9,56.5,201839,267928,483932,41.7,55.4,588388,41.6028199079519,58.3971800920481,456949,38.89033568297556,61.10966431702444,469767,42.96576813611854,57.03423186388146,-12.222953247737316,-10.667015016254574,-8.99809411589122
234,NC-01,G.K. Butterfield,(D),190053,159622,352657,53.9,45.3,180142,143407,329121,54.7,43.6,194104,144282,340193,57.1,42.4,349675,54.35132623150067,45.64867376849932,323549,55.67688356323154,44.323116436768466,338386,57.36171118190468,42.63828881809531,4.563594632518665,2.0814913072942005,5.39784892989492
235,NC-02,Deborah Ross,(D),323249,171017,502490,64.3,34.0,252108,149941,418019,60.3,35.9,224423,164436,394055,57.0,41.7,494266,65.39980496331934,34.60019503668065,402049,62.705789592810824,37.29421040718917,388859,57.71320710077432,42.28679289922568,11.592500662097947,13.12997003911287,5.749344848764558
236,NC-03,Greg Murphy,(R),140561,226991,372685,37.7,60.9,117240,195940,321334,36.5,61.0,126488,182972,312255,40.5,58.6,367552,38.242479975622494,61.7575200243775,313180,37.435340698639756,62.56465930136024,309460,40.87378013313514,59.12621986686486,-13.67794823207312,-14.027354948583977,-11.09008211887462
237,NC-04,David Price,(D),332604,160810,499753,66.6,32.2,275443,134966,422614,65.2,31.9,249959,141300,395381,63.2,35.7,493414,67.4087074951258,32.591292504874204,410409,67.1142689365974,32.88573106340261,391259,63.885814767200245,36.114185232799755,16.00098000588452,15.138872570919325,11.921952515190483
238,NC-05,Virginia Foxx,(R),124653,265676,394438,31.6,67.4,102335,226881,337867,30.3,67.2,114572,203086,321643,35.6,63.1,390329,31.93536734395856,68.06463265604144,329216,31.08445519051322,68.91554480948679,317658,36.06772063036347,63.932279369636525,-20.028833740199655,-20.33446758024791,-15.896141621646294
239,NC-06,Kathy Manning,(D),257257,155401,417805,61.6,37.2,221638,141432,373410,59.4,37.9,217607,151647,372370,58.4,40.7,412658,62.34145466706086,37.65854533293914,363070,61.04552841049935,38.95447158950065,369254,58.93152139177909,41.0684786082209,9.932239479786475,10.071619742854388,6.9676591397693315
240,NC-07,David Rouzer,(R),187839,267880,461296,40.7,58.1,145155,219949,375134,38.7,58.6,145112,198308,346741,41.9,57.2,455719,41.21816294690369,58.78183705309632,365104,39.757165081730136,60.242834918269864,343420,42.254964766175526,57.745035233824474,-11.35612384898274,-11.051671977302782,-9.708897485834235
241,NC-08,Richard Hudson,(R),177877,202789,385986,46.1,52.5,140991,170137,319786,44.1,53.2,145475,159270,307506,47.3,51.8,380666,46.72784015383565,53.27215984616436,311128,45.31607569874778,54.68392430125222,304745,47.736632266321024,52.263367733678976,-5.797213231965095,-5.54199477037082,-4.227229985688737
242,NC-09,Dan Bishop,(R),187002,219264,410978,45.5,53.4,148871,184988,344215,43.2,53.7,147364,183150,333391,44.2,54.9,406266,46.029448686328664,53.970551313671336,333859,44.590980024501356,55.409019975498644,330514,44.58631101859528,55.41368898140472,-6.522308906211521,-6.240386237877807,-7.377551233414479
243,NC-10,Patrick McHenry,(R),131228,284457,420394,31.2,67.7,104388,239664,353225,29.6,67.9,114769,218573,336915,34.1,64.9,415685,31.56909679204205,68.43090320795795,344052,30.340762442886543,69.65923755711346,333342,34.42980482507455,65.57019517492544,-20.772526487826333,-20.70073813216442,-17.534057426935213
244,NC-11,Madison Cawthorn,(R),196934,251903,454792,43.3,55.4,154019,220622,385804,39.9,57.2,156429,198755,359934,43.5,55.2,448837,43.87650750717967,56.12349249282034,374641,41.111090350495544,58.88890964950446,355184,44.04167980539664,55.95832019460336,-10.002198580217332,-8.393327417026804,-7.922182446613121
245,NC-12,Alma Adams,(D),308124,125328,439717,70.1,28.5,242594,106179,360338,67.3,29.5,229471,112532,344967,66.5,32.6,433452,71.08607181418012,28.91392818581988,348773,69.55641635103635,30.443583648963653,342003,67.09619506261642,32.90380493738359,18.44312742032347,18.816236889973645,15.132332810606655
246,NC-13,Ted Budd,(R),126861,267639,399010,31.8,67.1,104386,228548,341231,30.6,67.0,112619,212085,327949,34.3,64.7,394500,32.1574144486692,67.8425855513308,332934,31.35336132686959,68.64663867313041,324704,34.683588745442,65.31641125455799,-19.759927603843288,-20.11242047553727,-17.28027350656776
247,ND-AL,Kelly Armstrong,(R),114902,235595,359890,31.9,65.5,93758,216794,337963,27.7,64.1,124827,188163,320767,38.9,58.7,350497,32.78259157710337,67.21740842289663,310552,30.190757103480255,69.80924289651973,312990,39.88210485958018,60.11789514041982,-20.92253182723262,-19.487243347103103,-12.08175739242958
248,NE-01,Mike Flood,(R),132261,180290,320046,41.3,56.3,100030,158629,276046,36.2,57.5,107994,152122,264718,40.8,57.5,312551,42.31661392860685,57.68338607139315,258659,38.672537974708014,61.32746202529199,260116,41.517630595580435,58.482369404419565,-12.440750956004862,-9.953220995599622,-10.446231656429326
249,NE-02,Don Bacon,(R),176468,154377,337754,52.2,45.7,131102,137506,285211,46.0,48.2,121971,140880,266720,45.7,52.8,330845,53.33857244328916,46.66142755671084,268608,48.80792828210627,51.19207171789374,262851,46.40309528972688,53.59690471027312,-2.3053606486066087,1.0687375190826884,-5.560766962282884
250,NE-03,Adrian Smith,(R),65854,222179,293912,22.4,75.6,53362,199826,266918,20.0,74.9,72116,182062,259224,27.8,70.2,288033,22.863352463085825,77.13664753691417,253188,21.07603835884797,78.92396164115203,254178,28.372243073751463,71.62775692624854,-30.037250571864906,-29.406482461120646,-23.5916191782583
251,NH-01,Chris Pappas,(D),213662,188999,409239,52.2,46.2,173344,179259,371973,46.6,48.2,179148,173419,356812,50.2,48.6,402661,53.062501707391576,46.93749829260842,352603,49.16123799287016,50.83876200712984,352567,50.81246968661276,49.18753031338724,-1.9520509378427136,0.7926667831851049,-1.1513925653970034
252,NH-02,Annie Kuster,(D),211275,176661,394594,53.5,44.8,175182,166531,360294,48.6,46.2,190413,156499,351587,54.2,44.5,387936,54.46130289532294,45.53869710467706,341713,51.26582834132737,48.73417165867263,346912,54.887983119638406,45.11201688036159,0.1525394106144944,2.1914679711164666,2.9241208676286448
253,NJ-01,Donald Norcross,(D),242214,142822,390213,62.1,36.6,199386,118880,329188,60.6,36.1,212236,110377,326134,65.1,33.8,385036,62.90684507422682,37.09315492577318,318266,62.64759666442535,37.35240333557465,322613,65.78656160787074,34.21343839212927,11.534307733712474,10.637010150020352,13.822699355860976
254,NJ-02,Jeff Van Drew,(R),183250,194366,382685,47.9,50.8,147656,162486,321004,46.0,50.6,166906,141479,311778,53.5,45.4,377616,48.5281344010847,51.4718655989153,310142,47.609159675245536,52.390840324754464,308385,54.122606482157046,45.877393517842954,-3.5041292554673404,-3.7417005231217715,2.158744230147285
255,NJ-03,Andy Kim,(D),217222,218016,441362,49.2,49.4,165090,187703,365240,45.2,51.4,179028,163203,345812,51.8,47.2,435238,49.90878553802747,50.091214461972534,352793,46.79514616219709,53.2048538378029,342231,52.31203485365148,47.68796514634852,-4.318142768515784,-2.3610493861789976,0.34817260164172126
256,NJ-04,Chris Smith,(R),191273,236896,433563,44.1,54.6,146191,198859,356583,41.0,55.8,148622,180439,332612,44.7,54.2,428169,44.67231396948401,55.32768603051599,345050,42.368062599623244,57.631937400376756,329061,45.16548603450424,54.83451396549576,-8.745226331089633,-7.597520954722462,-6.7983762175055205
257,NJ-05,Josh Gottheimer,(D),224937,202419,433296,51.9,46.7,173963,178058,364545,47.7,48.8,162305,172486,338580,47.9,50.9,427356,52.634571645185744,47.365428354814256,352021,49.41835856383568,50.58164143616432,334791,48.47949915021611,51.52050084978389,-1.6949303668771947,0.36473672097927334,-3.4843631017936545
258,NJ-06,Frank Pallone,(D),191464,138919,334578,57.2,41.5,162857,117679,289648,56.2,40.6,163391,99466,265918,61.4,37.4,330383,57.952134341052655,42.047865658947345,280536,58.05208600678701,41.94791399321299,262857,62.159653347637686,37.840346652362314,6.938797076074131,5.682299416846185,10.195791095627925
259,NJ-07,Tom Malinowski,(D),239105,195248,441160,54.2,44.3,180530,176386,371592,48.6,47.5,157635,178521,340175,46.3,52.5,434353,55.04854346579856,44.95145653420145,356916,50.580528751863184,49.419471248136816,336156,46.89340663263485,53.10659336736515,-0.5327601788496921,2.7787085415920885,-5.070455619374911
260,NJ-08,Albio Sires,(D),182963,69207,254802,71.8,27.2,173834,49336,229736,75.7,21.5,162232,43032,207307,78.3,20.8,252170,72.55541896339771,27.444581036602294,223170,77.89308598826007,22.106914011739928,205264,79.03577831475563,20.964221685244368,26.779797057547192,20.285584039191242,27.07191606274587
261,NJ-09,Bill Pascrell,(D),200019,118376,321623,62.2,36.8,177954,91696,276738,64.3,33.1,173082,77951,253218,68.4,30.8,318395,62.82102419950062,37.17897580049938,269650,65.99443723345077,34.00556276654923,251033,68.94790724725435,31.05209275274565,14.881148302737891,10.55118927529415,16.984044995244588
262,NJ-10,Donald Payne,(D),254725,45311,302548,84.2,15.0,233822,35111,274410,85.2,12.8,239483,31379,272407,87.9,11.5,300036,84.89814555586663,15.10185444413337,268933,86.94433185960816,13.055668140391843,270862,88.41513390582658,11.584866094173417,35.83104292889528,32.62831063166016,36.45127165381682
263,NJ-11,Mikie Sherrill,(D),237986,208017,451995,52.7,46.0,182334,185696,380595,47.9,48.8,163493,183775,350909,46.6,52.4,446003,53.359730764142846,46.640269235857154,368030,49.5432437573024,50.45675624269761,347268,47.07977700220003,52.92022299779997,-1.5700451734104774,1.089895839936375,-4.884085249809729
264,NJ-12,Bonnie Watson Coleman,(D),243177,113677,361527,67.3,31.4,204661,100043,314766,65.0,31.8,198197,96642,298083,66.5,32.4,356854,68.14467541347442,31.85532458652558,304704,67.16715238395295,32.83284761604705,294839,67.22211105043769,32.7778889495623,16.053863453240076,15.874840489267946,15.258248798427928
265,NM-01,Melanie Stansbury,(D),197294,122685,327717,60.2,37.4,147250,100132,285170,51.6,35.1,155915,111749,282195,55.3,39.6,319979,61.65842133390004,38.34157866609996,247382,59.52332829389365,40.476671706106345,267664,58.250268993962585,41.74973100603742,8.410039363180772,9.388586409693566,6.286406741952824
266,NM-02,Yvette Herrell,(R),116535,148608,270577,43.1,54.9,93363,117212,234096,39.9,50.1,103438,119168,230391,44.9,51.7,265143,43.95175433633926,56.048245663660744,210575,44.337172028968304,55.6628279710317,222606,46.46685174703287,53.53314825296712,-6.776116901744572,-8.318080587867207,-5.497010504976892
