year,state,state_po,special,district,dem,rep,totalvotes,dem_cand,rep_cand,dem_inc,rep_inc,dem_funds,rep_funds,2party_votes,dem_pct_2p,rep_pct_2p,dem_tot_funds,rep_tot_funds,tot_funds,dem_funds_2p_pct,rep_funds_2p_pct
68,2014,California,CA,False,48,62713.0,112082.0,174795,Suzanne Joyce Savary,Dana Rohracher,False,True,77268.06,766060.59,174795.0,35.87802854772734,64.12197145227266,77268.06,766060.59,843328.6499999999,9.162271434748483,90.83772856525152
69,2014,California,CA,False,49,64981.0,98161.0,163142,Dave Peiser,Darrell E Issa,False,True,77270.32,1859631.76,163142.0,39.830944821076116,60.169055178923884,77270.32,1859631.76,1936902.08,3.989376685474983,96.010623314525
70,2014,California,CA,False,50,45302.0,111997.0,157299,James H Kimber,Duncan Hunter,False,True,33498.17,410667.03,157299.0,28.7999287980216,71.2000712019784,33498.17,410667.03,444165.2,7.541826779765726,92.45817322023427
71,2014,California,CA,False,51,56373.0,25577.0,81950,Juan Vargas,Stephen Meade,True,False,166694.08,0,81950.0,68.78950579621721,31.210494203782797,166694.08,0.0,166694.08,100.0,0.0
72,2014,California,CA,False,52,98826.0,92746.0,191572,Scott H Peters,Carl Demaio,True,False,2506834.2,2669990.48,191572.0,51.58687073267492,48.413129267325075,2506834.2,2669990.48,5176824.68,48.42416645255215,51.57583354744786
73,2014,California,CA,False,53,87104.0,60940.0,148044,Susan A Davis,Larry A Wilske,True,False,265462.49,72277.91,148044.0,58.83656210315852,41.16343789684148,265462.49,72277.91,337740.4,78.59956641254642,21.400433587453556
74,2014,Colorado,CO,False,1,183281.0,80682.0,278494,Diana Degette,Martin Walsh,True,False,396973.16,10871.65,263963.0,69.4343525418335,30.565647458166485,396973.16,10871.65,407844.81,97.33436598102107,2.6656340189789343
75,2014,Colorado,CO,False,2,196300.0,149645.0,345945,Jared Polis,George Leing,True,False,723019.04,244582.34,345945.0,56.743123906979434,43.256876093020566,723019.04,244582.34,967601.38,74.72282025889628,25.277179741103716
76,2014,Colorado,CO,False,3,100364.0,163011.0,281141,Abel J Tapia,Scott R Tipton,False,True,203307.35,830038.78,263375.0,38.10688182249644,61.89311817750356,203307.35,830038.78,1033346.13,19.674661190244162,80.32533880975585
77,2014,Colorado,CO,False,4,83727.0,185292.0,286507,Vic Meyers,Ken Buck,False,False,50024.49,1004309.64,269019.0,31.123080525910808,68.87691947408919,50024.49,1004309.64,1054334.1300000001,4.744652437648015,95.25534756235197
78,2014,Colorado,CO,False,5,105673.0,157182.0,262855,Irv Halter,Doug Lamborn,False,True,724999.26,162646.76,262855.0,40.202012516406384,59.797987483593616,724999.26,162646.76,887646.02,81.67661924513557,18.323380754864424
79,2014,Colorado,CO,False,6,118847.0,143467.0,276440,Andrew Romanoff,Mike Coffman,False,True,5034788.81,3089051.52,262314.0,45.307150971736164,54.692849028263836,5034788.81,3089051.52,8123840.33,61.97547718173825,38.024522818261744
80,2014,Colorado,CO,False,7,148225.0,120918.0,269143,Ed Perlmutter,Don Ytterberg,True,False,796301.43,190507.29,269143.0,55.07295378293323,44.92704621706676,796301.43,190507.29,986808.7200000001,80.69460817087226,19.305391829127736
81,2014,Connecticut,CT,False,1,135825.0,78609.0,217881,John B Larson,Matthew M Corey,True,False,732252.18,18167.28,214434.0,63.34116791180503,36.65883208819497,732252.18,18167.28,750419.4600000001,97.5790499889222,2.420950011077804
82,2014,Connecticut,CT,False,2,141948.0,80837.0,227936,Joe Courtney,Lori Hopkins-Cavanagh,True,False,582648.75,35338.44,222785.0,63.71524115178311,36.28475884821689,582648.75,35338.44,617987.19,94.28168729516871,5.71831270483131
83,2014,Connecticut,CT,False,3,140485.0,69454.0,209939,Rosa L Delauro,James E Brown,True,False,643818.5,12846.0,209939.0,66.91705685937343,33.08294314062656,643818.5,12846.0,656664.5,98.04374989054533,1.9562501094546758
84,2014,Connecticut,CT,False,4,106873.0,91922.0,198800,James A Himes,Dan Debicella,True,False,1586419.27,1258503.0,198795.0,53.76040644885435,46.23959355114565,1586419.27,1258503.0,2844922.27,55.76318505180108,44.23681494819892
85,2014,Connecticut,CT,False,5,113564.0,97767.0,213301,Elizabeth H Esty,Mark Greenberg,True,False,1867712.88,294199.86,211331.0,53.73750183361646,46.262498166383544,1867712.88,294199.86,2161912.7399999998,86.39168665059073,13.608313349409284
86,2014,Delaware,DE,False,0,137251.0,85146.0,231617,John C Carney Jr,Rose Izzo,True,False,321901.92,8722.95,222397.0,61.714411615264595,38.285588384735405,321901.92,8722.95,330624.87,97.361677601567,2.638322398433004
87,2014,Florida,FL,False,1,54976.0,165086.0,235343,Jim Bryan,Jeff Miller,False,True,7010.0,259427.83,220062.0,24.982050513037237,75.01794948696276,7010.0,259427.83,266437.82999999996,2.631007766427163,97.36899223357285
88,2014,Florida,FL,False,2,126096.0,123262.0,249780,Gwen Graham,Steve Southerland Ii,False,True,2987123.46,1490392.46,249358.0,50.56825928985636,49.43174071014365,2987123.46,1490392.46,4477515.92,66.7138545874785,33.286145412521506
89,2014,Florida,FL,False,3,73910.0,148691.0,228809,Marihelen Wheeler,Ted S Yoho,False,True,73487.49,524174.84,222601.0,33.20290564732414,66.79709435267587,73487.49,524174.84,597662.3300000001,12.295820952945117,87.70417904705488
90,2014,Florida,FL,False,4,,177887.0,227253,[],Ander Crenshaw,[],True,[],518382.87,,,,0.0,518382.87,518382.87,0.0,100.0
91,2014,Florida,FL,False,5,112340.0,59237.0,171577,Corrine Brown,Glo Smith,True,False,270973.59,0,171577.0,65.47497624973045,34.525023750269554,270973.59,0.0,270973.59,100.0,0.0
92,2014,Florida,FL,False,6,99563.0,166254.0,265817,David Cox,Ron Desantis,False,True,22886.0,633840.75,265817.0,37.45546748326856,62.54453251673143,22886.0,633840.75,656726.75,3.484858809238393,96.51514119076161
93,2014,Florida,FL,False,7,73011.0,144474.0,227164,Wes Neuman,John L Mica,False,True,15638.38,379340.89,217485.0,33.57059107524657,66.42940892475343,15638.38,379340.89,394979.27,3.959291331922305,96.04070866807768
94,2014,Florida,FL,False,8,93724.0,180728.0,274513,Gabriel Rothblatt,Bill Posey,False,True,102016.62,650610.13,274452.0,34.14950519580837,65.85049480419163,102016.62,650610.13,752626.75,13.554742772562895,86.44525722743711
95,2014,Florida,FL,False,9,93850.0,74963.0,173878,Alan Grayson,Carol Platt,True,False,2638097.17,352087.59,168813.0,55.594059699193785,44.405940300806215,2638097.17,352087.59,2990184.76,88.22522291231262,11.774777087687385
96,2014,Florida,FL,False,10,89426.0,143128.0,232574,Michael Mckenna,Daniel Webster,False,True,12069.84,599948.57,232554.0,38.45386447878772,61.54613552121228,12069.84,599948.57,612018.4099999999,1.972136753206493,98.02786324679352
97,2014,Florida,FL,False,11,90786.0,181508.0,272294,Dave Koller,Richard B Nugent,False,True,23520.75,118541.0,272294.0,33.34116800223288,66.65883199776712,23520.75,118541.0,142061.75,16.55670861438776,83.44329138561224
98,2014,Florida,FL,False,12,,1.0,1,[],Gus M Bilirakis,[],True,[],414330.22,,,,0.0,414330.22,414330.22,0.0,100.0
99,2014,Florida,FL,False,13,,168172.0,223576,[],David W Jolly,[],True,[],1052675.45,,,,0.0,1052675.45,1052675.45,0.0,100.0
100,2014,Florida,FL,False,14,1.0,,1,Kathy Castor,[],True,[],275555.39,[],,,,275555.39,0.0,275555.39,100.0,0.0
101,2014,Florida,FL,False,15,84832.0,128750.0,213582,Alan M Cohn,Dennis A Ross,False,True,366352.47,343560.21,213582.0,39.718702886947405,60.2812971130526,366352.47,343560.21,709912.6799999999,51.60528615998238,48.39471384001763
102,2014,Florida,FL,False,16,105483.0,169126.0,274829,Henry Lawrence,Vern Buchanan,False,True,33929.0,1003486.38,274609.0,38.412069524305466,61.58793047569453,33929.0,1003486.38,1037415.38,3.27053180954383,96.72946819045617
103,2014,Florida,FL,False,17,82263.0,141493.0,223756,Will Bronson,Thomas J Rooney,False,True,16977.07,186751.58,223756.0,36.764600725790594,63.2353992742094,16977.07,186751.58,203728.65,8.33317748878226,91.66682251121773
104,2014,Florida,FL,False,18,151478.0,101896.0,253374,Patrick Murphy,Carl J Domino,True,False,3573412.42,296625.0,253374.0,59.78435040690836,40.215649593091634,3573412.42,296625.0,3870037.42,92.33534542929561,7.664654570704384
105,2014,Florida,FL,False,19,80824.0,159354.0,246861,April Freeman,Curt Clawson,False,True,206760.66,708227.98,240178.0,33.651708316332055,66.34829168366795,206760.66,708227.98,914988.64,22.59707399208803,77.40292600791196
106,2014,Florida,FL,False,20,128498.0,28968.0,157466,Alcee L Hastings,Jay Bonner,True,False,339639.0,27809.34,157466.0,81.60364777158243,18.396352228417562,339639.0,27809.34,367448.34,92.4317687759863,7.568231224013694
107,2014,Florida,FL,False,21,153395.0,,153970,Theodore E Deutch,[],True,[],680604.44,[],,,,680604.44,0.0,680604.44,100.0,0.0
108,2014,Florida,FL,False,22,125404.0,90685.0,216096,Lois Frankel,Paul Spain,True,False,896753.22,20522.0,216089.0,58.03349545789004,41.96650454210996,896753.22,20522.0,917275.22,97.76272163985854,2.237278360141463
109,2014,Florida,FL,False,23,103269.0,61519.0,164788,Debbie Wasserman Schultz,"Joseph \""Joe\"" Kaufman",True,False,2203224.42,818234.22,164788.0,62.66779134402991,37.33220865597009,2203224.42,818234.22,3021458.6399999997,72.91923148747786,27.080768512522152
110,2014,Florida,FL,False,24,129192.0,15239.0,149918,Frederica S Wilson,Dufirston Julio Neree,True,False,78820.0,0.0,144431.0,89.44894101681771,10.55105898318228,78820.0,0.0,78820.0,100.0,0.0
111,2014,Florida,FL,False,25,,1.0,1,[],Mario Diaz-Balart,[],True,[],331568.8,,,,0.0,331568.8,331568.8,0.0,100.0
112,2014,Florida,FL,False,26,78306.0,83031.0,161337,Joe Garcia,Carlos Curbelo,False,False,2701240.56,1819345.82,161337.0,48.535673776009226,51.464326223990774,2701240.56,1819345.82,4520586.38,59.75420737342486,40.245792626575145
113,2014,Florida,FL,False,27,,1.0,1,[],Ileana Ros-Lehtinen,[],True,[],592857.23,,,,0.0,592857.23,592857.23,0.0,100.0
114,2014,Georgia,GA,False,1,61175.0,95337.0,156512,Brian Corwin Reese,"E L \""Buddy\"" Carter",False,False,32141.87,861994.31,156512.0,39.08645982416684,60.913540175833155,32141.87,861994.31,894136.18,3.59473989745052,96.40526010254948
115,2014,Georgia,GA,False,2,96363.0,66537.0,162900,Sanford D Bishop Jr,"Gregory P \""Greg\"" Duke",True,False,381057.0,15754.0,162900.0,59.15469613259668,40.84530386740332,381057.0,15754.0,396811.0,96.02984796288409,3.9701520371159065
116,2014,Georgia,GA,False,3,,156277.0,156277,[],Lynn A Westmoreland,[],True,[],401099.0,,,,0.0,401099.0,401099.0,0.0,100.0
117,2014,Georgia,GA,False,4,161211.0,,161320,"Henry C \""Hank\"" Johnson Jr",[],True,[],118910.13,[],,,,118910.13,0.0,118910.13,100.0,0.0
118,2014,Georgia,GA,False,5,170326.0,,170326,John Lewis,[],True,[],140263.41,[],,,,140263.41,0.0,140263.41,100.0,0.0
119,2014,Georgia,GA,False,6,71486.0,139018.0,210504,Robert G Montigel,Tom Price,False,True,3165.0,1155443.97,210504.0,33.959449701668376,66.04055029833162,3165.0,1155443.97,1158608.97,0.2731724060448108,99.72682759395519
120,2014,Georgia,GA,False,7,60112.0,113557.0,173669,Thomas D Wright,Rob Woodall,False,True,7269.0,170412.7,173669.0,34.612970651066114,65.3870293489339,7269.0,170412.7,177681.7,4.091023442481696,95.9089765575183
121,2014,Georgia,GA,False,8,,129938.0,130057,[],Austin Scott,[],True,[],369043.0,,,,0.0,369043.0,369043.0,0.0,100.0
122,2014,Georgia,GA,False,9,34988.0,146059.0,181047,David D Vogel,Doug Collins,False,True,13686.07,408511.18,181047.0,19.32536855070783,80.67463144929218,13686.07,408511.18,422197.25,3.2416293568942005,96.75837064310579
123,2014,Georgia,GA,False,10,65777.0,130703.0,196480,"I K \""Kenneth\"" Dious",Jody B Hice,False,False,31795.0,793001.87,196480.0,33.477707654723126,66.52229234527687,31795.0,793001.87,824796.87,3.8548885375862305,96.14511146241377
124,2014,Georgia,GA,False,11,,161532.0,161532,[],Barry D Loudermilk,[],False,[],801114.24,,,,0.0,801114.24,801114.24,0.0,100.0
125,2014,Georgia,GA,False,12,75478.0,91336.0,166814,John Barrow,"R W \""Rick\"" Allen",True,False,1322472.07,1116670.0,166814.0,45.24680182718477,54.75319817281523,1322472.07,1116670.0,2439142.0700000003,54.21873888633309,45.7812611136669
126,2014,Georgia,GA,False,13,159445.0,,159445,David Scott,[],True,[],110841.0,[],,,,110841.0,0.0,110841.0,100.0,0.0
127,2014,Georgia,GA,False,14,,118782.0,118782,[],Tom Graves,[],True,[],431922.12,,,,0.0,431922.12,431922.12,0.0,100.0
