,year,state,state_po,special,district,dem,rep,dem_2p_pct,dem_2p_12
255,2012,NEW MEXICO,NM,False,NM-02,92162.0,133180.0,40.898722830187005,46.46685174703287
256,2012,NEW MEXICO,NM,False,NM-03,167103.0,97616.0,63.12467182181861,59.79689710296604
257,2012,NEW YORK,NY,False,NY-01,145198.0,131650.0,52.446830029474654,50.272939418757254
258,2012,NEW YORK,NY,False,NY-02,99955.0,141950.0,41.319939645728695,52.23027506602178
259,2012,NEW YORK,NY,False,NY-03,157602.0,113021.0,58.2367352368424,51.29244921931711
260,2012,NEW YORK,NY,False,NY-04,163955.0,85693.0,65.6744696532718,56.839787982624536
261,2012,NEW YORK,NY,False,NY-05,167835.0,17875.0,90.37477787948951,90.87147317653839
262,2012,NEW YORK,NY,False,NY-06,111499.0,50845.0,68.68070270536639,68.59541625899831
263,2012,NEW YORK,NY,False,NY-07,141322.0,0.0,100.0,89.52379883628937
264,2012,NEW YORK,NY,False,NY-08,184038.0,17650.0,91.24885962476696,89.7946444223065
265,2012,NEW YORK,NY,False,NY-09,186141.0,24164.0,88.51002115974418,86.03587477941517
266,2012,NEW YORK,NY,False,NY-10,165000.0,39311.0,80.75923469612502,74.64258388425134
267,2012,NEW YORK,NY,False,NY-11,92428.0,103118.0,47.26662780113119,52.16021240710732
268,2012,NEW YORK,NY,False,NY-12,193455.0,46692.0,80.55690889330285,78.14940757664311
269,2012,NEW YORK,NY,False,NY-13,174789.0,12132.0,93.509557513602,95.40794801647536
270,2012,NEW YORK,NY,False,NY-14,120761.0,21755.0,84.73504729293553,81.534444835212
271,2012,NEW YORK,NY,False,NY-15,152661.0,4427.0,97.18183438582196,96.99175349924441
272,2012,NEW YORK,NY,False,NY-16,179561.0,53935.0,76.90110323089047,74.27052209318953
273,2012,NEW YORK,NY,False,NY-17,171417.0,91899.0,65.09934831153443,57.69719446447581
274,2012,NEW YORK,NY,False,NY-18,143845.0,133049.0,51.94948247343749,52.17364012359026
275,2012,NEW YORK,NY,False,NY-19,133567.0,149736.0,47.14634154950706,53.196856015194584
276,2012,NEW YORK,NY,False,NY-20,203400.0,93778.0,68.44382827800175,60.4036411934303
277,2012,NEW YORK,NY,False,NY-21,126631.0,121646.0,51.00391900981565,53.14087848178757
278,2012,NEW YORK,NY,False,NY-22,102080.0,157941.0,39.25836759338669,49.75558762036574
279,2012,NEW YORK,NY,False,NY-23,127535.0,137669.0,48.08939533340372,49.38011730399873
280,2012,NEW YORK,NY,False,NY-24,143044.0,127054.0,52.960036727410056,58.12917745631042
281,2012,NEW YORK,NY,False,NY-25,179810.0,133389.0,57.41078355933448,59.8606727243743
282,2012,NEW YORK,NY,False,NY-26,212588.0,71666.0,74.78804168103176,65.08204170242844
283,2012,NEW YORK,NY,False,NY-27,156219.0,161220.0,49.212289605246994,43.68500275804899
284,2012,NORTH CAROLINA,NC,False,NC-01,254644.0,77288.0,76.71571285685019,71.97722179103697
