year,state,state_po,special,dem,rep,totalvotes,dem_cand,rep_cand,dem_inc,rep_inc,dem_funds,rep_funds,2party_votes,dem_pct_2p,rep_pct_2p,dem_tot_funds,rep_tot_funds,tot_funds,dem_funds_2p_pct,rep_funds_2p_pct
94,2018,Pennsylvania,PA,False,2777680.0,2134848.0,4994643.0,Robert P Casey Jr,Louis J. Barletta,True,False,13224847.78,6220106.84,4912528.0,56.542782046229554,43.457217953770446,13224847.78,6220106.84,19444954.619999997,68.01171840430862,31.988281595691383
95,2018,Rhode Island,RI,False,231477.0,144421.0,376738.0,Sheldon Whitehouse,"Robert G. Flanders, Jr.",True,False,3864984.44,958249.82,375898.0,61.57973705632911,38.42026294367089,3864984.44,958249.82,4823234.26,80.13262951072171,19.867370489278287
96,2018,Tennessee,TN,False,985450.0,1227483.0,2243740.0,Phil Bredesen,Marsha Blackburn,False,False,10220299.53,9763518.28,2212933.0,44.531397923027946,55.468602076972054,10220299.53,9763518.28,19983817.81,51.14287783831632,48.857122161683684
97,2018,Texas,TX,False,4045632.0,4260553.0,8371655.0,Beto O'Rourke,Ted Cruz,False,True,80089488.23,29234222.19,8306185.0,48.70625925138918,51.29374074861083,80089488.23,29234222.19,109323710.42,73.25902855136556,26.740971448634447
98,2018,Utah,UT,False,328541.0,665215.0,1062845.0,Jenny Wilson,Mitt Romney,False,False,859059.6,4309787.27,993756.0,33.06052994900156,66.93947005099844,859059.6,4309787.27,5168846.869999999,16.619946800629442,83.38005319937056
99,2018,Vermont,VT,False,183529.0,74663.0,272624.0,Bernie Sanders,Lawrence Zupan,True,False,10550402.12,166462.1,258192.0,71.08237280783293,28.917627192167068,10550402.12,166462.1,10716864.219999999,98.44672754471084,1.553272455289165
100,2018,Virginia,VA,False,1910370.0,1374313.0,3351373.0,Timothy M. Kaine,Corey A. Stewart,True,False,9480358.61,2729895.05,3284683.0,58.15995029048465,41.84004970951535,9480358.61,2729895.05,12210253.66,77.64260165255239,22.357398347447596
101,2018,Washington,WA,False,1803364.0,1282804.0,3086168.0,Maria Cantwell,Susan Hutchison,True,False,8998701.26,1881104.65,3086168.0,58.433759924929554,41.566240075070446,8998701.26,1881104.65,10879805.91,82.71012676548749,17.289873234512505
102,2018,West Virginia,WV,False,288808.0,269872.0,582911.0,Joe Manchin,Patrick Morrisey,True,False,5732531.36,4325027.61,558680.0,51.69470895682681,48.30529104317319,5732531.36,4325027.61,10057558.97,56.99724333806218,43.00275666193782
103,2018,Wisconsin,WI,False,1472914.0,1184885.0,2657841.0,Tammy Baldwin,Leah Vukmir,True,False,24231447.78,5074342.16,2657799.0,55.41856250228102,44.58143749771898,24231447.78,5074342.16,29305789.94,82.68484770282906,17.31515229717094
