"GEO_ID","NAME","B05003I_001E","B05003I_001M","B05003I_002E","B05003I_002M","B05003I_003E","B05003I_003M","B05003I_004E","B05003I_004M","B05003I_005E","B05003I_005M","B05003I_006E","B05003I_006M","B05003I_007E","B05003I_007M","B05003I_008E","B05003I_008M","B05003I_009E","B05003I_009M","B05003I_010E","B05003I_010M","B05003I_011E","B05003I_011M","B05003I_012E","B05003I_012M","B05003I_013E","B05003I_013M","B05003I_014E","B05003I_014M","B05003I_015E","B05003I_015M","B05003I_016E","B05003I_016M","B05003I_017E","B05003I_017M","B05003I_018E","B05003I_018M","B05003I_019E","B05003I_019M","B05003I_020E","B05003I_020M","B05003I_021E","B05003I_021M","B05003I_022E","B05003I_022M","B05003I_023E","B05003I_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US0101","Congressional District 1 (114th Congress), Alabama","20600","50","11191","169","3475","154","3251","179","224","112","16","32","208","118","7716","123","3733","567","3983","557","965","250","3018","576","9409","166","3362","143","3056","235","306","196","138","143","168","130","6047","91","3275","360","2772","373","788","193","1984","332",
"5001400US0102","Congressional District 2 (114th Congress), Alabama","24282","663","13449","509","4868","242","4604","250","264","120","11","10","253","119","8581","474","3717","303","4864","585","895","231","3969","510","10833","387","4120","268","3809","275","311","138","58","56","253","137","6713","210","3506","349","3207","399","718","156","2489","360",
"5001400US0103","Congressional District 3 (114th Congress), Alabama","19741","296","10835","313","3464","241","3095","236","369","178","17","29","352","177","7371","207","3801","490","3570","444","672","227","2898","473","8906","292","3336","239","3064","258","272","118","51","37","221","114","5570","167","2944","339","2626","322","503","169","2123","291",
"5001400US0104","Congressional District 4 (114th Congress), Alabama","40954","923","22222","639","9140","397","8257","474","883","271","96","86","787","258","13082","395","2791","385","10291","503","1407","366","8884","620","18732","514","8227","339","7204","429","1023","290","83","98","940","278","10505","305","3325","487","7180","403","850","235","6330","451",
"5001400US0105","Congressional District 5 (114th Congress), Alabama","33809","5","18437","160","6643","148","5916","255","727","255","305","179","422","187","11794","67","4663","401","7131","393","1390","286","5741","467","15372","161","6133","148","5364","380","769","388","135","78","634","396","9239","68","3872","338","5367","331","1539","361","3828","413",
"5001400US0106","Congressional District 6 (114th Congress), Alabama","34680","1032","18994","679","7006","401","5963","434","1043","326","55","50","988","315","11988","526","2642","426","9346","569","918","204","8428","628","15686","542","6571","266","5738","344","833","294","48","44","785","282","9115","398","2577","366","6538","440","1209","222","5329","451",
"5001400US0107","Congressional District 7 (114th Congress), Alabama","17772","1312","9773","836","2462","424","2221","401","241","113","7","11","234","113","7311","633","2077","351","5234","641","761","257","4473","602","7999","633","2735","297","2478","315","257","133","35","43","222","118","5264","495","2303","349","2961","387","617","207","2344","352",
"5001400US0200","Congressional District (at Large) (114th Congress), Alaska","45247","117","23839","177","8383","117","8240","150","143","89","10","12","133","90","15456","160","11237","505","4219","515","2054","294","2165","479","21408","151","7795","123","7643","146","152","79","116","75","36","25","13613","137","9990","437","3623","400","2087","250","1536","281",
"5001400US0401","Congressional District 1 (114th Congress), Arizona","151609","2792","78301","1557","26991","910","26088","908","903","202","107","83","796","186","51310","1167","36918","1277","14392","884","3952","432","10440","819","73308","1615","25256","843","24601","852","655","214","68","77","587","199","48052","1122","36767","1105","11285","764","4229","508","7056","709",
"5001400US0402","Congressional District 2 (114th Congress), Arizona","192229","3035","95514","1707","32134","1046","30958","1002","1176","303","88","58","1088","306","63380","1362","46650","1421","16730","940","6767","673","9963","827","96715","1879","29045","948","27694","958","1351","357","148","83","1203","337","67670","1320","45874","1273","21796","1102","9718","680","12078","900",
"5001400US0403","Congressional District 3 (114th Congress), Arizona","447479","4416","221479","2695","78135","1634","74320","1573","3815","571","574","209","3241","553","143344","2140","83545","1710","59799","1785","23243","1163","36556","1597","226000","2969","75939","1587","72483","1581","3456","500","523","177","2933","450","150061","2039","81963","1869","68098","1567","26396","1218","41702","1324",
"5001400US0404","Congressional District 4 (114th Congress), Arizona","134834","3037","71515","1681","23432","973","22507","968","925","284","131","101","794","284","48083","1164","28484","1003","19599","1206","6026","709","13573","1028","63319","1854","23113","928","21798","879","1315","430","243","131","1072","394","40206","1302","24225","1196","15981","934","6151","656","9830","861",
"5001400US0405","Congressional District 5 (114th Congress), Arizona","131312","3465","64649","2055","25077","1214","24507","1202","570","196","73","74","497","178","39572","1485","25932","1211","13640","933","4955","581","8685","785","66663","2181","26020","1468","25300","1417","720","239","90","61","630","212","40643","1466","27796","1415","12847","801","5259","455","7588","655",
"5001400US0406","Congressional District 6 (114th Congress), Arizona","111670","3457","54731","2162","19786","1203","18486","1191","1300","304","103","80","1197","299","34945","1575","18124","1247","16821","1244","3742","433","13079","1162","56939","1950","19590","1140","18171","1158","1419","320","134","88","1285","330","37349","1320","20639","1072","16710","1131","5034","568","11676","907",
"5001400US0407","Congressional District 7 (114th Congress), Arizona","470620","6081","239078","3473","91477","1967","83998","2036","7479","634","416","164","7063","614","147601","2523","67542","1988","80059","2001","16143","875","63916","2146","231542","3579","86470","2058","80085","1941","6385","817","407","139","5978","804","145072","2356","67513","1933","77559","2191","15690","918","61869","1999",
"5001400US0408","Congressional District 8 (114th Congress), Arizona","139099","3464","68163","1949","25561","1269","24945","1294","616","246","123","92","493","223","42602","1225","30248","1151","12354","877","5149","610","7205","707","70936","2259","25604","1531","25090","1525","514","200","89","83","425","178","45332","1397","32355","1355","12977","991","5977","546","7000","848",
"5001400US0409","Congressional District 9 (114th Congress), Arizona","198174","4644","99550","2559","34444","1738","32378","1733","2066","440","67","50","1999","444","65106","1699","37311","1473","27795","1466","6284","633","21511","1410","98624","3079","33063","1679","31045","1507","2018","520","137","81","1881","490","65561","2012","38310","1630","27251","1306","6768","670","20483","1255",
"5001400US0501","Congressional District 1 (114th Congress), Arkansas","22076","140","12609","344","4576","308","4228","280","348","223","57","77","291","212","8033","227","3760","438","4273","370","1024","223","3249","413","9467","344","3831","295","3506","343","325","200","0","27","325","200","5636","194","3045","270","2591","290","647","204","1944","270",
"5001400US0502","Congressional District 2 (114th Congress), Arkansas","36663","*****","20196","175","7308","170","6545","280","763","228","88","77","675","213","12888","112","4908","569","7980","566","2127","472","5853","606","16467","175","6486","161","5926","278","560","210","163","130","397","171","9981","110","4653","411","5328","415","1279","240","4049","407",
"5001400US0503","Congressional District 3 (114th Congress), Arkansas","99789","397","51701","280","20671","198","18343","462","2328","434","155","99","2173","438","31030","186","8907","644","22123","650","4931","603","17192","943","48088","326","19905","214","17896","430","2009","382","223","119","1786","376","28183","197","8871","736","19312","777","4288","459","15024","786",
"5001400US0504","Congressional District 4 (114th Congress), Arkansas","39581","377","20338","468","8054","310","7353","355","701","207","131","80","570","164","12284","357","4692","474","7592","441","1434","280","6158","370","19243","475","8166","360","7408","361","758","218","156","94","602","183","11077","267","4120","393","6957","414","1323","277","5634","470",
"5001400US0601","Congressional District 1 (114th Congress), California","89740","985","48183","648","15145","335","14445","335","700","267","198","122","502","235","33038","549","21776","835","11262","658","3566","449","7696","637","41557","567","14306","312","13752","399","554","225","93","65","461","219","27251","388","18276","658","8975","634","3615","425","5360","565",
"5001400US0602","Congressional District 2 (114th Congress), California","120331","1734","63381","1191","19854","657","17713","646","2141","440","446","312","1695","306","43527","891","18537","948","24990","1059","5783","631","19207","1003","56950","985","19583","542","17885","634","1698","378","262","171","1436","297","37367","646","16399","785","20968","841","6415","539","14553","749",
"5001400US0603","Congressional District 3 (114th Congress), California","201479","1808","103172","1184","36002","679","34073","769","1929","409","309","141","1620","365","67170","983","33374","1260","33796","1196","10502","742","23294","1234","98307","1272","35189","774","33307","781","1882","376","150","77","1732","351","63118","812","32978","1044","30140","943","11612","654","18528","944",
"5001400US0604","Congressional District 4 (114th Congress), California","88929","1267","46027","831","15141","482","14499","512","642","237","62","39","580","235","30886","578","20047","796","10839","763","3122","356","7717","756","42902","580","14674","300","14291","325","383","152","39","40","344","146","28228","417","19040","658","9188","623","3618","409","5570","530",
"5001400US0605","Congressional District 5 (114th Congress), California","192779","2941","99452","1815","33483","913","30517","1022","2966","579","247","137","2719","552","65969","1374","27868","1288","38101","1369","11389","806","26712","1353","93327","1587","31862","823","29369","859","2493","461","221","123","2272","457","61465","1131","27773","1150","33692","1154","11431","835","22261","1241",
"5001400US0606","Congressional District 6 (114th Congress), California","196698","2746","99176","1627","36085","1015","34207","968","1878","367","104","81","1774","352","63091","1192","35235","978","27856","1070","8038","576","19818","972","97522","1739","33879","1053","32133","1033","1746","311","293","176","1453","241","63643","1265","37829","1468","25814","1106","7988","651","17826","949",
"5001400US0607","Congressional District 7 (114th Congress), California","120282","2459","60346","1472","21114","889","20286","915","828","280","107","74","721","257","39232","1115","25725","1043","13507","924","4908","525","8599","773","59936","1495","20249","879","19278","944","971","357","110","80","861","338","39687","1117","26884","1087","12803","845","5563","536","7240","696",
"5001400US0608","Congressional District 8 (114th Congress), California","261278","4267","131255","2378","48085","1465","46532","1495","1553","333","92","56","1461","319","83170","1882","53225","1980","29945","1251","11195","711","18750","1107","130023","3271","49822","1858","48187","1875","1635","337","90","50","1545","338","80201","2040","50467","1982","29734","1375","12026","866","17708","1069",
"5001400US0609","Congressional District 9 (114th Congress), California","273291","3420","138369","1886","49794","1218","46801","1253","2993","470","330","157","2663","430","88575","1298","45500","1424","43075","1410","11967","939","31108","1138","134922","2227","48258","1310","45868","1349","2390","416","188","90","2202","413","86664","1583","46771","1525","39893","1268","13492","793","26401","1179",
"5001400US0610","Congressional District 10 (114th Congress), California","295458","1949","150025","1189","56781","761","53723","833","3058","422","198","117","2860","410","93244","815","50031","1450","43213","1530","14056","812","29157","1580","145433","1216","53147","785","50650","899","2497","420","191","96","2306","417","92286","840","50222","1527","42064","1308","13709","917","28355","1115",
"5001400US0611","Congressional District 11 (114th Congress), California","186654","2455","93895","1445","31216","822","28525","830","2691","361","288","110","2403","370","62679","1052","24505","1152","38174","1267","9965","672","28209","1381","92759","1625","31292","877","28494","953","2798","423","260","143","2538","382","61467","1140","26490","968","34977","1043","11897","908","23080","1030",
"5001400US0612","Congressional District 12 (114th Congress), California","105942","1496","56717","918","10754","425","9838","444","916","216","289","106","627","199","45963","718","21622","1136","24341","1196","8592","688","15749","1221","49225","821","10324","317","9592","371","732","229","124","73","608","221","38901","655","18384","843","20517","855","9007","592","11510","693",
"5001400US0613","Congressional District 13 (114th Congress), California","154437","2874","79239","1922","24069","926","21722","879","2347","322","140","85","2207","327","55170","1514","22513","1052","32657","1162","8117","678","24540","1156","75198","1460","22653","1009","20716","929","1937","321","104","63","1833","311","52545","951","24887","960","27658","977","8060","553","19598","869",
"5001400US0614","Congressional District 14 (114th Congress), California","176689","2199","89296","1430","25974","633","24153","666","1821","387","163","85","1658","359","63322","1173","25673","1255","37649","1376","13388","876","24261","1288","87393","1154","24482","530","22411","612","2071","348","309","172","1762","319","62911","891","26448","1030","36463","1135","15863","762","20600","1099",
"5001400US0615","Congressional District 15 (114th Congress), California","170873","3175","86146","2056","27878","1016","26306","1045","1572","365","88","52","1484","356","58268","1598","26923","1175","31345","1370","10171","633","21174","1289","84727","1546","26967","997","25506","980","1461","302","48","36","1413","304","57760","1083","29480","1155","28280","1051","9562","673","18718","1052",
"5001400US0616","Congressional District 16 (114th Congress), California","420082","2834","213104","1756","79105","1244","74358","1282","4747","503","300","143","4447","498","133999","1208","65750","1549","68249","1693","15600","908","52649","1525","206978","1576","75609","1004","71347","1035","4262","672","269","111","3993","674","131369","1158","71865","1631","59504","1472","15247","966","44257","1450",
"5001400US0617","Congressional District 17 (114th Congress), California","124073","2879","62191","1718","19460","1002","18475","965","985","241","67","50","918","228","42731","1288","23340","1219","19391","1104","6294","566","13097","973","61882","1913","19339","1092","18217","1066","1122","350","72","56","1050","343","42543","1284","22865","1053","19678","1029","7217","561","12461","997",
"5001400US0618","Congressional District 18 (114th Congress), California","125748","3148","63831","2052","20755","1041","18877","1030","1878","416","118","74","1760","421","43076","1497","20422","1115","22654","1462","5655","512","16999","1516","61917","1924","19172","1048","17522","1005","1650","326","145","84","1505","311","42745","1254","21240","1061","21505","856","7047","563","14458","836",
"5001400US0619","Congressional District 19 (114th Congress), California","296738","3060","150679","1988","47918","949","44980","965","2938","345","230","99","2708","346","102761","1667","49783","1806","52978","1411","15672","805","37306","1373","146059","2036","47065","1210","44428","1214","2637","353","204","114","2433","352","98994","1338","51437","1428","47557","1414","16304","862","31253","1213",
"5001400US0620","Congressional District 20 (114th Congress), California","371101","1179","191529","760","64853","479","59982","737","4871","601","495","168","4376","595","126676","518","52006","1278","74670","1389","15685","787","58985","1454","179572","758","62149","464","57520","721","4629","549","330","113","4299","559","117423","554","52275","1234","65148","1232","15919","838","49229","1268",
"5001400US0621","Congressional District 21 (114th Congress), California","511225","3441","268429","2190","93550","1363","86648","1437","6902","673","367","148","6535","651","174879","1787","79078","1787","95801","1918","19601","941","76200","1754","242796","2194","93181","1512","86766","1646","6415","631","290","131","6125","617","149615","1424","69375","1543","80240","1409","18736","884","61504","1318",
"5001400US0622","Congressional District 22 (114th Congress), California","332654","3552","168565","1943","63504","1275","61015","1312","2489","421","99","61","2390","411","105061","1522","61122","1681","43939","1695","12144","828","31795","1479","164089","2625","60064","1496","57631","1490","2433","391","233","136","2200","387","104025","1642","66247","1619","37778","1311","11322","792","26456","1131",
"5001400US0623","Congressional District 23 (114th Congress), California","266494","3515","137570","1983","49306","1439","48144","1460","1162","259","79","46","1083","249","88264","1555","54198","1540","34066","1436","12006","931","22060","1141","128924","2458","46857","1474","45740","1450","1117","219","81","47","1036","223","82067","1551","52878","1717","29189","1200","11619","812","17570","1040",
"5001400US0624","Congressional District 24 (114th Congress), California","249615","449","128982","258","41478","80","38031","489","3447","490","369","181","3078","485","87504","210","41042","1104","46462","1149","12120","760","34342","1199","120633","268","40097","151","37214","425","2883","407","283","126","2600","383","80536","166","41085","1053","39451","1033","11272","723","28179","1049",
"5001400US0625","Congressional District 25 (114th Congress), California","261850","3779","130902","2409","47409","1597","45636","1608","1773","286","175","79","1598","284","83493","2044","43940","1737","39553","1378","17052","942","22501","1329","130948","2447","46126","1731","44347","1692","1779","361","277","104","1502","335","84822","1716","43810","1515","41012","1416","20023","979","20989","1140",
"5001400US0626","Congressional District 26 (114th Congress), California","315479","1437","159704","810","53402","579","50482","710","2920","478","408","173","2512","439","106302","631","49043","1465","57259","1581","18347","1012","38912","1764","155775","1036","51492","597","48339","777","3153","474","257","92","2896","458","104283","640","51368","1327","52915","1338","19819","797","33096","1213",
"5001400US0627","Congressional District 27 (114th Congress), California","196795","2920","96257","2091","27264","1011","26174","966","1090","248","239","102","851","202","68993","1639","41288","1437","27705","1273","12932","607","14773","1130","100538","1963","26003","1234","24936","1193","1067","271","271","119","796","235","74535","1596","43181","1404","31354","1147","17746","887","13608","923",
"5001400US0628","Congressional District 28 (114th Congress), California","185568","4187","91625","2248","22730","1033","21219","1067","1511","279","139","90","1372","275","68895","1839","28605","1234","40290","1456","15077","843","25213","1347","93943","2657","22295","1135","21006","1124","1289","280","235","97","1054","235","71648","2033","27860","1314","43788","1323","20840","847","22948","1130",
"5001400US0629","Congressional District 29 (114th Congress), California","482409","4763","241997","2648","74625","1720","69573","1699","5052","504","590","185","4462","504","167372","2189","57993","1592","109379","1908","34804","1050","74575","1762","240412","2936","72201","1567","67243","1514","4958","541","440","132","4518","535","168211","2290","58617","1628","109594","1644","40534","1334","69060","1660",
"5001400US0630","Congressional District 30 (114th Congress), California","209954","3759","104795","2295","32318","1293","30165","1344","2153","353","197","100","1956","344","72477","1771","30014","1277","42463","1526","15896","918","26567","1387","105159","2435","29565","1419","27801","1384","1764","276","206","97","1558","258","75594","1637","30823","1337","44771","1332","19612","867","25159","1215",
"5001400US0631","Congressional District 31 (114th Congress), California","366321","4022","182413","2373","65688","1681","63270","1618","2418","500","237","123","2181","479","116725","1616","69493","1619","47232","1421","17736","942","29496","1231","183908","2909","62186","1889","59638","1890","2548","470","252","134","2296","431","121722","1646","73157","1807","48565","1413","19703","999","28862","1210",
"5001400US0632","Congressional District 32 (114th Congress), California","445085","3917","219115","2656","67319","1708","64062","1639","3257","434","403","149","2854","377","151796","1993","79153","1927","72643","2094","28803","1132","43840","1740","225970","2816","65946","1785","63239","1792","2707","363","320","141","2387","327","160024","2178","85032","1906","74992","1824","33274","1243","41718","1272",
"5001400US0633","Congressional District 33 (114th Congress), California","86220","2761","39671","1808","10338","833","9985","830","353","139","101","75","252","127","29333","1525","19126","1271","10207","740","5299","526","4908","516","46549","1816","10937","962","10344","932","593","179","157","81","436","167","35612","1441","21182","1284","14430","852","7941","677","6489","695",
"5001400US0634","Congressional District 34 (114th Congress), California","461193","4706","237241","2936","65639","1973","60495","1909","5144","584","268","94","4876","569","171602","2035","56228","1537","115374","1980","27520","981","87854","1926","223952","2791","62262","1753","58015","1615","4247","472","367","119","3880","445","161690","1875","53751","1336","107939","1687","35287","1156","72652","1775",
"5001400US0635","Congressional District 35 (114th Congress), California","504977","3755","252557","3078","85243","1849","80879","1948","4364","654","487","151","3877","593","167314","2412","80637","2014","86677","2010","30754","1247","55923","1823","252420","2600","80875","1750","76461","1786","4414","503","340","128","4074","470","171545","1829","85889","2158","85656","1857","31570","1227","54086","1749",
"5001400US0636","Congressional District 36 (114th Congress), California","347419","3783","175182","2542","62854","1611","59017","1558","3837","495","271","112","3566","459","112328","1765","53188","1662","59140","1759","18375","743","40765","1728","172237","2100","61356","1478","57617","1506","3739","542","281","117","3458","502","110881","1683","53752","1678","57129","1465","20157","1025","36972","1330",
"5001400US0637","Congressional District 37 (114th Congress), California","276367","5015","138718","3017","40793","1498","37895","1371","2898","401","258","128","2640","377","97925","2208","31738","1216","66187","1971","19227","915","46960","1648","137649","2767","38265","1289","35690","1216","2575","353","202","97","2373","359","99384","2092","32458","1273","66926","1672","24088","1032","42838","1363",
"5001400US0638","Congressional District 38 (114th Congress), California","440875","3377","217179","2419","66866","1282","65026","1328","1840","274","200","90","1640","269","150313","2154","87585","1924","62728","1588","27860","1135","34868","1441","223696","2304","61461","1575","59783","1554","1678","310","183","79","1495","301","162235","1632","93850","1692","68385","1460","34472","1071","33913","1219",
"5001400US0639","Congressional District 39 (114th Congress), California","241739","3599","119300","2501","38965","1520","37238","1494","1727","322","184","109","1543","307","80335","1997","44966","1369","35369","1523","13165","617","22204","1398","122439","2374","36711","1537","35330","1465","1381","298","29","27","1352","299","85728","1605","49545","1634","36183","1283","15458","745","20725","1154",
"5001400US0640","Congressional District 40 (114th Congress), California","616783","4602","308084","3253","100191","2097","94012","2009","6179","505","437","131","5742","502","207893","2543","72555","1496","135338","2364","37547","1219","97791","1957","308699","3118","97403","2005","91213","1909","6190","569","339","104","5851","535","211296","2343","75759","1948","135537","2062","45088","1232","90449","1777",
"5001400US0641","Congressional District 41 (114th Congress), California","419672","4592","209680","2686","74056","1705","70825","1647","3231","451","380","164","2851","408","135624","1800","68298","1782","67326","1671","24689","1114","42637","1505","209992","2763","72647","1744","69358","1786","3289","452","281","137","3008","403","137345","1730","70996","1676","66349","1605","25494","1068","40855","1369",
"5001400US0642","Congressional District 42 (114th Congress), California","268077","4050","135596","2490","47893","1485","46049","1444","1844","336","380","174","1464","276","87703","1872","49285","1616","38418","1414","16917","948","21501","1121","132481","2338","45364","1496","43767","1450","1597","341","294","127","1303","290","87117","1653","49672","1523","37445","1460","16139","976","21306","1129",
"5001400US0643","Congressional District 43 (114th Congress), California","327512","4217","162902","2443","52723","1566","49691","1546","3032","446","361","102","2671","417","110179","2292","40834","1414","69345","1852","22934","1042","46411","1800","164610","2792","51684","1811","48520","1779","3164","412","365","145","2799","395","112926","1852","41901","1333","71025","1731","26371","1005","44654","1420",
"5001400US0644","Congressional District 44 (114th Congress), California","495043","3982","247682","3095","82540","1879","77837","1788","4703","502","505","139","4198","511","165142","2237","64704","1753","100438","1821","33419","1104","67019","1992","247361","2772","80112","1867","75225","1821","4887","450","476","145","4411","420","167249","2024","66933","1401","100316","1690","37235","1032","63081","1578",
"5001400US0645","Congressional District 45 (114th Congress), California","133934","3084","67017","2060","20580","1039","19368","1060","1212","289","100","111","1112","272","46437","1476","23075","1037","23362","1243","8406","642","14956","1201","66917","1818","19486","987","18491","961","995","239","120","70","875","231","47431","1331","24203","1105","23228","1070","10002","711","13226","929",
"5001400US0646","Congressional District 46 (114th Congress), California","477978","3685","242740","2597","82254","1764","75454","1767","6800","746","650","216","6150","702","160486","2051","53225","1402","107261","2082","26802","1140","80459","2076","235238","2493","79181","1468","72729","1470","6452","657","932","246","5520","600","156057","1670","53831","1621","102226","1781","27797","1243","74429","1763",
"5001400US0647","Congressional District 47 (114th Congress), California","248855","3622","125894","2265","42676","1486","40619","1381","2057","352","137","74","1920","355","83218","1619","38853","1284","44365","1644","13127","725","31238","1546","122961","2383","40465","1333","37976","1309","2489","371","218","96","2271","375","82496","1603","39870","1318","42626","1257","14232","787","28394","998",
"5001400US0648","Congressional District 48 (114th Congress), California","150449","3415","75677","2134","23724","1257","22200","1235","1524","329","169","108","1355","312","51953","1665","25979","1296","25974","1280","7831","631","18143","1239","74772","1934","22946","1050","20897","1019","2049","369","117","77","1932","363","51826","1376","26035","1215","25791","974","9484","726","16307","900",
"5001400US0649","Congressional District 49 (114th Congress), California","188003","3747","94802","2557","31761","1615","30109","1524","1652","301","239","147","1413","254","63041","1841","32456","1428","30585","1436","8201","742","22384","1396","93201","2269","30751","1419","28881","1402","1870","454","105","78","1765","446","62450","1739","30807","1531","31643","1205","9465","748","22178","1018",
"5001400US0650","Congressional District 50 (114th Congress), California","215614","3973","106520","2546","37229","1468","34971","1408","2258","392","110","69","2148","373","69291","1776","34277","1326","35014","1687","10659","789","24355","1376","109094","2327","36565","1332","34580","1324","1985","297","223","114","1762","279","72529","1638","35082","1545","37447","1237","11668","894","25779","1188",
"5001400US0651","Congressional District 51 (114th Congress), California","501562","4473","248232","2322","81894","1529","75746","1385","6148","570","1187","224","4961","567","166338","1890","80615","1868","85723","2041","31249","1322","54474","1878","253330","3103","77619","1509","72520","1482","5099","583","973","230","4126","536","175711","2228","74800","2064","100911","1743","40166","1260","60745","1616",
"5001400US0652","Congressional District 52 (114th Congress), California","95414","3321","47050","1808","13189","895","12602","911","587","174","72","51","515","174","33861","1419","23956","1208","9905","767","4513","494","5392","755","48364","2115","14504","994","13520","953","984","253","67","84","917","248","33860","1592","21160","1229","12700","1015","6618","538","6082","779",
"5001400US0653","Congressional District 53 (114th Congress), California","240712","3489","118063","2219","38696","1351","37150","1364","1546","396","273","224","1273","336","79367","1623","48132","1557","31235","1357","14489","949","16746","1072","122649","2380","35330","1344","33199","1330","2131","471","369","176","1762","417","87319","1839","48962","1840","38357","1242","17814","908","20543","1083",
"5001400US0801","Congressional District 1 (114th Congress), Colorado","213741","957","109154","590","36699","343","33613","575","3086","489","251","183","2835","438","72455","486","39573","1289","32882","1379","7114","623","25768","1341","104587","641","34555","305","32197","497","2358","367","272","143","2086","369","70032","508","42094","1250","27938","1155","6351","605","21587","1098",
"5001400US0802","Congressional District 2 (114th Congress), Colorado","75414","1407","38801","893","13209","686","12395","782","814","275","99","68","715","268","25592","743","16616","741","8976","746","1743","313","7233","711","36613","897","12429","588","11607","568","822","250","114","91","708","224","24184","573","16308","702","7876","692","2173","360","5703","640",
"5001400US0803","Congressional District 3 (114th Congress), Colorado","174695","784","88707","623","29902","395","28845","481","1057","281","48","37","1009","274","58805","466","43930","801","14875","824","3195","426","11680","800","85988","536","27777","414","26474","513","1303","266","151","99","1152","257","58211","304","44429","769","13782","815","3123","449","10659","791",
"5001400US0804","Congressional District 4 (114th Congress), Colorado","160349","1163","82037","696","29219","473","27795","565","1424","336","229","139","1195","297","52818","527","32440","995","20378","1021","5527","541","14851","981","78312","880","28560","469","27080","580","1480","296","162","91","1318","276","49752","660","34391","1137","15361","863","4506","502","10855","821",
"5001400US0805","Congressional District 5 (114th Congress), Colorado","110840","117","57385","352","20222","134","19640","232","582","204","79","58","503","201","37163","307","27486","807","9677","769","2718","369","6959","725","53455","352","19477","128","19124","207","353","151","70","55","283","132","33978","313","26143","658","7835","650","2518","399","5317","556",
"5001400US0806","Congressional District 6 (114th Congress), Colorado","147901","1671","74948","1149","28786","710","26449","792","2337","460","315","174","2022","445","46162","1011","22517","899","23645","1005","4606","510","19039","1094","72953","1134","27679","674","25582","698","2097","328","239","120","1858","340","45274","721","24922","985","20352","931","5010","603","15342","836",
"5001400US0807","Congressional District 7 (114th Congress), Colorado","205662","1620","103720","1069","37493","528","35323","618","2170","378","193","100","1977","356","66227","932","43374","1147","22853","1250","4404","483","18449","1144","101942","1127","35621","685","34126","721","1495","298","122","79","1373","294","66321","689","46139","867","20182","825","5167","452","15015","755",
"5001400US0901","Congressional District 1 (114th Congress), Connecticut","111392","1584","54405","974","18672","587","17876","585","796","209","97","73","699","205","35733","730","25813","938","9920","928","3308","435","6612","776","56987","997","18097","512","17525","543","572","181","103","64","469","173","38890","692","29880","808","9010","676","3693","410","5317","554",
