"GEO_ID","NAME","B05003F_001E","B05003F_001M","B05003F_002E","B05003F_002M","B05003F_003E","B05003F_003M","B05003F_004E","B05003F_004M","B05003F_005E","B05003F_005M","B05003F_006E","B05003F_006M","B05003F_007E","B05003F_007M","B05003F_008E","B05003F_008M","B05003F_009E","B05003F_009M","B05003F_010E","B05003F_010M","B05003F_011E","B05003F_011M","B05003F_012E","B05003F_012M","B05003F_013E","B05003F_013M","B05003F_014E","B05003F_014M","B05003F_015E","B05003F_015M","B05003F_016E","B05003F_016M","B05003F_017E","B05003F_017M","B05003F_018E","B05003F_018M","B05003F_019E","B05003F_019M","B05003F_020E","B05003F_020M","B05003F_021E","B05003F_021M","B05003F_022E","B05003F_022M","B05003F_023E","B05003F_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US5107","Congressional District 7 (114th Congress), Virginia","11082","1378","5731","793","1710","369","1453","289","257","147","35","34","222","143","4021","559","1112","254","2909","505","656","205","2253","493","5351","797","1998","478","1865","480","133","89","37","49","96","78","3353","471","1115","224","2238","410","390","133","1848","408",
"5001400US5108","Congressional District 8 (114th Congress), Virginia","49792","3188","25643","1866","7056","746","5967","685","1089","289","148","106","941","275","18587","1415","2922","497","15665","1299","3251","594","12414","1195","24149","1711","7360","869","6525","848","835","219","114","75","721","217","16789","1139","2471","400","14318","1097","2978","479","11340","968",
"5001400US5109","Congressional District 9 (114th Congress), Virginia","3576","576","2346","426","614","241","519","223","95","82","33","52","62","60","1732","374","594","166","1138","306","119","79","1019","315","1230","275","481","172","360","134","121","120","7","12","114","118","749","174","404","148","345","118","107","66","238","118",
"5001400US5110","Congressional District 10 (114th Congress), Virginia","21768","2044","11054","1097","3449","545","2707","453","742","243","103","75","639","228","7605","818","1452","333","6153","759","1574","313","4579","736","10714","1163","3508","550","2747","586","761","332","73","65","688","325","7206","756","1420","309","5786","674","1540","285","4246","605",
"5001400US5111","Congressional District 11 (114th Congress), Virginia","32373","2838","16886","1702","4603","715","4093","654","510","228","72","54","438","230","12283","1248","2438","460","9845","1131","2313","406","7532","1049","15487","1441","5102","665","4737","641","365","162","102","86","263","138","10385","996","2133","353","8252","916","2358","392","5894","783",
"5001400US5301","Congressional District 1 (114th Congress), Washington","15404","1750","8129","1026","2520","505","2260","450","260","130","22","36","238","114","5609","711","2127","351","3482","638","834","339","2648","548","7275","892","2829","499","2488","466","341","154","40","41","301","146","4446","540","1317","251","3129","510","995","269","2134","424",
"5001400US5302","Congressional District 2 (114th Congress), Washington","16687","1812","8683","995","2303","476","1923","413","380","200","18","23","362","197","6380","723","2606","395","3774","705","816","205","2958","684","8004","956","2795","480","2489","438","306","161","4","5","302","162","5209","609","1997","348","3212","486","721","183","2491","452",
"5001400US5303","Congressional District 3 (114th Congress), Washington","17993","1588","10029","941","3571","500","3122","455","449","196","94","97","355","175","6458","615","1966","335","4492","528","806","226","3686","486","7964","807","2968","465","2788","451","180","95","12","27","168","87","4996","479","1832","321","3164","427","513","157","2651","426",
"5001400US5304","Congressional District 4 (114th Congress), Washington","113409","3656","59182","2099","22981","1120","21023","1094","1958","397","148","91","1810","382","36201","1465","12013","952","24188","1146","4298","519","19890","1144","54227","1973","22427","1121","20233","1157","2194","374","72","50","2122","385","31800","1187","12290","932","19510","1018","3728","529","15782","895",
"5001400US5305","Congressional District 5 (114th Congress), Washington","9179","1122","4721","608","1013","309","875","297","138","114","14","24","124","112","3708","456","2115","353","1593","331","360","125","1233","326","4458","684","1202","335","1115","318","87","70","32","45","55","52","3256","515","1967","330","1289","354","425","148","864","321",
"5001400US5306","Congressional District 6 (114th Congress), Washington","12154","1587","7063","951","1986","433","1746","411","240","134","48","65","192","111","5077","707","2387","392","2690","524","484","193","2206","488","5091","853","1674","450","1655","452","19","18","0","28","19","18","3417","517","1774","296","1643","391","533","190","1110","322",
"5001400US5307","Congressional District 7 (114th Congress), Washington","14080","1528","7705","866","1767","478","1487","424","280","145","88","78","192","112","5938","625","2871","395","3067","575","767","270","2300","475","6375","923","1695","467","1423","428","272","141","12","18","260","141","4680","702","1991","480","2689","466","772","198","1917","421",
"5001400US5308","Congressional District 8 (114th Congress), Washington","20587","2391","11114","1460","3460","636","2946","573","514","192","98","72","416","177","7654","1013","2059","381","5595","915","843","215","4752","887","9473","1163","3621","559","3234","513","387","167","15","30","372","162","5852","759","2251","470","3601","479","810","221","2791","426",
"5001400US5309","Congressional District 9 (114th Congress), Washington","23480","2105","13266","1225","4269","646","3772","584","497","212","0","28","497","212","8997","861","2049","380","6948","781","1074","276","5874","750","10214","1165","3462","617","2917","591","545","198","42","58","503","188","6752","740","1874","323","4878","634","824","192","4054","574",
"5001400US5310","Congressional District 10 (114th Congress), Washington","18604","2001","9774","1125","2921","534","2473","489","448","278","4","9","444","278","6853","911","2866","460","3987","681","1019","264","2968","661","8830","1126","3600","623","3037","527","563","266","49","58","514","263","5230","626","2265","367","2965","481","1011","243","1954","404",
"5001400US5401","Congressional District 1 (114th Congress), West Virginia","1228","247","672","172","96","61","81","59","15","21","2","4","13","21","576","144","309","106","267","100","75","54","192","72","556","174","211","89","197","90","14","21","2","4","12","21","345","132","281","124","64","47","16","16","48","44",
"5001400US5402","Congressional District 2 (114th Congress), West Virginia","2580","603","1383","322","450","167","450","167","0","27","0","27","0","27","933","260","399","178","534","177","173","96","361","141","1197","347","522","203","409","163","113","88","54","62","59","64","675","194","264","122","411","155","166","86","245","127",
"5001400US5403","Congressional District 3 (114th Congress), West Virginia","1343","463","813","276","278","198","237","189","41","40","23","33","18","23","535","152","259","84","276","106","33","31","243","100","530","227","220","162","220","162","0","27","0","27","0","27","310","144","221","118","89","66","80","65","9","10",
"5001400US5501","Congressional District 1 (114th Congress), Wisconsin","13563","1393","7107","730","2283","370","2234","362","49","39","21","24","28","23","4824","551","2322","388","2502","421","748","196","1754","346","6456","774","2115","365","1952","351","163","74","89","55","74","48","4341","522","2258","358","2083","333","795","202","1288","250",
"5001400US5502","Congressional District 2 (114th Congress), Wisconsin","11829","1389","6628","821","2123","454","1692","401","431","251","16","17","415","256","4505","541","1038","313","3467","523","831","397","2636","420","5201","707","1739","354","1435","310","304","150","17","32","287","153","3462","456","1131","274","2331","363","634","192","1697","313",
"5001400US5503","Congressional District 3 (114th Congress), Wisconsin","3934","465","2512","374","793","208","765","197","28","31","4","5","24","30","1719","253","766","158","953","200","164","88","789","156","1422","211","658","119","568","105","90","64","57","50","33","40","764","138","392","96","372","91","57","32","315","86",
"5001400US5504","Congressional District 4 (114th Congress), Wisconsin","36308","1835","18929","1074","6522","500","5789","455","733","196","53","37","680","190","12407","823","5684","489","6723","621","1236","211","5487","621","17379","1049","6496","577","5966","536","530","161","86","74","444","142","10883","601","6031","468","4852","453","836","157","4016","424",
"5001400US5505","Congressional District 5 (114th Congress), Wisconsin","8224","1116","4008","692","1528","393","1377","370","151","92","36","26","115","87","2480","403","1109","219","1371","281","438","157","933","238","4216","548","1622","332","1505","335","117","76","59","50","58","53","2594","313","1339","251","1255","248","322","103","933","222",
"5001400US5506","Congressional District 6 (114th Congress), Wisconsin","6721","952","3448","466","1456","298","1300","280","156","120","16","21","140","119","1992","280","889","163","1103","232","122","52","981","225","3273","595","1480","359","1372","354","108","57","42","32","66","49","1793","296","797","174","996","239","215","111","781","221",
"5001400US5507","Congressional District 7 (114th Congress), Wisconsin","2459","313","1275","223","447","136","418","125","29","28","7","10","22","26","828","158","309","83","519","143","18","13","501","143","1184","186","405","95","325","83","80","34","38","27","42","23","779","150","432","102","347","120","115","92","232","80",
"5001400US5508","Congressional District 8 (114th Congress), Wisconsin","9652","1155","5208","673","1797","340","1553","337","244","112","30","32","214","112","3411","436","919","239","2492","394","412","133","2080","396","4444","570","1799","357","1510","327","289","146","22","26","267","140","2645","345","864","182","1781","238","414","126","1367","233",
"5001400US5600","Congressional District (at Large) (114th Congress), Wyoming","12387","1214","6239","652","1721","354","1648","335","73","96","0","27","73","96","4518","462","3077","375","1441","302","552","191","889","219","6148","739","1914","381","1865","373","49","48","4","7","45","47","4234","472","3098","420","1136","234","455","148","681","207",
"5001400US7298","Resident Commissioner District (at Large) (114th Congress), Puerto Rico","395458","7171","196807","3569","50151","1697","49944","1708","207","102","18","20","189","102","146656","3023","141035","2981","5621","541","1642","275","3979","450","198651","4341","47210","1742","47023","1744","187","81","37","34","150","77","151441","3357","145687","3222","5754","583","1808","283","3946","449",
