"GEO_ID","NAME","B05003H_001E","B05003H_001M","B05003H_002E","B05003H_002M","B05003H_003E","B05003H_003M","B05003H_004E","B05003H_004M","B05003H_005E","B05003H_005M","B05003H_006E","B05003H_006M","B05003H_007E","B05003H_007M","B05003H_008E","B05003H_008M","B05003H_009E","B05003H_009M","B05003H_010E","B05003H_010M","B05003H_011E","B05003H_011M","B05003H_012E","B05003H_012M","B05003H_013E","B05003H_013M","B05003H_014E","B05003H_014M","B05003H_015E","B05003H_015M","B05003H_016E","B05003H_016M","B05003H_017E","B05003H_017M","B05003H_018E","B05003H_018M","B05003H_019E","B05003H_019M","B05003H_020E","B05003H_020M","B05003H_021E","B05003H_021M","B05003H_022E","B05003H_022M","B05003H_023E","B05003H_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US2103","Congressional District 3 (114th Congress), Kentucky","508560","832","246007","530","49882","284","49223","408","659","270","214","134","445","234","196125","394","191056","842","5069","777","2335","430","2734","556","262553","431","47178","239","46612","294","566","188","150","101","416","167","215375","316","210308","676","5067","576","2779","384","2288","449",
"5001400US2104","Congressional District 4 (114th Congress), Kentucky","666530","1351","328590","779","80778","414","80587","411","191","104","144","97","47","43","247812","540","245968","577","1844","232","1108","191","736","166","337940","757","76515","420","76248","414","267","100","98","66","169","85","261425","500","258838","623","2587","379","1396","261","1191","266",
"5001400US2105","Congressional District 5 (114th Congress), Kentucky","689188","765","340200","554","78369","271","78338","271","31","29","21","24","10","17","261831","473","261503","490","328","130","173","85","155","92","348988","425","73546","225","73530","224","16","22","0","27","16","22","275442","340","274654","408","788","218","524","176","264","107",
"5001400US2106","Congressional District 6 (114th Congress), Kentucky","612728","877","297318","566","64850","313","64607","327","243","87","115","64","128","70","232468","433","229021","598","3447","397","1597","268","1850","297","315410","510","61748","279","61556","302","192","105","51","37","141","91","253662","396","250057","594","3605","436","1719","266","1886","333",
"5001400US2201","Congressional District 1 (114th Congress), Louisiana","569398","2452","276395","1618","59982","812","59737","840","245","185","60","44","185","184","216413","1357","212030","1464","4383","582","2287","340","2096","400","293003","1652","58364","917","58006","953","358","170","158","100","200","131","234639","1248","230430","1332","4209","412","2291","344","1918","301",
"5001400US2202","Congressional District 2 (114th Congress), Louisiana","219103","2253","110397","1178","18355","669","18210","661","145","92","32","46","113","80","92042","1022","89783","1079","2259","266","893","178","1366","179","108706","1639","16717","695","16648","691","69","44","21","22","48","39","91989","1235","89886","1250","2103","323","1071","230","1032","195",
"5001400US2203","Congressional District 3 (114th Congress), Louisiana","524772","640","256936","307","60596","138","60527","151","69","54","56","48","13","23","196340","253","194702","392","1638","311","841","256","797","218","267836","419","57670","250","57593","258","77","67","13","17","64","65","210166","236","208208","443","1958","382","964","216","994","330",
"5001400US2204","Congressional District 4 (114th Congress), Louisiana","450830","837","224113","565","49656","359","49536","370","120","65","48","45","72","43","174457","415","173022","544","1435","279","821","189","614","172","226717","481","47388","326","47285","333","103","65","24","25","79","53","179329","319","177292","414","2037","283","1119","206","918","202",
"5001400US2205","Congressional District 5 (114th Congress), Louisiana","455430","1784","225046","1049","50494","571","50386","551","108","127","13","16","95","128","174552","737","173468","793","1084","276","675","176","409","168","230384","965","47758","568","47741","572","17","17","17","17","0","28","182626","704","181330","763","1296","215","708","153","588","175",
"5001400US2206","Congressional District 6 (114th Congress), Louisiana","529005","2020","259950","1169","58453","616","58315","610","138","97","41","56","97","80","201497","913","198362","1044","3135","659","1336","264","1799","590","269055","1391","55467","657","55348","671","119","75","25","29","94","69","213588","959","211111","1017","2477","357","1351","285","1126","258",
"5001400US2301","Congressional District 1 (114th Congress), Maine","624506","525","303419","458","61320","306","60900","351","420","133","156","76","264","117","242099","355","236805","587","5294","527","3373","378","1921","357","321087","467","57482","269","57237","292","245","104","37","25","208","104","263605","379","255576","719","8029","594","4910","445","3119","347",
"5001400US2302","Congressional District 2 (114th Congress), Maine","624879","340","307216","395","60969","267","60743","285","226","118","69","66","157","84","246247","329","241986","465","4261","365","2445","293","1816","243","317663","411","57654","248","57486","267","168","65","48","29","120","59","260009","343","253354","547","6655","377","3944","293","2711","291",
"5001400US2401","Congressional District 1 (114th Congress), Maryland","585829","1799","286571","1105","61282","554","61031","564","251","141","135","116","116","76","225289","951","221143","995","4146","402","2834","332","1312","248","299258","1224","57993","781","57867","757","126","87","98","82","28","27","241265","919","236208","934","5057","453","3052","345","2005","315",
"5001400US2402","Congressional District 2 (114th Congress), Maryland","393540","3817","189492","2033","35091","1123","34594","1126","497","195","155","68","342","171","154401","1485","148563","1378","5838","533","3519","397","2319","400","204048","2403","32730","1104","32397","1106","333","140","91","65","242","120","171318","1818","164080","1661","7238","668","4487","531","2751","379",
"5001400US2403","Congressional District 3 (114th Congress), Maryland","447478","4541","216851","2456","38816","1137","38058","1143","758","213","308","153","450","159","178035","1965","168504","1949","9531","725","6537","578","2994","428","230627","2931","38137","1218","37684","1210","453","126","206","95","247","96","192490","2131","181024","2142","11466","649","8315","528","3151","400",
"5001400US2404","Congressional District 4 (114th Congress), Maryland","199122","2760","97975","1602","20967","851","20759","853","208","160","165","149","43","38","77008","1271","74592","1264","2416","303","1534","214","882","214","101147","1653","20189","905","20045","912","144","68","82","62","62","44","80958","1160","77653","1206","3305","369","2195","261","1110","238",
"5001400US2405","Congressional District 5 (114th Congress), Maryland","356530","1625","178337","1035","36704","550","36457","570","247","117","115","88","132","82","141633","896","137819","914","3814","412","2549","310","1265","268","178193","1035","35227","598","35017","607","210","98","74","55","136","82","142966","765","138467","766","4499","412","2734","309","1765","271",
"5001400US2406","Congressional District 6 (114th Congress), Maryland","457074","2398","224288","1585","47968","916","47129","914","839","246","292","89","547","222","176320","1225","166082","1195","10238","713","6551","575","3687","507","232786","1495","44167","852","43308","851","859","239","400","190","459","150","188619","1147","175986","1162","12633","783","8294","704","4339","495",
"5001400US2407","Congressional District 7 (114th Congress), Maryland","246756","3136","122980","1843","22882","883","22547","847","335","123","188","91","147","83","100098","1377","95672","1354","4426","448","2580","318","1846","320","123776","1893","21049","731","20688","761","361","160","187","94","174","120","102727","1573","97817","1639","4910","504","3131","406","1779","296",
"5001400US2408","Congressional District 8 (114th Congress), Maryland","466755","2899","226675","1783","48778","947","47475","975","1303","260","308","110","995","230","177897","1419","163423","1504","14474","711","8808","536","5666","457","240080","1707","47434","944","45841","932","1593","276","309","122","1284","236","192646","1261","174650","1398","17996","895","11424","714","6572","488",
"5001400US2501","Congressional District 1 (114th Congress), Massachusetts","544627","1295","262155","1007","49252","663","48558","667","694","204","225","108","469","185","212903","779","200914","1095","11989","815","7635","565","4354","558","282472","870","46913","514","46333","575","580","196","168","100","412","168","235559","710","222133","1303","13426","957","8826","713","4600","585",
"5001400US2502","Congressional District 2 (114th Congress), Massachusetts","587797","1933","285829","1443","56361","959","55666","1006","695","174","182","79","513","160","229468","1089","216768","1310","12700","868","7583","603","5117","612","301968","1305","54332","752","53405","763","927","255","174","105","753","255","247636","1107","233459","1496","14177","991","8437","649","5740","640",
"5001400US2503","Congressional District 3 (114th Congress), Massachusetts","522514","3209","257129","2395","53319","1334","52387","1351","932","254","225","105","707","238","203810","1835","190192","1891","13618","912","8469","717","5149","491","265385","2172","51129","1169","50372","1179","757","232","268","138","489","181","214256","1773","199928","1850","14328","848","8609","613","5719","618",
"5001400US2504","Congressional District 4 (114th Congress), Massachusetts","631100","2785","303820","1944","70828","1449","69676","1460","1152","258","438","166","714","210","232992","1503","211494","1574","21498","897","14026","673","7472","652","327280","2523","67234","1285","66080","1258","1154","261","329","125","825","234","260046","1872","236429","1890","23617","1151","16489","894","7128","674",
"5001400US2505","Congressional District 5 (114th Congress), Massachusetts","552857","3062","264401","2262","50415","1068","49014","1038","1401","349","316","157","1085","317","213986","2083","184001","1969","29985","1301","15760","896","14225","1117","288456","2047","49300","1036","47476","1093","1824","380","737","257","1087","263","239156","1753","208526","1902","30630","1253","16396","878","14234","1034",
"5001400US2506","Congressional District 6 (114th Congress), Massachusetts","623594","2043","300173","1858","63608","1033","63036","1056","572","180","298","111","274","132","236565","1385","220852","1459","15713","1008","9811","777","5902","636","323421","1585","58870","906","58084","934","786","198","483","159","303","116","264551","1330","247918","1601","16633","906","10739","708","5894","539",
"5001400US2507","Congressional District 7 (114th Congress), Massachusetts","320715","3391","158439","2024","15195","683","14299","681","896","267","202","114","694","242","143244","1906","122110","1823","21134","1292","8628","678","12506","982","162276","2132","13848","741","13224","692","624","213","117","56","507","206","148428","1979","128133","2084","20295","974","10412","718","9883","746",
"5001400US2508","Congressional District 8 (114th Congress), Massachusetts","566076","2748","273479","2001","52431","1005","51670","1004","761","231","175","98","586","236","221048","1804","203391","1845","17657","1026","11104","839","6553","593","292597","2071","50094","1141","49435","1169","659","194","239","113","420","156","242503","1656","222544","1737","19959","1090","12592","857","7367","659",
"5001400US2509","Congressional District 9 (114th Congress), Massachusetts","643364","2282","309115","1585","61063","934","60578","936","485","155","192","100","293","127","248052","1314","228488","1607","19564","983","12523","711","7041","690","334249","1772","57610","1022","57104","1026","506","207","157","87","349","194","276639","1323","254513","1347","22126","971","15559","785","6567","674",
"5001400US2601","Congressional District 1 (114th Congress), Michigan","645595","326","324155","208","61624","89","61457","104","167","50","106","43","61","36","262531","162","259699","313","2832","299","1684","189","1148","224","321440","185","58488","94","58209","158","279","120","83","45","196","120","262952","151","258704","407","4248","344","2441","233","1807","268",
"5001400US2602","Congressional District 2 (114th Congress), Michigan","574237","1515","282577","1023","63495","629","63200","618","295","101","174","88","121","61","219082","864","214754","942","4328","611","2345","324","1983","426","291660","1236","60293","754","59930","751","363","141","202","116","161","72","231367","843","227106","916","4261","416","2746","333","1515","246",
"5001400US2603","Congressional District 3 (114th Congress), Michigan","570972","1519","280672","1023","64971","652","64593","650","378","146","210","108","168","106","215701","888","212121","941","3580","407","2021","291","1559","267","290300","1266","61898","803","61535","824","363","106","207","101","156","61","228402","816","223670","904","4732","432","3014","341","1718","268",
"5001400US2604","Congressional District 4 (114th Congress), Michigan","647753","823","321307","623","68840","361","68658","360","182","72","104","46","78","50","252467","566","249893","683","2574","405","1397","261","1177","237","326446","650","64886","368","64714","359","172","54","101","40","71","33","261560","525","258146","683","3414","452","2130","293","1284","293",
"5001400US2605","Congressional District 5 (114th Congress), Michigan","517295","908","252075","636","53708","401","53493","408","215","99","121","80","94","64","198367","533","195070","636","3297","381","2005","286","1292","219","265220","656","50730","364","50642","367","88","42","45","30","43","36","214490","560","210940","704","3550","393","2355","305","1195","232",
"5001400US2606","Congressional District 6 (114th Congress), Michigan","578732","345","284811","209","61646","124","61279","187","367","129","48","35","319","123","223165","138","219120","369","4045","359","2109","252","1936","315","293921","202","58375","70","58094","132","281","97","125","70","156","76","235546","180","231129","407","4417","382","2462","266","1955","265",
"5001400US2607","Congressional District 7 (114th Congress), Michigan","625133","781","310080","693","69403","400","69048","387","355","151","118","58","237","137","240677","596","237851","687","2826","297","1679","253","1147","176","315053","578","65613","432","65199","460","414","173","117","63","297","144","249440","515","245939","658","3501","417","2016","255","1485","278",
"5001400US2608","Congressional District 8 (114th Congress), Michigan","593166","1678","292212","1191","64904","809","64183","858","721","179","314","111","407","135","227308","953","218990","1065","8318","565","4564","408","3754","411","300954","1148","60794","714","60065","747","729","196","327","116","402","167","240160","959","231574","1129","8586","578","5226","438","3360","333",
"5001400US2609","Congressional District 9 (114th Congress), Michigan","569027","2419","277696","1570","53090","1128","50827","1136","2263","415","357","124","1906","408","224606","1359","201211","1528","23395","1139","13536","744","9859","886","291331","1887","51192","982","49195","983","1997","343","456","149","1541","301","240139","1328","216232","1517","23907","949","14218","650","9689","626",
"5001400US2610","Congressional District 10 (114th Congress), Michigan","641823","2119","318146","1248","72316","825","71551","817","765","190","204","83","561","165","245830","1117","232866","1238","12964","832","8674","646","4290","610","323677","1572","68133","818","67683","831","450","168","129","69","321","151","255544","1120","241650","1185","13894","734","9111","588","4783","491",
"5001400US2611","Congressional District 11 (114th Congress), Michigan","577452","2539","284179","1666","62801","1014","61485","996","1316","278","542","192","774","186","221378","1354","205476","1469","15902","920","10483","703","5419","476","293273","1980","58812","1153","57406","1127","1406","268","577","167","829","204","234461","1492","218188","1684","16273","888","10372","686","5901","541",
"5001400US2612","Congressional District 12 (114th Congress), Michigan","534422","2395","260585","1791","54043","991","52773","968","1270","239","495","126","775","195","206542","1490","188352","1645","18190","724","11977","605","6213","473","273837","1584","52796","1061","51399","1058","1397","265","545","148","852","217","221041","1286","202010","1468","19031","782","12348","689","6683","553",
"5001400US2613","Congressional District 13 (114th Congress), Michigan","233824","2002","115295","1438","22878","852","22274","850","604","155","358","107","246","127","92417","1122","84662","1135","7755","520","5352","442","2403","285","118529","1275","21364","748","20816","792","548","153","357","110","191","103","97165","1094","88240","1216","8925","586","6059","505","2866","336",
"5001400US2614","Congressional District 14 (114th Congress), Michigan","216957","2312","106565","1680","20810","869","19728","848","1082","196","445","122","637","165","85755","1377","72562","1442","13193","674","8876","448","4317","506","110392","1584","19970","849","18939","831","1031","218","455","168","576","155","90422","1222","76111","1253","14311","800","9433","609","4878","541",
"5001400US2701","Congressional District 1 (114th Congress), Minnesota","583302","672","288286","395","63325","219","63019","243","306","108","109","36","197","92","224961","316","222515","382","2446","263","1378","194","1068","196","295016","416","60073","225","59835","255","238","92","92","48","146","71","234943","319","231836","578","3107","408","1899","259","1208","286",
"5001400US2702","Congressional District 2 (114th Congress), Minnesota","563486","969","277151","678","67165","459","66846","464","319","98","115","49","204","88","209986","477","205731","601","4255","430","2590","331","1665","276","286335","631","64677","430","64229","484","448","163","176","69","272","130","221658","518","216528","678","5130","447","3135","349","1995","270",
"5001400US2703","Congressional District 3 (114th Congress), Minnesota","543970","2549","263271","1671","58447","878","57804","853","643","179","379","153","264","114","204824","1453","197938","1504","6886","599","4617","487","2269","301","280699","1785","57048","942","56410","964","638","182","402","129","236","113","223651","1394","216051","1402","7600","604","5269","503","2331","325",
"5001400US2704","Congressional District 4 (114th Congress), Minnesota","472798","1000","228225","787","43349","529","42662","612","687","332","249","112","438","322","184876","592","180610","741","4266","460","2031","262","2235","367","244573","693","41579","441","41092","435","487","133","223","81","264","117","202994","490","198607","615","4387","392","2551","305","1836","289",
"5001400US2705","Congressional District 5 (114th Congress), Minnesota","436653","2451","215411","1680","31261","769","30990","794","271","108","147","62","124","91","184150","1536","177974","1626","6176","528","3154","322","3022","397","221242","1651","29217","845","28884","861","333","120","199","70","134","90","192025","1365","186147","1337","5878","476","3419","317","2459","348",
"5001400US2706","Congressional District 6 (114th Congress), Minnesota","612517","1295","308245","1075","78221","745","77697","748","524","157","316","109","208","116","230024","733","227586","857","2438","359","1465","288","973","197","304272","1100","74166","726","73828","728","338","95","178","63","160","83","230106","857","227363","902","2743","366","1714","309","1029","196",
"5001400US2707","Congressional District 7 (114th Congress), Minnesota","596108","651","297789","408","66203","241","66049","251","154","53","95","45","59","34","231586","317","230103","387","1483","183","805","171","678","130","298319","468","62398","262","62095","288","303","102","91","39","212","86","235921","386","233716","469","2205","282","1214","174","991","227",
"5001400US2708","Congressional District 8 (114th Congress), Minnesota","612965","362","309061","205","64495","155","64337","168","158","62","106","51","52","41","244566","185","242632","286","1934","261","1116","195","818","155","303904","301","61091","168","60956","175","135","54","78","52","57","34","242813","217","240165","363","2648","288","1594","166","1054","213",
"5001400US2801","Congressional District 1 (114th Congress), Mississippi","511032","587","249795","294","57794","176","57701","187","93","55","45","39","48","43","192001","180","191371","258","630","170","321","118","309","112","261237","377","54914","233","54852","236","62","46","24","25","38","38","206323","222","205217","315","1106","208","593","158","513","156",
"5001400US2802","Congressional District 2 (114th Congress), Mississippi","233609","1120","115025","818","22571","416","22471","396","100","75","39","40","61","64","92454","570","91756","628","698","302","310","115","388","214","118584","640","21294","365","21216","396","78","114","0","29","78","114","97290","497","96474","557","816","197","365","116","451","166",
"5001400US2803","Congressional District 3 (114th Congress), Mississippi","449548","1280","219754","876","49335","411","49062","450","273","154","169","123","104","99","170419","618","169141","637","1278","242","505","134","773","244","229794","729","46778","343","46614","348","164","92","100","80","64","53","183016","582","181730","591","1286","271","822","209","464","155",
"5001400US2804","Congressional District 4 (114th Congress), Mississippi","524524","433","259583","231","58310","162","58238","167","72","53","20","31","52","40","201273","172","199766","346","1507","285","971","244","536","143","264941","335","56009","224","55853","252","156","106","118","89","38","52","208932","182","206254","460","2678","407","1696","286","982","240",
"5001400US2901","Congressional District 1 (114th Congress), Missouri","316713","2227","155720","1575","24690","809","24282","837","408","168","110","86","298","140","131030","1168","125854","1307","5176","588","2382","355","2794","481","160993","1472","22931","865","22529","841","402","133","143","89","259","96","138062","1032","133079","1111","4983","554","2632","311","2351","432",
"5001400US2902","Congressional District 2 (114th Congress), Missouri","661307","3024","318410","2121","72284","1106","71126","1045","1158","270","594","199","564","184","246126","1571","235617","1734","10509","806","6365","543","4144","516","342897","1894","69329","1100","68190","1127","1139","237","594","164","545","164","273568","1349","262451","1700","11117","927","6880","636","4237","672",
"5001400US2903","Congressional District 3 (114th Congress), Missouri","696403","2919","345092","1665","82551","847","82246","862","305","123","209","104","96","90","262541","1229","260211","1206","2330","334","1296","274","1034","215","351311","1843","79092","999","78828","998","264","126","197","114","67","52","272219","1208","269386","1260","2833","362","1781","311","1052","230",
"5001400US2904","Congressional District 4 (114th Congress), Missouri","661754","1009","329243","516","73927","312","73745","352","182","108","26","19","156","107","255316","402","253139","497","2177","305","960","207","1217","226","332511","654","70217","279","69871","346","346","156","63","41","283","152","262294","516","258427","687","3867","440","2064","306","1803","313",
"5001400US2905","Congressional District 5 (114th Congress), Missouri","487939","2314","237823","1387","47947","772","47779","765","168","77","71","46","97","58","189876","935","187083","977","2793","390","1482","282","1311","269","250116","1400","45502","681","45291","701","211","91","140","82","71","44","204614","1009","201571","1111","3043","384","1800","302","1243","231",
"5001400US2906","Congressional District 6 (114th Congress), Missouri","670477","2400","330049","1418","78898","791","78694","804","204","108","153","106","51","28","251151","991","248842","1041","2309","357","1473","263","836","221","340428","1436","74603","687","74397","697","206","80","159","70","47","32","265825","1014","263291","1047","2534","357","1559","280","975","195",
"5001400US2907","Congressional District 7 (114th Congress), Missouri","675440","629","328849","347","75427","214","75201","282","226","149","28","21","198","150","253422","233","250960","502","2462","456","1292","337","1170","302","346591","390","71377","187","71176","217","201","90","62","50","139","75","275214","282","271900","549","3314","478","1750","356","1564","282",
"5001400US2908","Congressional District 8 (114th Congress), Missouri","681229","1280","337454","866","77635","416","77560","429","75","58","36","39","39","34","259819","665","258560","711","1259","221","566","134","693","173","343775","808","73168","481","73073","484","95","68","37","41","58","54","270607","619","268999","658","1608","214","783","172","825","176",
"5001400US3000","Congressional District (at Large) (114th Congress), Montana","877713","169","441057","196","91225","165","90978","188","247","82","69","37","178","75","349832","91","345611","439","4221","445","2277","324","1944","309","436656","173","86516","168","86272","208","244","99","128","83","116","60","350140","91","343476","476","6664","476","3857","355","2807","306",
"5001400US3101","Congressional District 1 (114th Congress), Nebraska","521790","999","259017","606","58538","404","57934","483","604","231","165","102","439","209","200479","465","197573","630","2906","382","1608","289","1298","261","262773","704","55116","443","54788","461","328","144","112","68","216","113","207657","484","203839","646","3818","435","2336","321","1482","261",
"5001400US3102","Congressional District 2 (114th Congress), Nebraska","463564","1049","227318","639","53362","401","53149","412","213","128","100","61","113","116","173956","485","171033","524","2923","335","1544","219","1379","255","236246","708","51492","440","51203","452","289","134","104","51","185","136","184754","475","181763","600","2991","321","1882","245","1109","197",
"5001400US3103","Congressional District 3 (114th Congress), Nebraska","521525","161","257706","126","57496","63","57369","119","127","97","21","21","106","95","200210","91","199335","310","875","293","371","99","504","258","263819","113","54236","100","54085","141","151","99","29","30","122","94","209583","53","208413","190","1170","176","662","109","508","127",
"5001400US3201","Congressional District 1 (114th Congress), Nevada","233210","3348","121877","1952","14359","752","14152","760","207","95","47","53","160","86","107518","1738","99269","1693","8249","711","5187","533","3062","447","111333","2064","12950","855","12725","865","225","89","18","21","207","87","98383","1544","89614","1548","8769","631","5385","520","3384","438",
"5001400US3202","Congressional District 2 (114th Congress), Nevada","467962","675","237213","436","44190","271","44105","267","85","63","4","8","81","64","193023","359","188075","647","4948","559","2965","417","1983","350","230749","404","41346","222","41268","225","78","70","44","57","34","38","189403","337","182951","646","6452","511","3912","391","2540","391",
"5001400US3203","Congressional District 3 (114th Congress), Nevada","421593","3445","212535","2219","38940","1158","38436","1150","504","186","84","57","420","179","173595","1909","160526","1940","13069","763","8012","603","5057","537","209058","2209","37474","1150","36866","1122","608","255","145","75","463","240","171584","1574","156800","1721","14784","981","9718","806","5066","534",
"5001400US3204","Congressional District 4 (114th Congress), Nevada","332427","3487","169395","1920","32410","1153","32207","1143","203","90","99","54","104","68","136985","1745","131430","1715","5555","591","3641","514","1914","325","163032","2373","31402","1185","31261","1179","141","77","43","42","98","60","131630","1790","124793","1697","6837","639","4505","518","2332","349",
"5001400US3301","Congressional District 1 (114th Congress), New Hampshire","608303","1572","298985","1332","61078","849","60595","862","483","176","195","118","288","114","237907","1047","230412","1137","7495","603","4631","510","2864","436","309318","1193","58057","806","57674","802","383","135","246","105","137","73","251261","927","242492","1140","8769","698","5653","550","3116","382",
"5001400US3302","Congressional District 2 (114th Congress), New Hampshire","602643","1572","297635","1320","61583","833","61253","844","330","123","148","67","182","87","236052","1060","229589","1122","6463","468","4091","402","2372","302","305008","1177","58663","797","58162","779","501","157","268","127","233","108","246345","902","238059","991","8286","570","5223","437","3063","376",
"5001400US3401","Congressional District 1 (114th Congress), New Jersey","473018","1478","229271","1028","47168","527","46761","535","407","194","183","106","224","132","182103","915","175663","1027","6440","550","4519","433","1921","350","243747","920","44583","577","44221","602","362","118","216","97","146","73","199164","626","192469","843","6695","532","4626","427","2069","349",
"5001400US3402","Congressional District 2 (114th Congress), New Jersey","488918","1531","236857","978","46018","571","45803","563","215","78","78","58","137","74","190839","795","183498","926","7341","601","4645","480","2696","401","252061","1090","43720","701","43388","698","332","147","142","79","190","130","208341","718","199572","1041","8769","797","5749","613","3020","392",
"5001400US3403","Congressional District 3 (114th Congress), New Jersey","564893","1921","272839","1349","55386","992","55046","973","340","145","84","49","256","139","217453","1035","209156","1119","8297","447","5766","384","2531","347","292054","1406","52833","849","52480","843","353","126","96","53","257","120","239221","1118","228000","1289","11221","712","8201","580","3020","381",
"5001400US3404","Congressional District 4 (114th Congress), New Jersey","576101","2736","276739","1989","69980","1215","69374","1222","606","191","231","99","375","165","206759","1439","194262","1650","12497","753","8861","629","3636","460","299362","1960","66414","1265","65870","1244","544","160","258","115","286","126","232948","1388","218005","1505","14943","861","11002","788","3941","453",
"5001400US3405","Congressional District 5 (114th Congress), New Jersey","529334","2872","258940","1830","57209","858","56120","872","1089","249","361","114","728","227","201731","1525","180833","1541","20898","1071","15744","838","5154","569","270394","1757","55213","968","54323","959","890","230","390","132","500","162","215181","1455","192312","1477","22869","1102","17537","890","5332","587",
"5001400US3406","Congressional District 6 (114th Congress), New Jersey","370539","2590","181877","1823","33258","949","32594","935","664","175","171","86","493","154","148619","1443","132072","1519","16547","928","11005","662","5542","609","188662","1783","31319","957","30607","954","712","206","216","135","496","169","157343","1240","140272","1345","17071","856","11428","710","5643","474",
"5001400US3407","Congressional District 7 (114th Congress), New Jersey","545635","2782","267203","1662","64094","832","62969","836","1125","248","308","90","817","242","203109","1384","185451","1539","17658","935","12115","763","5543","525","278432","1899","58435","983","57656","953","779","203","272","89","507","173","219997","1406","201054","1456","18943","806","13360","676","5583","492",
"5001400US3408","Congressional District 8 (114th Congress), New Jersey","196686","2738","100541","1766","14372","649","13164","636","1208","283","211","86","997","262","86169","1479","63337","1382","22832","1024","11117","625","11715","750","96145","1341","12964","560","11833","565","1131","229","288","153","843","213","83181","1182","59297","1047","23884","977","12600","749","11284","812",
"5001400US3409","Congressional District 9 (114th Congress), New Jersey","305019","3041","148984","2027","28748","923","27345","933","1403","274","385","135","1018","256","120236","1625","89362","1629","30874","1069","20696","968","10178","825","156035","1785","26049","857","24850","848","1199","287","466","166","733","218","129986","1484","96763","1563","33223","1306","22988","1012","10235","842",
"5001400US3410","Congressional District 10 (114th Congress), New Jersey","153247","2396","75355","1579","12854","695","11989","642","865","249","280","129","585","208","62501","1367","47817","1132","14684","883","8648","627","6036","640","77892","1505","13141","717","12199","700","942","212","451","161","491","148","64751","1227","50937","1227","13814","815","7964","541","5850","550",
"5001400US3411","Congressional District 11 (114th Congress), New Jersey","560981","2711","270093","1948","58408","1006","57555","1033","853","184","363","113","490","140","211685","1466","190407","1600","21278","1178","15566","977","5712","555","290888","1778","57478","988","56567","1020","911","193","327","119","584","168","233410","1445","209888","1854","23522","1156","17632","898","5890","624",
"5001400US3412","Congressional District 12 (114th Congress), New Jersey","367197","2373","178324","1613","33011","876","31975","880","1036","252","381","147","655","191","145313","1315","127820","1505","17493","901","11194","660","6299","572","188873","1656","31068","875","29935","874","1133","291","293","112","840","262","157805","1353","138619","1558","19186","1026","12704","849","6482","660",
