District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
Tennessee's 6th,TN-06,88.4,4.4,4.3,1.0,0.3,1.6,90.1,4.2,3.3,1.0,0.3,1.1,90.0,4.4,3.0,0.7,0.3,1.6,92.1,4.2,1.7,0.6,0.3,1.1,"759,175","671,380","33,315","32,660","7,430","2,005","12,390","586,385","528,605","24,605","19,310","5,755","1,690","6,415","742,425","668,270","32,790","22,240","4,985","2,005","12,135","571,230","525,940","24,085","9,695","3,590","1,690","6,240"
Tennessee's 7th,TN-07,80.4,10.0,5.1,2.1,0.3,2.1,82.1,10.0,4.2,2.0,0.3,1.4,81.7,10.1,4.3,1.4,0.3,2.1,83.5,10.2,3.3,1.3,0.3,1.4,"764,795","615,195","76,525","38,770","15,945","2,115","16,250","574,010","471,040","57,450","24,070","11,670","1,760","8,020","748,840","611,605","75,985","32,455","10,605","2,105","16,080","560,640","467,975","56,980","18,710","7,340","1,755","7,880"
Tennessee's 8th,TN-08,73.0,19.8,3.2,2.1,0.2,1.7,75.1,19.1,2.5,2.0,0.2,1.0,74.0,20.1,2.5,1.5,0.2,1.7,76.4,19.5,1.7,1.2,0.2,1.0,"708,030","516,785","139,960","22,900","15,105","1,515","11,765","543,010","407,970","103,960","13,840","10,700","1,305","5,230","694,895","514,530","139,425","17,580","10,115","1,515","11,735","531,380","406,000","103,530","9,200","6,140","1,305","5,200"
Tennessee's 9th,TN-09,23.5,66.0,7.3,1.7,0.1,1.4,27.1,64.3,5.5,1.9,0.1,1.0,24.3,68.6,4.4,1.1,0.1,1.4,28.3,67.4,2.0,1.2,0.1,1.0,"705,235","165,910","465,505","51,335","12,105",800,"9,575","526,770","142,625","338,790","29,210","10,185",640,"5,325","673,710","164,045","462,010","29,840","7,620",785,"9,405","498,420","140,845","335,770","10,120","5,890",625,"5,170"
Texas' 1st,TX-01,62.2,17.4,17.4,1.3,0.3,1.3,66.1,17.5,14.0,1.2,0.3,0.8,65.4,18.3,13.5,1.0,0.3,1.4,70.3,18.6,8.9,0.9,0.3,0.9,"718,215","446,985","125,270","124,815","9,415","2,075","9,660","541,325","357,990","94,810","75,725","6,725","1,710","4,365","680,445","445,070","124,645","92,160","6,885","2,070","9,625","506,505","356,165","94,185","45,325","4,795","1,700","4,330"
Texas' 2nd,TX-02,47.2,11.6,31.6,7.8,0.2,1.6,50.7,11.0,28.5,8.2,0.2,1.3,52.1,12.9,26.6,6.4,0.2,1.8,57.4,12.6,21.8,6.6,0.2,1.4,"785,385","370,345","91,095","248,485","61,080","1,500","12,885","592,505","300,585","65,260","168,815","48,875","1,245","7,720","688,800","358,530","89,185","183,355","44,100","1,490","12,150","505,415","290,160","63,500","109,975","33,400","1,230","7,145"
Texas' 3rd,TX-03,57.5,9.5,14.7,15.7,0.3,2.3,60.0,9.5,13.2,15.4,0.3,1.5,63.3,9.9,12.3,11.6,0.4,2.5,67.6,10.0,9.9,10.4,0.4,1.7,"842,865","484,325","79,905","124,205","132,510","2,855","19,070","622,005","373,270","58,850","82,275","96,010","2,090","9,505","745,285","471,780","73,690","91,925","86,705","2,845","18,330","535,570","362,155","53,565","53,115","55,760","2,080","8,890"
Texas' 4th,TX-04,71.8,10.3,13.9,1.2,0.6,2.2,74.9,10.3,11.5,1.3,0.6,1.5,74.7,10.7,10.9,0.8,0.7,2.3,78.7,10.7,7.5,0.8,0.7,1.6,"738,930","530,205","76,030","102,885","8,945","4,715","16,150","557,785","417,610","57,330","63,980","7,030","3,520","8,315","706,350","527,870","75,230","76,725","5,775","4,635","16,115","527,810","415,455","56,680","39,600","4,300","3,490","8,285"
Texas' 5th,TX-05,52.4,15.3,28.3,2.1,0.4,1.5,57.4,15.2,23.7,2.1,0.4,1.1,58.1,16.2,22.1,1.5,0.4,1.7,65.4,16.5,14.8,1.5,0.5,1.2,"744,340","389,770","113,615","210,815","15,905","2,815","11,415","549,115","315,465","83,390","130,105","11,660","2,280","6,220","665,335","386,510","107,950","146,740","10,295","2,815","11,030","477,690","312,575","78,730","70,930","7,230","2,275","5,950"
Texas' 6th,TX-06,48.9,20.5,22.9,5.1,0.3,2.3,52.9,19.8,20.0,5.4,0.3,1.6,52.0,21.0,20.0,4.3,0.3,2.4,57.1,20.5,16.0,4.4,0.3,1.7,"773,110","378,260","158,690","176,685","39,415","1,945","18,115","571,110","302,060","113,185","114,125","30,740","1,585","9,410","719,455","373,945","151,195","144,065","30,880","1,945","17,430","522,245","298,115","107,080","83,525","23,005","1,585","8,930"
Texas' 7th,TX-07,42.7,13.2,31.2,10.9,0.1,1.8,46.1,13.0,28.0,11.4,0.1,1.4,48.8,14.1,25.9,9.1,0.2,1.9,54.9,14.3,20.0,9.2,0.2,1.4,"785,025","335,345","103,695","244,915","85,670","1,125","14,280","582,605","268,355","75,775","163,100","66,155",870,"8,355","639,165","312,050","90,440","165,390","58,335","1,125","11,825","455,010","249,775","64,950","91,165","42,070",870,"6,180"
Texas' 8th,TX-08,64.3,8.3,22.4,3.0,0.3,1.8,67.4,8.6,19.4,3.0,0.3,1.2,68.7,8.7,18.0,2.4,0.3,1.9,73.1,9.2,13.8,2.2,0.3,1.3,"832,590","535,030","69,015","186,565","24,915","2,445","14,620","621,370","418,900","53,545","120,625","18,815","1,815","7,675","768,050","527,355","67,110","138,530","18,215","2,435","14,400","564,275","412,300","51,875","78,075","12,650","1,805","7,565"
Texas' 9th,TX-09,10.7,37.0,39.3,11.8,0.1,1.1,12.6,37.4,35.8,13.2,0.1,0.9,12.5,44.1,32.2,9.9,0.2,1.1,15.8,47.0,24.8,11.4,0.2,0.9,"781,990","83,630","289,570","306,965","92,545","1,005","8,280","576,095","72,575","215,260","206,200","76,225",850,"4,980","614,125","76,850","271,030","197,700","61,020","1,005","6,520","424,795","66,960","199,715","105,190","48,350",850,"3,730"
Texas' 10th,TX-10,53.1,10.7,28.3,5.8,0.2,1.9,57.0,10.4,25.2,5.9,0.2,1.3,58.0,11.4,23.8,4.7,0.2,2.0,63.5,11.4,19.0,4.5,0.2,1.4,"839,780","446,325","89,450","238,070","48,930","1,350","15,655","624,060","355,825","64,980","156,995","37,110","1,140","8,010","754,970","437,520","85,905","179,715","35,415","1,350","15,070","548,535","348,375","62,340","104,410","24,640","1,140","7,635"
Texas' 11th,TX-11,55.4,3.7,38.3,1.1,0.3,1.2,59.8,3.7,34.2,1.1,0.4,0.9,58.5,3.6,35.6,0.7,0.3,1.2,63.9,3.8,30.3,0.7,0.4,1.0,"764,040","423,400","28,005","292,845","8,405","2,475","8,905","570,200","340,715","21,165","194,800","6,175","2,020","5,330","720,105","421,470","26,045","256,050","5,270","2,445","8,820","530,155","338,930","19,915","160,550","3,520","1,995","5,240"
Texas' 12th,TX-12,62.0,8.6,23.1,3.7,0.4,2.2,66.2,8.2,19.8,3.9,0.4,1.5,65.4,8.9,20.2,2.8,0.4,2.3,70.8,8.5,15.9,2.8,0.4,1.6,"793,260","491,595","68,600","183,345","29,425","2,835","17,465","594,465","393,285","48,695","117,955","23,055","2,330","9,145","745,465","487,830","66,320","150,715","20,565","2,830","17,205","550,780","389,845","46,980","87,415","15,290","2,325","8,920"
Texas' 13th,TX-13,63.2,5.3,27.0,2.1,0.5,1.9,67.3,5.4,23.3,2.0,0.5,1.4,67.2,5.3,23.5,1.4,0.5,2.0,72.5,5.5,18.6,1.4,0.6,1.4,"710,845","449,545","37,750","191,635","15,105","3,590","13,220","532,870","358,830","28,965","124,120","10,835","2,845","7,275","663,825","446,100","35,370","156,260","9,555","3,585","12,955","491,025","355,965","27,050","91,445","6,680","2,840","7,050"
Texas' 14th,TX-14,50.7,19.5,25.0,3.2,0.3,1.4,53.9,19.4,22.2,3.3,0.2,1.0,53.6,20.7,21.4,2.6,0.3,1.5,57.7,21.0,17.5,2.5,0.3,1.0,"747,165","378,835","145,430","186,450","23,900","1,895","10,655","564,505","304,320","109,715","125,055","18,475","1,400","5,545","697,970","373,845","144,560","149,360","17,850","1,815","10,545","519,430","299,785","108,935","91,040","12,920","1,320","5,430"
Texas' 15th,TX-15,15.1,1.7,81.6,1.1,0.1,0.4,17.5,2.0,78.8,1.2,0.1,0.3,17.8,2.0,78.6,1.0,0.1,0.4,22.1,2.4,73.8,1.1,0.2,0.4,"776,970","117,105","13,530","634,070","8,525",890,"2,855","534,055","93,610","10,615","421,030","6,445",760,"1,595","651,515","115,890","13,160","512,270","6,540",890,"2,760","418,195","92,430","10,245","308,490","4,700",760,"1,565"
Texas' 16th,TX-16,13.5,3.5,80.5,1.4,0.2,0.9,15.1,3.7,78.8,1.5,0.3,0.7,15.0,3.8,78.7,1.1,0.3,1.0,17.5,4.2,76.0,1.3,0.3,0.8,"737,370","99,775","25,470","593,535","10,090","1,620","6,870","535,780","80,715","19,635","422,220","8,170","1,350","3,695","646,625","97,180","24,870","509,005","7,305","1,620","6,640","450,415","78,600","19,090","342,250","5,635","1,350","3,490"
Texas' 17th,TX-17,54.7,12.5,25.9,5.0,0.2,1.7,58.8,12.0,22.4,5.2,0.2,1.4,58.8,13.2,22.7,3.3,0.2,1.8,64.1,12.9,18.1,3.2,0.2,1.5,"764,595","418,125","95,540","197,975","38,545","1,535","12,875","588,130","345,775","70,600","131,850","30,680","1,170","8,060","702,165","412,550","92,920","159,630","22,955","1,535","12,570","531,130","340,660","68,315","96,210","16,970","1,170","7,800"
Texas' 18th,TX-18,16.1,36.2,42.6,4.1,0.1,1.0,19.2,36.9,38.3,4.6,0.1,0.9,18.3,42.1,34.7,3.6,0.1,1.1,22.8,45.0,26.8,4.2,0.1,1.1,"776,385","124,705","280,780","330,750","31,450",825,"7,870","570,980","109,540","210,475","218,705","26,420",605,"5,235","659,375","120,340","277,695","228,950","23,995",825,"7,575","461,850","105,380","207,735","123,825","19,320",605,"4,990"
Texas' 19th,TX-19,53.9,5.9,36.9,1.5,0.4,1.4,57.8,6.0,33.0,1.7,0.4,1.1,56.3,6.0,34.8,1.0,0.4,1.5,61.2,6.1,30.1,1.1,0.4,1.1,"725,505","390,755","42,925","267,350","11,165","2,875","10,430","545,180","315,245","32,490","180,080","9,200","2,200","5,960","685,820","385,940","41,065","238,510","7,180","2,875","10,245","508,720","311,190","30,985","153,120","5,400","2,200","5,825"
Texas' 20th,TX-20,21.2,4.9,69.3,3.1,0.1,1.4,23.6,5.1,66.5,3.4,0.2,1.2,22.5,5.2,68.6,2.2,0.2,1.4,25.7,5.5,65.0,2.3,0.2,1.2,"798,545","169,040","39,135","553,360","24,790","1,115","11,100","592,540","140,115","30,495","393,795","20,085",985,"7,065","724,400","162,715","37,505","496,815","16,015","1,105","10,235","524,275","134,955","29,030","340,870","12,250",975,"6,195"
Texas' 21st,TX-21,61.1,3.5,29.7,3.6,0.1,2.0,64.1,3.4,26.9,3.9,0.1,1.6,63.9,3.6,28.0,2.4,0.1,2.0,67.6,3.5,24.7,2.4,0.1,1.6,"795,910","486,125","28,125","236,175","28,820","1,020","15,645","635,850","407,735","21,890","170,750","24,680",860,"9,940","751,380","480,105","27,180","210,065","17,680","1,015","15,340","595,110","402,160","21,115","146,995","14,355",855,"9,630"
Texas' 22nd,TX-22,40.4,13.6,25.6,18.5,0.2,1.7,42.5,13.5,23.8,18.9,0.2,1.2,44.1,14.5,23.5,15.7,0.3,1.8,47.6,14.6,20.7,15.4,0.3,1.3,"880,195","355,665","119,760","225,015","163,125","2,080","14,560","635,355","270,045","85,515","150,940","119,880","1,520","7,455","776,315","342,680","112,905","182,480","121,970","2,040","14,235","545,680","259,810","79,905","113,155","84,135","1,520","7,155"
Texas' 23rd,TX-23,24.5,3.2,69.4,1.6,0.4,0.9,27.1,3.4,66.8,1.6,0.3,0.8,27.0,3.5,66.8,1.3,0.4,1.0,30.8,3.8,62.9,1.3,0.4,0.8,"760,105","186,535","24,335","527,390","11,910","2,730","7,205","546,530","147,850","18,670","365,140","8,985","1,780","4,110","683,310","184,680","23,740","456,350","8,865","2,730","6,945","474,240","146,120","18,075","298,125","6,275","1,780","3,870"
Texas' 24th,TX-24,47.2,11.6,24.5,14.1,0.3,2.3,51.0,11.5,21.5,13.9,0.3,1.8,54.4,12.2,20.2,10.2,0.4,2.6,60.6,12.3,15.4,9.3,0.4,2.0,"789,220","372,595","91,245","193,130","111,580","2,360","18,310","603,340","307,610","69,330","129,835","84,120","1,815","10,635","670,100","364,265","82,065","135,450","68,645","2,360","17,315","495,805","300,625","61,100","76,375","46,065","1,815","9,830"
Texas' 25th,TX-25,68.0,7.1,18.6,3.4,0.3,2.6,70.8,7.2,16.5,3.5,0.3,1.8,70.2,7.3,17.0,2.6,0.4,2.6,73.6,7.4,14.3,2.5,0.3,1.9,"768,405","522,670","54,350","143,275","25,790","2,630","19,690","582,610","412,430","41,680","95,905","20,300","1,755","10,535","736,550","516,975","53,460","125,105","18,960","2,630","19,410","553,090","407,170","40,850","79,050","13,950","1,755","10,325"
Texas' 26th,TX-26,64.3,7.9,18.2,6.6,0.4,2.6,67.2,8.0,16.1,6.7,0.4,1.7,68.2,8.0,15.9,4.7,0.4,2.8,72.4,8.2,12.8,4.4,0.4,1.9,"848,155","545,765","66,710","154,285","55,890","3,075","22,435","619,630","416,385","49,405","99,585","41,225","2,250","10,785","788,690","537,640","63,400","125,145","37,410","3,060","22,025","565,930","409,540","46,560","72,325","24,795","2,235","10,475"
Texas' 27th,TX-27,39.5,4.9,52.7,1.6,0.2,1.0,43.3,5.0,49.0,1.7,0.2,0.8,41.6,5.1,50.9,1.1,0.2,1.0,46.2,5.3,46.3,1.2,0.3,0.8,"737,100","291,345","36,085","388,775","12,130","1,670","7,100","551,210","238,655","27,575","269,975","9,535","1,305","4,170","694,865","288,820","35,660","353,920","7,900","1,670","6,900","512,355","236,475","27,185","237,440","5,985","1,305","3,965"
Texas' 28th,TX-28,16.2,4.0,77.6,1.1,0.1,1.0,19.0,4.5,74.3,1.2,0.1,0.8,18.7,4.6,74.5,0.9,0.1,1.1,23.3,5.5,69.1,1.1,0.1,1.0,"750,330","121,610","30,300","582,465","8,205",535,"7,215","517,730","98,615","23,375","384,770","6,340",475,"4,150","641,455","120,220","29,810","477,825","5,995",525,"7,085","417,475","97,300","22,975","288,315","4,390",465,"4,025"
Texas' 29th,TX-29,9.2,10.7,77.6,1.8,0.1,0.4,11.5,11.1,74.7,2.2,0.2,0.4,12.0,13.8,71.6,1.8,0.2,0.6,16.7,16.1,64.2,2.2,0.3,0.6,"745,390","68,760","79,760","578,790","13,650","1,100","3,335","515,890","59,210","57,395","385,200","11,110",910,"2,065","566,960","67,915","78,500","406,185","9,995","1,100","3,265","350,195","58,410","56,290","224,780","7,800",910,"1,995"
Texas' 30th,TX-30,15.0,42.5,39.2,1.9,0.1,1.2,18.6,44.0,34.0,2.2,0.2,1.0,16.8,48.3,31.6,1.7,0.2,1.4,21.7,52.1,22.8,2.0,0.2,1.2,"776,025","116,530","329,865","303,985","15,050","1,130","9,465","557,465","103,645","245,210","189,435","12,445",915,"5,815","678,000","114,040","327,365","214,280","11,820","1,120","9,380","466,760","101,205","243,085","106,400","9,440",900,"5,730"
Texas' 31st,TX-31,56.2,10.8,24.4,5.4,0.2,3.0,59.4,10.7,22.0,5.4,0.2,2.2,58.8,11.2,22.6,3.9,0.2,3.2,62.9,11.3,19.5,3.7,0.3,2.3,"829,810","466,690","89,720","202,185","44,405","1,790","25,020","610,030","362,585","65,485","134,235","32,970","1,515","13,240","782,330","460,140","87,795","176,960","30,900","1,790","24,750","566,720","356,750","63,760","110,720","21,010","1,515","12,965"
Texas' 32nd,TX-32,49.1,13.0,26.6,8.7,0.2,2.3,53.7,12.4,22.7,9.1,0.3,1.7,55.3,13.5,21.2,7.2,0.3,2.5,62.2,13.0,15.3,7.4,0.3,1.9,"764,700","375,320","99,505","203,260","66,840","1,910","17,865","583,990","313,705","72,555","132,780","53,385","1,575","9,990","664,625","367,805","89,440","140,610","48,110","1,855","16,805","493,395","306,775","64,050","75,325","36,590","1,520","9,140"
Texas' 33rd,TX-33,14.4,15.5,66.8,2.2,0.1,1.0,16.6,16.6,63.3,2.5,0.2,0.7,19.0,20.0,57.5,2.0,0.2,1.3,24.9,24.3,47.1,2.4,0.3,1.0,"736,785","106,150","114,145","491,945","16,410","1,060","7,075","507,995","84,540","84,395","321,590","12,935",930,"3,610","544,940","103,600","109,255","313,385","10,770","1,055","6,880","331,690","82,500","80,750","156,070","7,985",925,"3,460"
Texas' 34th,TX-34,13.5,1.1,84.4,0.6,0.1,0.2,16.1,1.4,81.5,0.7,0.1,0.2,15.3,1.3,82.6,0.4,0.1,0.3,19.1,1.6,78.4,0.5,0.2,0.2,"722,605","97,830","8,235","609,560","4,505",780,"1,695","507,990","81,755","6,960","413,985","3,630",745,910,"625,955","95,980","7,975","517,110","2,660",670,"1,565","417,850","79,960","6,715","327,745","1,930",630,860
Texas' 35th,TX-35,26.1,8.8,61.7,1.7,0.1,1.5,29.8,9.1,57.7,1.9,0.2,1.2,29.1,9.7,58.2,1.3,0.2,1.6,34.3,10.3,52.3,1.5,0.2,1.3,"806,895","210,775","71,105","498,155","13,455","1,095","12,305","598,235","178,535","54,545","345,435","11,575","1,030","7,115","712,970","207,345","68,805","414,720","9,295","1,090","11,715","511,005","175,300","52,820","267,470","7,620","1,025","6,765"
Texas' 36th,TX-36,61.4,9.1,25.4,2.1,0.4,1.6,65.0,9.1,22.2,2.2,0.3,1.2,65.2,9.6,21.6,1.6,0.4,1.6,70.0,9.7,17.1,1.7,0.4,1.2,"736,670","452,655","66,960","187,470","15,450","2,640","11,490","551,980","358,700","50,225","122,435","12,115","1,930","6,575","689,150","449,370","65,830","149,105","11,205","2,565","11,080","508,380","355,685","49,265","86,910","8,505","1,850","6,160"
Utah's 1st,UT-01,81.5,1.1,12.8,1.7,0.9,2.1,83.2,1.1,11.3,2.0,0.9,1.5,83.8,1.0,10.8,1.4,0.9,2.1,86.4,1.0,8.5,1.6,0.9,1.6,"751,770","612,505","7,995","96,140","12,850","6,575","15,710","517,675","430,605","5,690","58,580","10,425","4,530","7,835","726,660","608,790","7,195","78,460","10,065","6,550","15,605","494,575","427,295","5,035","42,060","7,915","4,505","7,765"
Utah's 2nd,UT-02,76.5,1.2,15.6,3.8,1.0,2.1,79.0,1.1,13.6,4.0,0.9,1.5,80.8,1.0,12.3,2.8,1.0,2.1,84.8,0.9,9.0,2.7,1.0,1.6,"752,755","575,520","8,750","117,585","28,270","7,185","15,445","544,540","430,200","5,800","74,005","21,515","4,835","8,195","706,120","570,420","7,250","86,690","19,600","7,155","15,000","501,465","425,370","4,690","45,090","13,725","4,805","7,795"
Utah's 3rd,UT-03,82.7,0.6,10.5,2.6,1.3,2.3,84.4,0.6,9.3,2.8,1.3,1.6,85.7,0.5,8.2,1.9,1.4,2.3,88.5,0.5,6.0,2.0,1.4,1.7,"749,830","620,005","4,455","79,085","19,505","9,845","16,935","521,760","440,190","2,880","48,505","14,665","7,030","8,490","717,160","614,350","3,940","58,595","13,855","9,800","16,620","491,850","435,155","2,435","29,450","9,630","6,985","8,195"
Utah's 4th,UT-04,74.8,1.6,16.3,4.5,0.6,2.2,76.7,1.4,14.8,5.0,0.7,1.4,79.4,1.4,12.9,3.4,0.6,2.3,83.1,1.2,9.9,3.6,0.7,1.5,"790,995","591,675","12,630","129,310","35,680","4,645","17,060","542,325","415,695","7,815","80,470","26,955","3,625","7,760","737,965","586,205","10,005","95,295","25,230","4,600","16,625","495,025","411,190","6,030","48,880","17,830","3,585","7,500"
Vermont's At-Large,VT-AL,93.1,1.2,1.9,1.8,0.3,1.8,93.9,1.1,1.7,1.7,0.3,1.3,94.1,1.0,1.7,1.0,0.3,1.8,95.0,0.9,1.5,1.0,0.3,1.3,"624,975","581,680","7,715","11,675","11,020","1,870","11,015","506,630","475,585","5,415","8,515","8,850","1,595","6,670","611,690","575,600","6,375","10,595","6,420","1,855","10,845","494,675","469,785","4,415","7,475","4,880","1,580","6,535"
Virginia's 1st,VA-01,67.3,16.1,9.6,3.2,0.3,3.4,69.7,16.3,8.2,3.3,0.3,2.1,69.4,16.5,7.7,2.7,0.3,3.5,72.2,16.7,5.9,2.7,0.3,2.2,"785,775","529,075","126,725","75,250","25,350","2,435","26,935","597,735","416,515","97,500","49,130","19,730","2,070","12,790","756,450","524,640","124,610","58,305","20,240","2,355","26,295","570,905","412,470","95,550","33,415","15,130","1,990","12,355"
Virginia's 2nd,VA-02,62.8,19.5,8.0,5.6,0.3,3.9,65.3,19.0,7.1,5.8,0.2,2.6,64.3,19.9,7.0,4.5,0.3,4.0,67.1,19.5,5.9,4.6,0.3,2.6,"738,570","464,025","143,970","58,780","41,055","1,875","28,865","578,680","377,620","109,865","41,050","33,805","1,415","14,920","711,310","457,670","141,545","49,640","32,035","1,875","28,545","554,235","372,030","107,905","32,525","25,740","1,415","14,620"
Virginia's 3rd,VA-03,41.9,45.5,6.3,2.7,0.3,3.3,44.8,44.3,5.4,2.9,0.3,2.2,42.5,46.4,5.3,2.1,0.3,3.4,45.6,45.2,4.3,2.2,0.3,2.3,"738,835","309,315","336,355","46,310","20,240","2,180","24,430","571,895","256,290","253,190","31,130","16,695","1,920","12,670","720,105","306,215","333,805","38,405","15,275","2,170","24,230","554,975","253,345","250,865","23,890","12,465","1,905","12,500"
Virginia's 4th,VA-04,49.0,40.9,5.4,1.8,0.2,2.6,51.1,40.2,4.6,2.0,0.3,1.9,49.9,41.8,3.9,1.5,0.2,2.7,52.1,41.2,2.9,1.6,0.3,1.9,"765,420","375,425","313,170","40,990","13,950","1,790","20,085","602,945","307,990","242,295","27,765","12,065","1,590","11,250","745,540","371,875","311,475","29,180","11,315","1,790","19,910","584,925","304,630","240,780","17,210","9,635","1,590","11,080"
Virginia's 5th,VA-05,72.6,19.4,3.8,1.8,0.2,2.2,74.1,19.3,3.1,1.9,0.2,1.5,74.0,19.8,2.7,1.2,0.2,2.2,75.8,19.7,1.7,1.1,0.2,1.5,"734,215","532,965","142,515","27,745","13,575","1,290","16,130","588,190","436,035","113,245","17,975","11,245",990,"8,700","714,450","528,765","141,145","18,990","8,385","1,275","15,885","570,230","432,195","112,125","9,905","6,545",975,"8,490"
Virginia's 6th,VA-06,79.6,10.9,5.4,1.9,0.2,2.0,81.7,10.4,4.4,1.9,0.2,1.3,81.8,10.8,4.0,1.2,0.2,2.1,84.2,10.4,2.8,1.1,0.2,1.3,"750,775","597,475","81,760","40,300","14,460","1,460","15,325","598,215","488,770","62,405","26,470","11,645","1,220","7,700","725,420","593,045","78,515","29,020","8,440","1,455","14,955","575,965","484,920","59,715","16,290","6,415","1,215","7,410"
Virginia's 7th,VA-07,66.7,17.8,7.3,5.2,0.2,2.8,68.8,18.2,6.0,5.2,0.2,1.7,69.4,18.5,5.4,3.6,0.2,2.8,72.0,19.0,3.7,3.4,0.3,1.7,"777,355","518,580","138,745","56,405","40,265","1,795","21,565","595,405","409,530","108,095","35,710","30,670","1,410","9,995","738,835","512,970","137,040","39,685","26,745","1,795","20,590","561,595","404,385","106,605","20,940","18,825","1,410","9,435"
Virginia's 8th,VA-08,51.9,14.0,19.1,11.6,0.1,3.2,54.1,13.8,17.3,12.2,0.1,2.4,58.8,14.0,14.0,9.6,0.2,3.5,62.7,13.9,10.8,9.9,0.1,2.6,"792,945","411,710","111,015","151,235","92,240","1,090","25,645","626,080","338,620","86,490","108,465","76,635",740,"15,130","672,735","395,640","93,965","94,110","64,400","1,090","23,530","517,765","324,615","71,835","55,885","51,345",740,"13,340"
Virginia's 9th,VA-09,89.5,5.3,2.2,1.5,0.2,1.3,90.1,5.4,1.9,1.5,0.2,0.9,90.6,5.3,1.7,1.0,0.2,1.3,91.4,5.4,1.3,0.9,0.2,0.9,"711,470","637,085","37,970","15,850","10,345","1,150","9,065","579,565","522,350","31,180","10,920","8,625","1,110","5,385","700,380","634,685","37,420","11,695","6,675","1,150","8,755","569,315","520,180","30,760","7,130","5,045","1,110","5,095"
Virginia's 10th,VA-10,61.3,6.8,13.4,14.8,0.2,3.5,63.8,7.0,12.1,14.7,0.2,2.2,66.0,7.1,10.3,12.7,0.2,3.7,70.1,7.3,7.9,12.1,0.2,2.4,"826,915","507,065","56,445","111,000","122,130","1,645","28,625","606,075","386,930","42,240","73,080","89,000","1,235","13,590","751,970","496,585","53,060","77,385","95,510","1,620","27,805","538,860","377,770","39,300","42,560","65,115","1,210","12,905"
Virginia's 11th,VA-11,46.2,12.8,18.6,18.1,0.2,4.0,48.9,12.5,16.5,18.8,0.2,3.0,52.1,13.6,14.5,15.2,0.2,4.3,56.8,13.5,11.1,15.3,0.2,3.1,"791,510","365,795","101,450","147,305","143,550","1,375","32,035","601,575","294,360","75,365","99,560","113,135","1,155","17,995","674,185","351,545","91,840","98,085","102,340","1,360","29,015","497,470","282,510","67,055","55,195","75,930","1,135","15,640"
Washington's 1st,WA-01,73.8,1.2,8.8,11.3,1.0,3.8,76.7,1.2,7.3,11.3,1.0,2.6,78.6,1.2,7.3,7.7,1.1,4.1,82.7,1.2,5.2,7.1,1.1,2.8,"742,135","548,010","8,960","65,645","83,845","7,480","28,190","567,295","434,865","6,890","41,150","64,280","5,520","14,595","674,095","529,690","7,850","49,455","51,960","7,420","27,710","506,580","418,795","5,840","26,345","35,890","5,465","14,245"
Washington's 2nd,WA-02,71.0,3.0,10.9,9.4,1.0,4.7,74.6,2.9,8.7,9.6,1.0,3.4,74.8,2.7,9.1,7.5,1.1,4.9,79.1,2.6,6.3,7.4,1.0,3.5,"730,430","518,940","21,625","79,960","68,505","7,385","34,015","578,950","431,705","16,755","50,085","55,435","5,530","19,430","679,565","508,150","18,425","61,530","50,850","7,320","33,290","533,390","422,070","13,935","33,740","39,360","5,465","18,820"
Washington's 3rd,WA-03,80.7,1.3,9.4,3.8,0.7,4.1,83.8,1.3,7.2,4.0,0.7,3.0,83.0,1.2,7.6,3.2,0.7,4.2,86.7,1.3,4.9,3.2,0.7,3.2,"719,100","580,590","9,035","67,530","27,515","5,095","29,335","549,870","460,670","7,125","39,670","21,895","3,755","16,750","690,335","572,820","8,590","52,755","21,965","5,080","29,130","523,295","453,840","6,695","25,795","16,640","3,740","16,590"
Washington's 4th,WA-04,54.0,1.1,38.9,1.6,2.1,2.3,60.7,1.1,32.6,1.8,2.2,1.8,60.7,1.1,32.0,1.3,2.4,2.5,70.9,1.1,22.0,1.5,2.6,2.0,"719,815","388,915","7,640","280,195","11,510","15,350","16,215","510,780","309,835","5,415","166,320","9,070","11,155","8,995","634,945","385,385","6,790","203,405","8,200","15,305","15,855","432,800","306,735","4,850","95,010","6,315","11,110","8,775"
