District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
Kentucky's 5th,KY-05,95.9,1.4,1.2,0.4,0.2,0.8,96.3,1.5,1.0,0.4,0.2,0.6,96.3,1.4,1.0,0.3,0.2,0.8,96.7,1.5,0.7,0.2,0.2,0.6,"711,115","682,135","10,175","8,630","2,850","1,450","5,885","553,250","532,755","8,355","5,355","1,960","1,255","3,565","707,830","681,380","10,045","7,005","2,140","1,450","5,810","550,190","532,065","8,225","3,805","1,350","1,255","3,490"
Kentucky's 6th,KY-06,82.7,8.7,4.5,1.9,0.2,2.0,84.7,8.3,3.6,1.9,0.2,1.3,85.2,8.7,2.9,1.0,0.2,2.0,87.6,8.5,1.6,0.9,0.2,1.3,"751,140","621,510","65,185","34,070","14,135","1,410","14,825","583,765","494,475","48,740","20,920","11,175","1,070","7,390","723,805","616,725","63,285","20,850","7,250","1,270","14,425","559,535","490,230","47,470","8,810","4,965","1,030","7,035"
Louisiana's 1st,LA-01,73.0,13.2,8.6,2.3,1.2,1.7,75.4,12.2,8.0,2.3,1.1,1.2,75.3,13.7,6.4,1.7,1.2,1.7,78.1,12.6,5.4,1.6,1.1,1.2,"792,295","578,640","104,945","68,265","18,060","9,135","13,250","609,785","459,585","74,170","48,550","13,735","6,700","7,050","762,895","574,240","104,435","48,985","12,940","9,135","13,160","583,600","455,560","73,675","31,400","9,305","6,700","6,950"
Louisiana's 2nd,LA-02,28.2,61.7,6.0,2.6,0.2,1.2,30.9,59.3,5.9,2.8,0.2,1.0,28.7,63.7,4.1,2.0,0.2,1.3,31.7,61.5,3.7,2.0,0.2,1.0,"779,920","219,815","481,530","46,870","20,580","1,505","9,625","600,370","185,430","355,810","35,465","16,595","1,160","5,910","752,895","216,290","479,500","31,180","14,975","1,470","9,480","575,390","182,145","353,980","21,065","11,295","1,130","5,780"
Louisiana's 3rd,LA-03,68.2,24.4,3.7,1.5,0.3,2.0,70.7,23.1,3.3,1.5,0.4,1.1,69.3,24.8,2.5,1.0,0.3,2.0,72.1,23.6,2.0,0.9,0.4,1.1,"775,985","529,330","189,210","28,415","11,485","2,390","15,155","581,520","410,975","134,375","19,175","8,640","2,055","6,300","760,695","527,380","188,690","19,390","7,725","2,390","15,120","567,630","409,125","133,855","11,125","5,205","2,055","6,265"
Louisiana's 4th,LA-04,58.8,33.9,3.8,1.0,0.7,1.7,61.2,32.6,3.4,1.1,0.8,1.0,59.4,34.3,3.0,0.8,0.7,1.7,61.9,33.1,2.4,0.8,0.8,1.0,"759,845","447,135","257,730","28,920","7,940","5,470","12,645","573,340","350,765","186,905","19,295","6,240","4,395","5,735","748,995","445,170","257,210","22,815","5,885","5,450","12,465","563,455","348,965","186,470","13,800","4,270","4,375","5,580"
Louisiana's 5th,LA-05,60.2,35.4,2.3,0.7,0.4,1.0,62.4,33.7,2.0,0.7,0.4,0.7,60.8,35.7,1.7,0.4,0.4,1.0,63.1,34.0,1.3,0.4,0.4,0.7,"752,485","453,095","266,685","17,145","5,295","2,985","7,280","570,840","356,380","192,375","11,545","4,095","2,355","4,090","744,070","452,260","265,955","12,460","3,260","2,930","7,200","563,195","355,575","191,695","7,270","2,345","2,295","4,010"
Louisiana's 6th,LA-06,67.7,23.9,4.3,2.2,0.3,1.6,70.4,22.1,3.8,2.3,0.3,1.1,69.0,24.3,3.2,1.5,0.4,1.6,72.0,22.6,2.5,1.5,0.4,1.1,"785,140","531,680","187,290","33,795","17,020","2,735","12,625","595,785","419,350","131,915","22,695","13,410","2,030","6,390","766,160","528,915","186,210","24,460","11,430","2,735","12,410","578,770","416,700","130,945","14,485","8,405","2,030","6,200"
Maine's 1st,ME-01,93.3,1.6,1.6,1.5,0.3,1.7,94.4,1.3,1.4,1.4,0.3,1.2,94.2,1.2,1.5,1.1,0.3,1.7,95.4,0.9,1.2,1.0,0.3,1.2,"673,135","627,860","10,790","10,955","9,880","2,090","11,565","541,975","511,790","6,780","7,520","7,685","1,690","6,515","660,215","622,245","7,670","9,955","7,065","2,090","11,190","531,155","506,835","4,635","6,615","5,180","1,685","6,205"
Maine's 2nd,ME-02,94.4,0.7,1.3,0.7,0.8,2.0,95.5,0.6,1.1,0.7,0.8,1.4,94.9,0.6,1.3,0.5,0.8,2.0,96.0,0.4,1.0,0.4,0.8,1.4,"656,785","619,780","4,755","8,820","4,905","5,435","13,095","528,445","504,520","3,030","5,625","3,760","4,150","7,350","648,170","615,040","3,565","8,110","3,235","5,280","12,940","520,715","500,010","2,310","4,985","2,210","3,995","7,200"
Maryland's 1st,MD-01,80.4,11.8,3.7,2.2,0.2,1.9,82.3,11.3,3.0,2.1,0.2,1.1,81.8,11.6,2.8,1.7,0.2,1.9,84.0,11.2,1.9,1.5,0.2,1.1,"728,395","585,325","85,665","26,690","15,850","1,140","13,725","571,035","469,825","64,710","17,055","12,035",995,"6,415","710,770","581,565","82,570","19,970","12,020","1,130","13,510","555,065","466,330","62,200","10,805","8,530",990,"6,215"
Maryland's 2nd,MD-02,51.8,33.4,6.4,5.5,0.2,2.7,55.9,31.4,5.2,5.6,0.3,1.6,54.3,33.9,4.9,3.9,0.3,2.8,59.1,31.9,3.3,3.7,0.3,1.7,"751,655","389,640","250,895","47,960","41,190","1,840","20,130","576,945","322,695","181,095","30,095","32,155","1,450","9,455","706,580","383,415","239,800","34,550","27,255","1,785","19,775","536,925","317,325","171,180","17,965","19,860","1,395","9,200"
Maryland's 3rd,MD-03,60.0,21.3,8.7,7.1,0.2,2.8,63.1,20.3,7.4,7.1,0.2,1.8,63.6,21.3,6.3,5.6,0.2,2.9,67.6,20.3,4.5,5.5,0.2,1.9,"747,025","448,085","159,485","64,770","52,860","1,245","20,575","589,415","372,050","119,870","43,495","42,125","1,060","10,815","693,445","441,150","148,000","44,020","39,055","1,245","19,975","540,440","365,575","109,660","24,260","29,590","1,060","10,295"
Maryland's 4th,MD-04,26.7,52.4,15.6,3.1,0.2,2.0,27.7,53.4,13.8,3.3,0.2,1.6,29.8,56.0,9.3,2.5,0.2,2.2,31.7,58.1,5.6,2.7,0.2,1.7,"741,905","197,900","388,790","115,925","22,950","1,255","15,085","565,405","156,760","302,105","77,915","18,685","1,095","8,850","657,310","195,695","368,395","60,860","16,650","1,225","14,490","487,745","154,685","283,325","27,340","12,970","1,060","8,355"
Maryland's 5th,MD-05,46.8,37.6,8.0,4.1,0.3,3.2,48.9,37.4,6.8,4.4,0.3,2.2,49.0,38.4,5.9,3.1,0.3,3.4,51.6,38.5,4.1,3.2,0.3,2.3,"753,865","353,080","283,105","60,060","31,000","2,285","24,330","580,215","283,720","217,145","39,275","25,530","1,785","12,760","713,485","349,355","273,860","41,910","22,160","2,280","23,915","543,350","280,230","208,995","22,500","17,360","1,780","12,480"
Maryland's 6th,MD-06,60.4,13.1,12.8,10.7,0.2,2.8,63.5,12.6,11.2,10.9,0.1,1.7,65.5,13.0,9.4,8.9,0.2,3.0,70.1,12.4,7.0,8.7,0.2,1.8,"755,155","455,830","99,215","96,820","81,105","1,190","20,995","576,335","365,845","72,650","64,705","62,615",855,"9,665","681,490","446,675","88,290","64,040","60,985","1,145","20,350","510,380","357,640","63,065","35,570","44,215",815,"9,075"
Maryland's 7th,MD-07,33.4,53.6,3.8,7.0,0.2,2.0,35.4,52.7,3.4,6.8,0.3,1.4,34.6,55.3,2.8,5.0,0.3,2.1,36.9,54.5,2.3,4.6,0.3,1.5,"727,420","243,085","389,745","27,440","50,695","1,780","14,675","568,675","201,435","299,460","19,395","38,845","1,460","8,075","690,000","238,940","381,290","19,385","34,255","1,780","14,360","535,180","197,520","291,675","12,230","24,510","1,460","7,790"
Maryland's 8th,MD-08,61.5,11.8,14.6,9.4,0.2,2.5,63.3,11.8,13.3,9.8,0.2,1.6,67.5,11.0,10.6,7.9,0.2,2.7,70.9,11.0,8.0,8.2,0.2,1.8,"754,485","463,890","89,190","110,480","70,790","1,190","18,940","584,070","369,750","69,025","77,525","57,370","1,015","9,390","664,065","448,525","73,340","70,090","52,705","1,165","18,240","503,180","356,930","55,160","40,170","41,100","1,000","8,830"
Massachusetts' 1st,MA-01,73.7,5.7,16.9,1.9,0.1,1.6,77.6,5.4,13.9,1.9,0.1,1.0,74.9,5.4,16.7,1.4,0.1,1.6,79.0,5.0,13.5,1.3,0.1,1.0,"730,825","538,760","41,645","123,570","14,170","1,050","11,635","576,725","447,375","31,145","80,355","11,050",775,"6,025","707,070","529,445","38,100","117,775","9,795",975,"10,985","555,730","438,935","27,965","75,200","7,295",700,"5,635"
Massachusetts' 2nd,MA-02,78.9,4.6,9.2,5.4,0.1,1.7,81.4,4.2,7.8,5.3,0.2,1.1,82.0,3.8,8.6,3.7,0.1,1.7,85.2,3.3,7.0,3.3,0.2,1.1,"740,590","584,285","34,395","68,115","40,195","1,070","12,530","587,845","478,740","24,840","45,805","31,065",960,"6,435","696,955","571,700","26,495","60,035","25,745",980,"12,005","548,665","467,250","18,070","38,550","17,955",890,"5,945"
Massachusetts' 3rd,MA-03,69.2,2.8,18.4,7.7,0.1,1.6,72.5,2.8,16.0,7.5,0.1,1.1,73.2,2.5,16.3,6.3,0.1,1.6,77.6,2.3,13.3,5.7,0.1,1.0,"754,800","522,410","21,510","139,160","58,410",955,"12,360","579,800","420,385","16,010","93,030","43,460",780,"6,140","695,185","508,935","17,245","113,115","43,790",955,"11,145","525,775","407,780","12,200","70,115","29,880",780,"5,030"
Massachusetts' 4th,MA-04,85.0,2.8,4.3,6.0,0.0,1.8,86.6,2.7,3.8,5.8,0.1,1.1,87.2,2.6,3.9,4.4,0.0,1.8,89.2,2.5,3.3,3.9,0.0,1.1,"747,490","635,665","20,845","32,215","44,890",335,"13,535","576,390","499,080","15,415","21,865","33,315",290,"6,430","709,785","619,060","18,585","27,740","31,090",295,"13,015","543,315","484,520","13,475","17,780","21,245",270,"6,025"
Massachusetts' 5th,MA-05,73.7,4.6,8.5,10.9,0.1,2.1,75.6,4.4,7.6,10.9,0.1,1.4,79.0,4.0,7.1,7.7,0.1,2.2,82.0,3.7,5.8,7.0,0.1,1.4,"753,460","555,515","34,850","63,925","82,395",735,"16,040","603,585","456,125","26,650","45,685","65,905",665,"8,555","663,390","523,760","26,440","46,995","51,030",610,"14,550","520,345","426,690","19,375","29,940","36,665",540,"7,140"
Massachusetts' 6th,MA-06,82.8,3.0,8.5,4.2,0.1,1.4,85.3,2.8,7.0,4.0,0.1,0.9,86.0,2.6,6.7,3.2,0.1,1.4,89.0,2.3,5.0,2.8,0.1,0.9,"755,440","625,865","22,770","64,230","31,370",520,"10,680","595,705","507,930","16,655","41,940","23,680",350,"5,145","712,620","612,805","18,425","47,975","22,620",480,"10,305","556,965","495,620","12,695","27,665","15,835",315,"4,840"
Massachusetts' 7th,MA-07,42.2,24.2,21.1,10.0,0.2,2.3,46.4,22.6,18.5,10.4,0.2,2.0,47.2,24.8,17.6,7.7,0.2,2.4,53.1,23.0,14.0,7.7,0.2,2.0,"768,050","323,745","186,185","162,130","76,905","1,480","17,605","635,095","294,370","143,375","117,575","66,090","1,255","12,430","636,625","300,305","158,200","112,345","48,945","1,440","15,395","512,685","272,020","117,760","71,700","39,555","1,215","10,435"
Massachusetts' 8th,MA-08,75.1,9.8,5.5,7.7,0.1,1.8,77.5,8.7,4.7,7.7,0.1,1.2,78.3,8.9,5.1,5.8,0.1,1.8,81.4,7.6,4.2,5.5,0.1,1.2,"756,875","568,775","74,155","41,345","58,205","1,015","13,380","605,355","469,260","52,840","28,525","46,895",735,"7,100","705,680","552,480","62,605","36,055","40,655","1,015","12,875","557,940","454,050","42,440","23,595","30,500",735,"6,615"
Massachusetts' 9th,MA-09,88.6,2.8,5.0,1.5,0.2,1.9,90.5,2.7,3.9,1.4,0.2,1.3,89.7,2.5,4.5,1.2,0.2,1.9,91.9,2.3,3.3,1.0,0.2,1.3,"734,615","650,690","20,530","37,050","11,210","1,525","13,610","591,090","534,920","15,750","23,200","8,305","1,330","7,585","707,605","634,965","17,465","32,040","8,415","1,505","13,220","565,905","520,025","12,930","18,555","5,780","1,305","7,305"
Michigan's 1st,MI-01,91.3,1.6,1.8,0.7,2.3,2.3,92.4,1.8,1.4,0.7,2.1,1.6,91.8,1.5,1.6,0.5,2.3,2.3,92.9,1.8,1.2,0.4,2.1,1.6,"702,600","641,635","11,020","12,535","5,130","16,385","15,890","568,850","525,540","10,250","7,990","3,955","12,000","9,115","695,750","638,760","10,685","11,045","3,165","16,280","15,805","562,555","522,865","9,920","6,595","2,235","11,900","9,045"
Michigan's 2nd,MI-02,79.7,6.1,9.2,2.2,0.4,2.4,82.8,5.7,7.2,2.2,0.4,1.5,81.7,6.1,7.7,1.5,0.4,2.4,85.5,5.8,5.3,1.5,0.4,1.6,"724,020","576,705","44,085","66,755","16,185","3,155","17,140","549,260","455,015","31,535","39,755","12,210","2,330","8,410","701,475","573,450","42,955","54,150","10,835","3,145","16,940","529,020","452,070","30,600","28,130","7,675","2,330","8,220"
Michigan's 3rd,MI-03,79.9,8.3,7.2,1.8,0.4,2.5,82.9,7.8,5.6,1.8,0.4,1.5,82.0,8.4,5.6,1.1,0.4,2.5,85.5,7.9,3.7,1.0,0.4,1.5,"725,580","579,695","60,345","51,885","13,135","2,580","17,940","546,805","453,305","42,825","30,585","9,940","2,120","8,035","702,545","575,830","59,055","39,525","7,760","2,565","17,815","526,275","449,785","41,725","19,245","5,480","2,105","7,935"
Michigan's 4th,MI-04,91.8,1.8,3.0,1.0,0.6,1.7,92.8,1.9,2.5,1.0,0.6,1.2,92.4,1.7,2.9,0.6,0.6,1.7,93.5,1.9,2.3,0.5,0.6,1.2,"701,885","644,540","12,385","21,190","7,285","4,285","12,205","554,340","514,375","10,635","13,775","5,565","3,220","6,760","694,060","641,550","12,020","20,120","4,275","4,210","11,890","547,355","511,655","10,335","12,790","2,880","3,170","6,520"
Michigan's 5th,MI-05,74.2,17.2,4.8,0.9,0.4,2.6,77.0,16.2,3.9,0.9,0.3,1.6,74.5,17.3,4.7,0.6,0.4,2.5,77.4,16.3,3.8,0.6,0.3,1.6,"687,000","509,500","118,195","33,035","6,285","2,445","17,530","531,195","409,185","85,875","20,845","4,970","1,840","8,475","680,590","506,815","117,780","31,960","4,310","2,425","17,290","525,345","406,645","85,465","19,835","3,345","1,820","8,240"
Michigan's 6th,MI-06,81.3,8.2,5.8,1.5,0.4,2.8,84.1,7.6,4.5,1.6,0.3,1.8,82.8,8.1,4.9,1.0,0.4,2.9,86.0,7.5,3.4,1.0,0.3,1.8,"712,805","579,260","58,400","41,415","10,875","2,565","20,285","548,680","461,335","41,950","24,935","8,675","1,820","9,965","694,955","575,275","56,305","33,950","6,860","2,535","20,030","532,495","457,730","40,005","18,070","5,145","1,810","9,735"
Michigan's 7th,MI-07,88.4,4.2,4.2,1.0,0.4,1.9,90.0,4.1,3.5,1.0,0.4,1.1,89.0,4.2,3.9,0.6,0.4,1.9,90.7,4.1,3.1,0.6,0.4,1.1,"704,160","622,365","29,530","29,530","6,690","2,575","13,475","546,015","491,200","22,450","18,900","5,210","2,010","6,245","695,940","619,435","29,295","27,035","4,315","2,510","13,345","538,605","488,615","22,235","16,615","3,040","1,950","6,155"
Michigan's 8th,MI-08,82.7,5.3,4.9,4.3,0.2,2.6,84.6,5.1,4.1,4.3,0.2,1.7,85.0,5.4,4.4,2.4,0.2,2.6,87.2,5.2,3.6,2.1,0.2,1.6,"723,430","598,245","38,515","35,290","30,860","1,525","18,995","561,510","475,000","28,720","23,020","24,160","1,280","9,335","694,265","589,810","37,250","30,855","16,830","1,490","18,025","536,105","467,530","27,800","19,255","11,520","1,245","8,750"
Michigan's 9th,MI-09,78.6,12.4,2.3,4.0,0.3,2.4,81.4,11.0,1.9,3.9,0.3,1.5,79.1,12.9,2.2,3.1,0.3,2.4,82.1,11.5,1.8,2.8,0.3,1.5,"715,955","562,470","88,830","16,500","28,925","2,135","17,090","568,580","462,570","62,445","10,915","22,205","1,865","8,575","683,705","540,515","88,255","14,990","21,295","2,105","16,545","540,635","443,965","61,905","9,525","15,270","1,840","8,130"
Michigan's 10th,MI-10,90.6,2.8,3.0,1.7,0.2,1.7,91.8,2.8,2.5,1.6,0.2,1.1,91.2,2.8,2.7,1.3,0.2,1.8,92.5,2.9,2.1,1.2,0.2,1.1,"711,810","644,575","19,890","21,690","11,950","1,350","12,365","552,230","506,805","15,555","13,755","8,755","1,115","6,245","696,715","635,160","19,800","18,820","9,360","1,310","12,270","538,470","498,260","15,470","11,080","6,440","1,075","6,150"
Michigan's 11th,MI-11,80.0,5.2,3.3,9.4,0.2,2.0,81.9,5.1,2.7,8.8,0.2,1.2,83.3,5.4,2.8,6.2,0.2,2.1,85.6,5.4,2.2,5.3,0.2,1.3,"717,275","573,745","37,165","23,455","67,340","1,425","14,145","555,845","455,020","28,500","15,255","49,185","1,025","6,865","673,925","561,200","36,500","18,945","41,960","1,415","13,900","518,725","444,210","27,910","11,405","27,510","1,015","6,675"
Michigan's 12th,MI-12,75.4,10.6,5.7,5.2,0.2,2.9,77.3,10.0,4.9,5.5,0.2,2.1,77.6,10.9,5.2,3.2,0.2,2.9,80.0,10.3,4.3,3.1,0.3,2.1,"705,980","532,385","74,870","40,310","36,790","1,490","20,140","553,230","427,700","55,070","27,230","30,330","1,355","11,540","667,170","517,405","73,030","34,820","21,200","1,445","19,270","518,100","414,415","53,545","22,065","15,860","1,315","10,890"
Michigan's 13th,MI-13,33.9,55.5,7.1,1.3,0.4,1.9,36.8,54.5,5.6,1.4,0.4,1.4,34.2,57.2,5.5,0.8,0.4,2.0,37.3,56.6,3.5,0.7,0.4,1.4,"684,835","232,175","379,930","48,365","8,685","2,460","13,230","514,225","189,015","280,160","28,765","7,045","2,055","7,185","660,370","225,625","378,045","36,250","5,090","2,325","13,025","491,645","183,165","278,425","17,435","3,680","1,925","7,015"
Michigan's 14th,MI-14,31.4,56.8,4.7,4.5,0.2,2.4,33.4,56.1,4.0,4.4,0.2,1.9,31.5,59.2,3.8,2.8,0.2,2.4,33.5,58.8,2.9,2.6,0.3,2.0,"692,260","217,360","393,355","32,430","30,915","1,575","16,625","531,065","177,155","298,090","21,015","23,245","1,275","10,290","660,515","207,760","390,840","25,415","18,785","1,565","16,150","503,300","168,670","295,925","14,650","12,930","1,265","9,860"
Minnesota's 1st,MN-01,86.8,2.8,6.1,2.6,0.2,1.4,89.4,2.4,4.7,2.5,0.2,0.8,89.7,2.3,4.5,1.8,0.2,1.4,92.8,1.9,2.7,1.6,0.2,0.8,"668,500","580,515","18,890","40,620","17,510","1,630","9,335","513,440","459,250","12,160","24,025","12,755","1,225","4,030","644,245","577,700","15,105","29,120","11,785","1,610","8,930","492,515","456,850","9,405","13,520","7,825","1,220","3,705"
Minnesota's 2nd,MN-02,82.7,4.1,5.7,4.6,0.4,2.5,85.6,3.7,4.7,4.4,0.4,1.3,85.1,3.8,4.3,3.8,0.4,2.6,88.7,3.3,2.8,3.5,0.4,1.3,"686,965","567,940","28,215","39,485","31,335","2,615","17,375","511,910","438,160","18,875","23,810","22,635","1,830","6,600","662,655","564,195","24,950","28,665","25,025","2,615","17,200","490,085","434,795","16,160","13,905","16,935","1,830","6,460"
Minnesota's 3rd,MN-03,79.0,7.0,4.4,7.1,0.2,2.3,82.5,5.8,3.4,6.8,0.2,1.3,82.4,6.2,3.2,5.5,0.2,2.4,86.8,4.9,1.9,4.8,0.2,1.3,"695,385","549,025","48,445","30,460","49,590","1,635","16,230","528,145","435,920","30,645","17,795","35,875","1,220","6,690","659,750","543,385","40,945","21,380","36,480","1,620","15,945","496,315","430,875","24,350","9,480","23,955","1,205","6,450"
Minnesota's 4th,MN-04,68.4,9.5,6.5,11.8,0.5,3.3,73.8,8.2,5.3,10.3,0.5,2.0,72.4,9.1,5.3,9.3,0.5,3.4,78.6,7.6,3.7,7.6,0.5,2.0,"693,300","474,250","66,130","45,180","82,070","3,120","22,545","528,765","390,035","43,505","28,145","54,250","2,390","10,435","648,390","469,515","58,970","34,515","60,470","3,105","21,815","491,460","386,070","37,525","18,180","37,510","2,375","9,800"
Minnesota's 5th,MN-05,63.8,16.4,9.1,6.0,0.9,3.7,69.6,13.9,7.2,5.8,0.9,2.5,68.6,15.8,6.0,4.6,1.0,4.0,75.5,13.3,3.3,4.1,1.0,2.7,"693,190","442,545","113,600","63,200","41,700","6,295","25,860","547,815","381,530","76,375","39,395","31,885","4,895","13,740","636,825","436,690","100,805","38,295","29,270","6,245","25,525","497,815","376,065","66,215","16,640","20,615","4,845","13,430"
Minnesota's 6th,MN-06,90.3,2.6,2.6,2.3,0.4,1.9,92.0,2.2,2.1,2.2,0.4,1.1,91.6,2.0,2.1,1.9,0.4,1.9,93.6,1.6,1.5,1.8,0.4,1.1,"687,420","620,725","17,620","17,565","15,795","2,720","12,985","509,645","469,010","11,085","10,550","11,410","1,980","5,610","674,150","617,435","13,725","14,285","13,075","2,695","12,935","498,205","466,320","8,030","7,475","8,840","1,960","5,585"
Minnesota's 7th,MN-07,89.4,1.1,4.4,0.9,2.7,1.6,91.8,0.9,3.2,0.8,2.2,1.0,90.8,0.8,3.5,0.6,2.7,1.6,93.4,0.6,2.2,0.5,2.3,1.0,"663,340","593,270","7,055","28,970","5,875","17,665","10,510","507,835","466,420","4,455","16,400","4,250","11,405","4,900","650,900","591,260","4,970","22,725","3,960","17,620","10,370","497,310","464,640","3,135","10,830","2,545","11,360","4,805"
Minnesota's 8th,MN-08,92.1,1.0,1.6,0.7,2.5,2.0,93.6,0.9,1.2,0.7,2.2,1.3,92.5,0.9,1.5,0.6,2.5,2.0,94.0,0.9,1.1,0.5,2.2,1.3,"662,770","610,615","6,705","10,555","4,860","16,720","13,315","521,215","487,855","4,895","6,495","3,695","11,325","6,945","657,900","608,470","6,225","9,700","3,710","16,615","13,180","516,760","485,860","4,475","5,700","2,640","11,230","6,855"
Mississippi's 1st,MS-01,67.7,27.2,3.1,0.8,0.1,1.1,69.9,26.0,2.6,0.8,0.1,0.5,68.5,27.5,2.3,0.5,0.1,1.1,70.9,26.5,1.5,0.5,0.1,0.5,"755,945","511,700","205,355","23,745","5,810","1,035","8,305","571,500","399,740","148,855","14,615","4,405",785,"3,100","745,525","510,350","205,140","16,830","3,925","1,035","8,245","561,775","398,445","148,645","8,150","2,705",785,"3,045"
Mississippi's 2nd,MS-02,31.1,65.4,2.1,0.5,0.3,0.5,34.0,62.8,1.9,0.6,0.3,0.4,31.3,66.0,1.5,0.4,0.3,0.5,34.2,63.5,1.2,0.4,0.3,0.4,"723,745","225,160","473,510","15,150","3,945","2,025","3,950","539,755","183,400","339,020","10,460","3,170","1,455","2,245","716,340","224,055","473,060","10,665","2,685","2,025","3,845","532,965","182,495","338,620","6,260","1,970","1,455","2,155"
Mississippi's 3rd,MS-03,59.8,35.1,2.4,1.1,0.9,0.8,62.1,33.4,2.1,1.1,0.8,0.5,60.6,35.6,1.5,0.6,0.9,0.8,63.0,34.0,1.1,0.6,0.8,0.5,"748,785","447,925","262,670","17,650","7,905","6,920","5,725","568,875","353,265","190,225","11,985","6,205","4,420","2,775","737,350","446,515","262,285","11,395","4,640","6,910","5,600","558,330","351,880","189,880","6,265","3,235","4,415","2,660"
Mississippi's 4th,MS-04,69.4,23.3,4.0,1.5,0.3,1.6,71.7,22.0,3.4,1.6,0.3,1.0,70.4,23.6,3.1,1.1,0.3,1.6,73.0,22.3,2.3,1.1,0.3,1.0,"760,715","527,605","176,950","30,160","11,415","2,200","12,380","576,825","413,680","126,815","19,715","9,085","1,880","5,655","747,545","525,955","176,200","22,880","8,100","2,145","12,270","564,700","412,245","126,105","13,025","5,960","1,825","5,540"
Missouri's 1st,MO-01,41.4,49.4,3.3,3.0,0.2,2.7,45.6,46.3,2.9,3.2,0.2,1.8,42.3,50.8,2.4,1.7,0.2,2.7,46.8,47.8,1.8,1.7,0.2,1.8,"740,260","306,690","366,030","24,730","21,855","1,305","19,650","575,260","262,315","266,435","16,730","18,445","1,020","10,315","714,610","302,285","362,825","17,240","11,995","1,295","18,970","552,275","258,290","263,870","9,900","9,425","1,020","9,770"
Missouri's 2nd,MO-02,87.7,3.7,2.6,4.4,0.1,1.5,89.1,3.6,2.1,4.1,0.1,0.9,89.4,3.7,2.2,3.1,0.1,1.5,91.1,3.6,1.6,2.6,0.1,0.9,"760,780","667,190","28,205","19,710","33,175",995,"11,505","592,460","527,955","21,320","12,565","24,295",795,"5,530","737,410","659,515","27,325","15,880","22,525",995,"11,165","571,815","521,135","20,625","9,115","14,910",795,"5,230"
Missouri's 3rd,MO-03,91.4,3.3,2.4,1.0,0.3,1.7,92.5,3.1,2.0,0.9,0.3,1.1,92.2,3.2,2.0,0.6,0.3,1.7,93.5,3.1,1.5,0.6,0.3,1.1,"768,155","701,915","25,100","18,755","7,355","2,165","12,865","584,835","541,170","18,410","11,645","5,540","1,745","6,330","759,400","699,890","24,440","15,425","4,885","2,165","12,590","576,785","539,230","17,805","8,490","3,340","1,745","6,185"
Missouri's 4th,MO-04,87.2,4.6,3.7,1.5,0.4,2.7,88.5,4.7,3.0,1.6,0.4,1.8,88.4,4.5,3.2,0.8,0.4,2.7,90.0,4.6,2.4,0.8,0.4,1.8,"761,185","663,375","34,665","28,020","11,490","2,955","20,685","588,625","521,095","27,550","17,745","9,320","2,395","10,525","746,830","660,190","33,545","23,790","6,115","2,955","20,240","575,725","518,180","26,580","13,925","4,555","2,395","10,100"
Missouri's 5th,MO-05,64.6,21.9,8.7,1.9,0.4,2.4,68.4,20.5,7.1,1.9,0.4,1.6,66.4,22.2,7.0,1.4,0.4,2.5,70.7,21.0,4.9,1.4,0.4,1.6,"757,530","489,610","165,820","65,865","14,725","3,060","18,450","580,505","397,180","119,190","41,280","11,250","2,505","9,100","733,140","487,125","163,090","51,045","10,620","3,060","18,205","558,455","394,885","117,010","27,595","7,610","2,505","8,855"
Missouri's 6th,MO-06,88.3,4.0,3.9,1.3,0.3,2.1,89.8,4.0,3.2,1.4,0.3,1.3,89.3,3.9,3.5,0.9,0.3,2.1,91.0,3.8,2.7,0.9,0.3,1.3,"760,050","671,195","30,665","29,720","10,090","2,395","15,975","577,885","518,750","23,000","18,625","7,810","1,965","7,740","749,380","669,170","29,110","26,165","6,860","2,395","15,680","568,245","516,895","21,530","15,430","4,930","1,965","7,495"
Missouri's 7th,MO-07,88.9,1.8,4.8,1.4,0.8,2.3,90.6,1.7,3.7,1.4,0.9,1.7,90.4,1.8,3.7,1.0,0.8,2.3,92.5,1.7,2.4,0.9,0.9,1.7,"764,935","679,710","14,135","36,435","10,840","6,305","17,510","588,830","533,770","10,100","21,915","8,210","5,070","9,765","749,240","676,950","13,425","27,875","7,385","6,300","17,305","574,405","531,395","9,525","13,920","4,940","5,065","9,565"
